dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(-1, 0]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",   0.000000,,,,,,,
"(0, 1]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",3808.000000, 229.405495,  90.259559,  21.683001, 164.158001, 237.747505, 317.305756, 382.842010
"(1, 2]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",6431.000000, 228.334909,  81.948683,  25.424000, 164.739502, 234.009003, 299.149002, 397.691986
"(2, 3]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",5666.000000, 224.306383,  85.078382,  22.563999, 155.323505, 229.362000, 298.965988, 394.214996
"(3, 4]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",5557.000000, 221.927681,  88.688862,  16.129999, 147.757004, 229.992004, 301.365997, 382.342010
"(4, 5]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",5715.000000, 225.998165,  93.037365,  11.801000, 146.668495, 233.701004, 313.226501, 399.062988
"(5, 6]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",6161.000000, 232.277721,  96.866085,   6.684000, 150.154999, 246.567993, 332.480011, 398.450989
"(6, 7]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",6870.000000, 240.827922,  98.544507,   3.442000, 160.042755, 267.760498, 333.104004, 397.131989
"(7, 8]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",6936.000000, 237.895568, 100.389022,   2.004000, 154.291996, 263.022507, 331.895012, 396.242004
"(8, 9]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",6659.000000, 229.059908, 102.384037,   1.679000, 143.552498, 246.182007, 330.278000, 398.286011
"(9, 10]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",6685.000000, 225.231073, 103.567078,   1.260000, 136.432999, 239.039993, 330.191986, 378.902008
"(10, 11]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",7121.000000, 228.210307, 105.935819,   0.878000, 135.557999, 251.916000, 330.553009, 386.398987
"(11, 12]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",6944.000000, 225.273736, 106.914482,   0.690000, 129.912746, 247.952003, 328.880508, 395.554993
"(12, 13]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",6555.000000, 218.108702, 107.411419,   0.643000, 123.166500, 238.279999, 323.723495, 379.091003
"(13, 14]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",6712.000000, 218.583092, 106.403784,   0.629000, 124.652502, 246.605507, 320.301987, 379.147003
"(14, 15]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",6721.000000, 214.955371, 106.821402,   0.617000, 121.629997, 247.807007, 314.381989, 379.153015
"(15, 16]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",6306.000000, 207.788222, 106.995607,   0.614000, 112.919750, 224.939499, 309.299759, 379.161987
"(16, 17]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",6173.000000, 203.752366, 105.072934,   0.600000, 110.782997, 226.457001, 300.825012, 364.787994
"(17, 18]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",6338.000000, 197.223246, 103.164669,   0.603000, 105.435499, 207.283005, 294.088737, 370.450989
"(18, 19]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",8240.000000, 166.201462, 101.672277,   0.598000,  82.216501, 144.153000, 257.000504, 369.864990
"(19, 20]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",11092.000000, 159.668126,  97.821116,   0.597000,  84.594749, 136.487999, 241.708500, 366.170990
"(20, 21]",DO,"1, 2, 3, 4, 5, 6, 7, 8, 9",9965.000000, 165.146612,  93.416168,   0.596000,  90.678001, 146.485992, 235.487000, 341.729004
