dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(-1, 0]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",   0.000000,,,,,,,
"(0, 1]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",37614.000000,  30.396641,   7.587139,   1.350300,  31.500225,  33.148701,  33.432750,  33.899300
"(1, 2]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",162657.000000,  32.841318,   1.008852,  22.916100,  32.404202,  33.234501,  33.561001,  33.901199
"(2, 3]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",135025.000000,  32.874536,   0.960163,  28.836100,  32.444099,  33.239899,  33.563599,  33.900902
"(3, 4]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",127495.000000,  32.922862,   0.919356,  29.576900,  32.482550,  33.259998,  33.583750,  33.901402
"(4, 5]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",124701.000000,  32.947960,   0.896493,  29.755301,  32.499699,  33.276001,  33.595699,  33.901699
"(5, 6]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",121767.000000,  32.992584,   0.856416,  30.409000,  32.605301,  33.295101,  33.614201,  33.901100
"(6, 7]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",118678.000000,  33.019461,   0.838166,  30.481899,  32.625476,  33.318901,  33.633400,  33.901402
"(7, 8]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",114937.000000,  33.030847,   0.825089,  30.528000,  32.591400,  33.330502,  33.654202,  33.901501
"(8, 9]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",111767.000000,  33.057307,   0.802021,  30.610500,  32.641449,  33.342899,  33.672901,  33.901501
"(9, 10]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",110299.000000,  33.045277,   0.797406,  30.673100,  32.570150,  33.331100,  33.677849,  33.901600
"(10, 11]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",108858.000000,  33.053080,   0.781932,  30.340401,  32.580799,  33.334702,  33.685501,  33.901199
"(11, 12]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",108047.000000,  33.043577,   0.788291,  30.373501,  32.588501,  33.310699,  33.689499,  33.901199
"(12, 13]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",109513.000000,  33.020507,   0.814596,  30.542299,  32.543598,  33.293301,  33.685398,  33.905201
"(13, 14]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",104892.000000,  33.084685,   0.753091,  30.755400,  32.685101,  33.312000,  33.708099,  33.908001
"(14, 15]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",102353.000000,  33.122287,   0.725932,  30.805401,  32.733501,  33.347900,  33.724201,  33.910702
"(15, 16]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",115236.000000,  33.230120,   0.693692,  30.841299,  32.924000,  33.472401,  33.798801,  33.932701
"(16, 17]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",130228.000000,  33.312316,   0.647980,  30.845301,  33.078676,  33.573700,  33.776501,  33.937401
"(17, 18]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",258885.000000,  33.282325,   0.694819,  30.967300,  33.042000,  33.612701,  33.783100,  33.912102
"(18, 19]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",702401.000000,  33.154179,   0.686744,  23.721100,  32.966099,  33.347698,  33.637798,  33.912899
"(19, 20]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",964814.000000,  33.099232,   0.685437,  24.966700,  32.862999,  33.347198,  33.552299,  34.605900
"(20, 21]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",743793.000000,  33.144432,   0.663067,  24.755600,  32.909599,  33.387901,  33.600201,  33.918301
"(21, 22]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",480749.000000,  33.335947,   0.603668,  31.152100,  33.334400,  33.563099,  33.641201,  33.912102
"(22, 23]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",280564.000000,  33.404354,   0.629377,  30.975599,  33.442200,  33.598301,  33.702499,  34.005901
"(23, 24]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",84430.000000,  33.377415,   0.647866,  30.972401,  33.369124,  33.534000,  33.802799,  34.325600
"(24, 25]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",10346.000000,  32.888247,   1.004379,  31.518499,  31.523701,  33.458099,  33.700476,  34.301601
"(-1, 0]",Seawater Conductivity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",   0.000000,,,,,,,
"(0, 1]",Seawater Conductivity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",37601.000000,   3.477992,   0.836181,   0.196740,   3.613650,   3.706040,   3.820470,   4.131820
"(1, 2]",Seawater Conductivity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",162601.000000,   3.718349,   0.131162,   2.507060,   3.620310,   3.694840,   3.802210,   4.165170
"(2, 3]",Seawater Conductivity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",134983.000000,   3.710848,   0.126875,   3.467320,   3.614070,   3.689680,   3.789835,   4.125010
"(3, 4]",Seawater Conductivity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",127472.000000,   3.703752,   0.125969,   3.480470,   3.606990,   3.679640,   3.780055,   4.118830
"(4, 5]",Seawater Conductivity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",124680.000000,   3.694428,   0.123648,   3.475460,   3.600537,   3.671920,   3.767990,   4.117050
"(5, 6]",Seawater Conductivity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",121733.000000,   3.687587,   0.123981,   3.472250,   3.594150,   3.665120,   3.760410,   4.116310
"(6, 7]",Seawater Conductivity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",118667.000000,   3.677788,   0.120801,   3.470350,   3.585805,   3.657880,   3.745305,   4.113680
"(7, 8]",Seawater Conductivity,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",114931.000000,   3.669562,   0.119507,   3.469090,   3.578710,   3.649500,   3.738090,   4.082890
