dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(-1, 0]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",   0.000000,,,,,,,
"(0, 1]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",4089.000000, 417.122703, 558.668652,   0.037361,   0.045907, 142.742574, 683.877212,2104.519221
"(1, 2]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",9044.000000, 324.882421, 449.831698,   0.037361,   0.045944, 103.017227, 519.231586,1773.252472
"(2, 3]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",7464.000000, 232.564852, 339.372061,   0.037361,   0.045907,  68.011863, 319.494692,1570.865476
"(3, 4]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",7032.000000, 172.829283, 265.262834,   0.037361,   0.045907,  46.886816, 202.808115,1323.840275
"(4, 5]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",6879.000000, 131.438087, 210.737377,   0.037361,   0.045907,  31.797403, 141.145152,1047.158456
"(5, 6]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",6695.000000, 102.593696, 170.052603,   0.037361,   0.045907,  23.706572, 104.784760, 919.595538
"(6, 7]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",6566.000000,  79.888032, 136.280669,   0.037361,   0.045907,  17.671111,  81.192288, 753.198678
"(7, 8]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",6311.000000,  62.515918, 110.826442,   0.037361,   0.045907,  12.425555,  59.151430, 653.633107
"(8, 9]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",6159.000000,  50.066546,  92.071820,   0.037361,   0.045907,   9.292565,  46.073739, 600.042952
"(9, 10]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",6169.000000,  44.937377,  97.115768,   0.037361,   0.045907,   7.070900,  37.692588,1625.345965
"(10, 11]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",5994.000000,  32.888688,  63.881901,   0.037361,   0.045870,   5.100594,  28.215969, 450.102409
"(11, 12]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",5905.000000,  27.297929,  55.080623,   0.037361,   0.045870,   3.911624,  22.524634, 411.240285
"(12, 13]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",5882.000000,  22.751421,  47.073192,   0.037331,   0.045870,   3.080544,  18.498859, 358.010804
"(13, 14]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",5771.000000,  18.638679,  39.365471,   0.037331,   0.045870,   2.332328,  15.028438, 310.931429
"(14, 15]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",5498.000000,  15.700949,  34.237713,   0.037331,   0.045870,   1.760257,  11.753035, 276.536862
"(15, 16]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",5534.000000,  12.756155,  28.230486,   0.037331,   0.045870,   1.489092,   9.522838, 239.411788
"(16, 17]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",5870.000000,  10.208685,  23.394722,   0.037331,   0.045870,   1.100281,   7.784713, 216.658994
"(17, 18]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",6858.000000,   8.462417,  20.955473,   0.037331,   0.045870,   0.760219,   6.126512, 200.371940
"(18, 19]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",7630.000000,   7.971141,  18.724015,   0.037331,   0.045870,   0.465109,   5.036361, 151.226231
"(19, 20]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",7725.000000,   8.513495,  17.215446,   0.037331,   0.045870,   0.837157,   7.658320, 149.563289
"(20, 21]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",5780.000000,   4.213237,   9.796237,   0.037331,   0.045117,   0.185763,   2.916460, 115.981320
"(21, 22]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",3812.000000,   3.919729,  10.152236,   0.037331,   0.038529,   0.188918,   2.193374, 112.097562
"(22, 23]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",2899.000000,   2.468891,   5.731252,   0.038437,   0.038437,   0.116614,   1.721695,  62.477254
"(23, 24]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",1608.000000,   1.982464,   5.416118,   0.038437,   0.038529,   0.211302,   1.296250,  60.239549
"(24, 25]",Photosynthetically Active Radiation,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11", 344.000000,   0.271272,   0.598313,   0.038437,   0.038437,   0.038437,   0.114613,   3.094760
