dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(0, 1]",CDOM Concentration,"1, 2, 3, 4, 5, 6", 423.000000,   1.935586,   0.538608,   0.271500,   1.629000,   1.900500,   2.215600,   3.907200
"(1, 2]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1491.000000,   2.024556,   0.632809,   0.349600,   1.630800,   1.900500,   2.292000,   4.796500
"(2, 3]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1303.000000,   1.989551,   0.585937,   0.814500,   1.573200,   1.900500,   2.220000,   5.611000
"(3, 4]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1281.000000,   1.930795,   0.561037,   0.633500,   1.540200,   1.900500,   2.215600,   4.262400
"(4, 5]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1237.000000,   1.885410,   0.523089,   0.000000,   1.485800,   1.864800,   2.215600,   3.907200
"(5, 6]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1239.000000,   1.860317,   0.496849,   0.874000,   1.451600,   1.864800,   2.139200,   4.262400
"(6, 7]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1186.000000,   1.846067,   0.465263,   0.874000,   1.451600,   1.864800,   2.131200,   3.818400
"(7, 8]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1183.000000,   1.823083,   0.428455,   0.840400,   1.450600,   1.835400,   2.131200,   3.463200
"(8, 9]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1136.000000,   1.810665,   0.404165,   0.993200,   1.451600,   1.833600,   2.131200,   3.285600
"(9, 10]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1138.000000,   1.780131,   0.395299,   0.840400,   1.449600,   1.810000,   2.062800,   3.108000
"(10, 11]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1130.000000,   1.775480,   0.386978,   0.916800,   1.449600,   1.810000,   2.081500,   3.196800
"(11, 12]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1074.000000,   1.776521,   0.375460,   0.916800,   1.451600,   1.810000,   2.076825,   3.019200
"(12, 13]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1072.000000,   1.754347,   0.365126,   0.916800,   1.449600,   1.776000,   2.042400,   2.841600
"(13, 14]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1056.000000,   1.743055,   0.364799,   0.916800,   1.449600,   1.748000,   1.991000,   2.841600
"(14, 15]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1045.000000,   1.740785,   0.348538,   0.916800,   1.451600,   1.721400,   1.991000,   2.664000
"(15, 16]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1056.000000,   1.724073,   0.334682,   0.840400,   1.477250,   1.719500,   1.953600,   2.575200
"(16, 17]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1025.000000,   1.700882,   0.323840,   0.916800,   1.451600,   1.719500,   1.910000,   2.575200
"(17, 18]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1030.000000,   1.686323,   0.303590,   0.916800,   1.485800,   1.687200,   1.864800,   2.664000
"(18, 19]",CDOM Concentration,"1, 2, 3, 4, 5, 6",1009.000000,   1.673304,   0.284853,   0.916800,   1.485800,   1.660600,   1.864800,   2.664000
"(19, 20]",CDOM Concentration,"1, 2, 3, 4, 5, 6", 992.000000,   1.665608,   0.277510,   0.916800,   1.485800,   1.630800,   1.833600,   2.575200
