common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,n_nans,n_fillvalues,n_grange,define_stdev,n_outliers,n_stats,mean,min,max,stdev
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Air Temperature,['ºC'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[-50.0, 50.0]",1394295,0,0,0,10,0,1394295,12.543,-12.525,26.918,7.3499
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Barometric Pressure,['Pa'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[87000.0, 108330.0]",1394295,0,0,0,10,0,1394295,101603.2252,96454.0,104439.0,826.1903
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Downwelling Longwave Irradiance,['W m-2'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[200.0, 500.0]",1394295,1275,0,0,10,0,1392890,330.6187,200.0,454.3,48.5411
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Downwelling Shortwave Irradiance,['W m-2'],2015-05-09T09:38:27,2018-03-28T15:14:43,[-9999999.0],"[0.0, 1000.0]",1394295,2,0,0,10,0,1283877,178.9632,0.0,1000.0,263.1719
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Latent Heat Flux,['W m-2'],2015-05-09T04:44:36,2018-03-28T15:14:43,[-9999999.0],"[None, None]",1394295,15098,77950,no global ranges,10,0,1301247,61.8204,-238.9038,563.2669,85.4681
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Mean Wind Velocity - Eastward Relative to True North,['m s-1'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[None, None]",1394295,71,0,no global ranges,10,0,1394224,1.2885,-18.466,19.8127,4.8888
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Mean Wind Velocity - Eastward relative to Magnetic North,['m s-1'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[-33.0, 33.0]",1394295,71,0,0,10,0,1394224,1.1141,-19.91,19.68,4.9649
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Mean Wind Velocity - Northward Relative to True North,['m s-1'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[None, None]",1394295,71,0,no global ranges,10,0,1394224,-0.5449,-23.6144,17.8878,4.5568
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Mean Wind Velocity - Northward relative to Magnetic North,['m s-1'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[-33.0, 33.0]",1394295,71,0,0,10,0,1394224,-0.8463,-22.3,17.45,4.4738
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Net Heat Flux,['W m-2'],2015-05-09T04:44:36,2018-03-28T15:14:43,[-9999999.0],"[None, None]",1394295,15098,77950,no global ranges,10,9,1301238,-6.861,-1280.1181,3046.5179,307.6353
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Net Longwave Radiation,['W m-2'],2015-05-09T04:44:36,2018-03-28T15:14:43,[-9999999.0],"[None, None]",1394295,15098,77950,no global ranges,10,0,1301247,54.8671,-51.7613,178.726,37.5949
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Net Shortwave Irradiance,['W m-2'],2015-05-09T09:38:27,2018-03-28T15:11:30,[-9999999.0],"[0.0, 500.0]",1394295,2,0,0,10,0,1109084,84.5948,0.0,499.9995,128.8734
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Precipitation,['mm'],2015-05-19T18:57:39,2018-03-28T15:14:43,[-9999999.0],"[0.0, 50.0]",1394295,0,0,0,10,0,1307339,23.3908,0.0,50.0,13.042
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Relative Humidity,['%'],2015-05-09T13:19:22,2018-03-28T15:14:43,[-9999999.0],"[0.0, 100.0]",1394295,0,0,0,10,0,1228720,79.8035,31.874,99.999,14.5568
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Relative Wind Direction,['degrees'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[0.0, 360.0]",1394295,71,77950,0,10,0,1316274,151.222,0.0003,360.0,98.7796
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Relative Wind Speed,['m s-1'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[-33.0, 33.0]",1394295,71,77950,0,10,0,1316274,6.1972,0.0047,23.4776,2.9911
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Sea Surface Conductivity,['S m-1'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[0.0, 6.0]",1394295,0,0,0,10,0,1394295,4.0537,3.129,5.3647,0.5898
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Sea Surface Practical Salinity,['1'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[0.0, 42.0]",1394295,0,0,0,10,0,1394295,33.3778,28.4706,35.7461,0.7052
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Sea Surface Temperature,['ºC'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[-2.0, 40.0]",1394295,0,0,0,10,0,1394295,14.2072,4.506,26.508,5.9345
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Sensible Heat Flux,['W m-2'],2015-05-09T04:44:36,2018-03-28T15:14:43,[-9999999.0],"[None, None]",1394295,15098,77950,no global ranges,10,43,1301204,26.2013,-233.1,613.435,58.6472
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Specific Humidity,['g kg-1'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[0.0, 47.0]",1394295,0,0,0,10,0,1394295,8.4616,1.1887,20.9142,4.6932
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Surface Current Direction,['degrees'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[0.0, 360.0]",1394295,0,77950,0,10,0,1316345,222.6957,0.0,359.9993,88.0048
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6, 7]",Surface Current Speed,['m s-1'],2015-05-09T00:57:49,2018-03-28T15:14:43,[-9999999.0],"[-3.0, 3.0]",1394295,0,77950,0,10,2,1316343,0.1764,0.0,1.3967,0.1234
