deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_compare,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2018-12-12T19:30:37,telemetered,pco2a_a_dcl_instrument_air,[],0 days 00:45:55,59 days 12:01:34,0,59,[],148,18954,89,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {0: '88.89%', 3599: '10.48%'}","{'n_unique_rates': 7, 'common_sampling_rates': {'0': '88.89%', '3599': '10.48%'}}",[],"['partial_pressure_co2_ssw', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'barometric_pressure', 'met_relwind_speed', 'precipitation', 'longwave_irradiance', 'shortwave_irradiance', 'relative_humidity', 'air_temperature']",[],0,0,pass unique test - ascending not tested,2,"{'99': 1, '0': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0001_CP01CNSM-SBD12-04-PCO2AA000-telemetered-pco2a_a_dcl_instrument_air
deployment0001,2018-12-12T19:30:48,telemetered,pco2a_a_dcl_instrument_water,[],0 days 00:45:42,59 days 12:01:34,0,59,[],148,18954,89,0,,,,,no seawater pressure in file,,,1,"{'n_unique_rates': 7, 'common_sampling_rates': {'1': '88.89%', '3587': '10.48%'}}",[],"['partial_pressure_co2_atm', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'shortwave_irradiance', 'met_relwind_speed', 'barometric_pressure', 'longwave_irradiance', 'relative_humidity', 'precipitation', 'air_temperature']",[],0,0,pass unique test - ascending not tested,2,"{'99': 1, '0': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0001_CP01CNSM-SBD12-04-PCO2AA000-telemetered-pco2a_a_dcl_instrument_water
deployment0002,2018-12-12T19:30:37,telemetered,pco2a_a_dcl_instrument_air,[],0 days 00:13:12,0 days 00:57:53,0,0,[0.8397],3,450,3,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {0: '89.09%', 3599: '10.24%'}","{'n_unique_rates': 5, 'common_sampling_rates': {'0': '89.09%', '3599': '10.24%'}}",[],"['partial_pressure_co2_ssw', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'precipitation', 'barometric_pressure', 'longwave_irradiance', 'met_relwind_speed', 'relative_humidity', 'shortwave_irradiance', 'air_temperature']",[],0,0,pass unique test - ascending not tested,2,"{'99': 1, '0': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0002_CP01CNSM-SBD12-04-PCO2AA000-telemetered-pco2a_a_dcl_instrument_air
deployment0002,2018-12-12T19:30:48,telemetered,pco2a_a_dcl_instrument_water,[],0 days 00:13:00,0 days 00:57:53,0,0,[0.8397],3,450,3,0,,,,,no seawater pressure in file,,,1,"{'n_unique_rates': 6, 'common_sampling_rates': {'0': '11.14%', '1': '77.73%', '3588': '10.47%'}}",[],"['partial_pressure_co2_atm', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'relative_humidity', 'longwave_irradiance', 'met_relwind_speed', 'shortwave_irradiance', 'barometric_pressure', 'air_temperature', 'precipitation']",[],0,0,pass unique test - ascending not tested,2,"{'95': 1, '0': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0002_CP01CNSM-SBD12-04-PCO2AA000-telemetered-pco2a_a_dcl_instrument_water
deployment0003,2018-12-12T19:30:14,recovered_host,pco2a_a_dcl_instrument_air_recovered,['telemetered'],0 days 00:23:53,166 days 04:42:13,0,166,"[0.3986, 0.9533]",170,630,4,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {0: '89.03%', 3599: '10.33%'}","{'n_unique_rates': 4, 'common_sampling_rates': {'0': '89.03%', '3599': '10.33%'}}",[],"['partial_pressure_co2_ssw', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'longwave_irradiance', 'precipitation', 'barometric_pressure', 'relative_humidity', 'shortwave_irradiance', 'met_relwind_speed', 'air_temperature']",[],0,0,pass,2,"{'99': 1, '0': 1}",{'95': 1},fail: check ['pCO2 Atmosphere'],pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0003_CP01CNSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_air_recovered_20150507T175753.152000-20150510T145747.502000
deployment0003,2018-12-12T19:30:25,recovered_host,pco2a_a_dcl_instrument_water_recovered,['telemetered'],0 days 00:23:41,166 days 04:42:13,0,166,"[0.3986, 0.9533]",170,630,4,0,,,,,no seawater pressure in file,,,1,"{'n_unique_rates': 5, 'common_sampling_rates': {'0': '11.13%', '1': '77.90%', '3588': '10.33%'}}",[],"['partial_pressure_co2_atm', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'air_temperature', 'precipitation', 'longwave_irradiance', 'shortwave_irradiance', 'barometric_pressure', 'met_relwind_speed', 'relative_humidity']",[],0,0,pass,2,"{'95': 1, '0': 1}",{'99': 1},pass,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0003_CP01CNSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_water_recovered_20150507T175741.403000-20150510T145747.112000
deployment0004,2018-12-12T19:30:14,recovered_host,pco2a_a_dcl_instrument_air_recovered,['telemetered'],0 days 00:10:21,0 days 00:08:50,0,0,"[0.8349, 0.0886, 0.985]",165,39290,165,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {0: '80.00%', 1799: '15.48%'}","{'n_unique_rates': 22, 'common_sampling_rates': {'0': '80.00%', '1799': '15.48%'}}",[],"['partial_pressure_co2_ssw', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'relative_humidity', 'air_temperature', 'longwave_irradiance', 'precipitation', 'met_relwind_speed', 'shortwave_irradiance', 'barometric_pressure']",[],0,0,pass unique test - ascending not tested,2,"{'99': 1, '0': 1}",{'99': 1},pass,pass,"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0004_CP01CNSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_air_recovered
deployment0004,2018-12-12T19:30:25,recovered_host,pco2a_a_dcl_instrument_water_recovered,['telemetered'],0 days 00:10:16,0 days 00:08:50,0,0,"[0.8349, 0.0886, 0.985]",165,39290,165,0,,,,,no seawater pressure in file,,,1,"{'n_unique_rates': 25, 'common_sampling_rates': {'0': '20.04%', '1': '59.86%', '1794': '15.37%'}}",[],"['partial_pressure_co2_atm', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'air_temperature', 'shortwave_irradiance', 'precipitation', 'barometric_pressure', 'relative_humidity', 'met_relwind_speed', 'longwave_irradiance']",[],0,0,pass unique test - ascending not tested,2,"{'99': 1, '0': 1}",{'99': 1},pass,pass,"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0004_CP01CNSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_water_recovered
deployment0005,2018-12-12T19:30:14,recovered_host,pco2a_a_dcl_instrument_air_recovered,['telemetered'],0 days 00:01:45,0 days 00:17:28,0,0,"[0.4197, 0.9698, 0.0222, 1.0026]",154,36780,154,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {0: '80.00%', 1799: '15.40%'}","{'n_unique_rates': 14, 'common_sampling_rates': {'0': '80.00%', '1799': '15.40%'}}",[],"['partial_pressure_co2_ssw', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'relative_humidity', 'air_temperature', 'shortwave_irradiance', 'met_relwind_speed', 'barometric_pressure', 'precipitation', 'longwave_irradiance']",[],0,0,pass unique test - ascending not tested,2,"{'99': 1, '0': 1}",{'99': 1},pass,pass,"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0005_CP01CNSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_air_recovered
deployment0005,2018-12-12T19:30:25,recovered_host,pco2a_a_dcl_instrument_water_recovered,['telemetered'],0 days 00:01:39,0 days 00:17:28,0,0,"[0.4197, 0.9698, 0.0222, 1.0026]",154,36780,154,0,,,,,no seawater pressure in file,,,1,"{'n_unique_rates': 17, 'common_sampling_rates': {'0': '15.70%', '1': '64.22%', '1794': '15.50%'}}",[],"['partial_pressure_co2_atm', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'barometric_pressure', 'shortwave_irradiance', 'air_temperature', 'longwave_irradiance', 'relative_humidity', 'met_relwind_speed', 'precipitation']",[],0,0,pass unique test - ascending not tested,2,"{'99': 1, '0': 1}",{'99': 1},pass,pass,"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0005_CP01CNSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_water_recovered
deployment0006,2018-12-12T19:30:14,recovered_host,pco2a_a_dcl_instrument_air_recovered,['telemetered'],0 days 00:53:38,1 days 08:38:57,0,1,"[0.832, 0.0651, 0.9729, 0.0238, 0.9903]",240,50894,239,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {0: '88.89%', 3599: '10.23%'}","{'n_unique_rates': 24, 'common_sampling_rates': {'0': '88.89%', '3599': '10.23%'}}",[],"['partial_pressure_co2_ssw', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'precipitation', 'met_relwind_speed', 'shortwave_irradiance', 'longwave_irradiance', 'air_temperature', 'barometric_pressure', 'relative_humidity']",[],0,0,pass unique test - ascending not tested,2,"{'99': 1, '0': 1}",{'99': 1},pass,pass,"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0006_CP01CNSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_air_recovered
deployment0006,2018-12-12T19:30:25,recovered_host,pco2a_a_dcl_instrument_water_recovered,['telemetered'],0 days 00:53:26,1 days 03:38:56,0,1,"[0.832, 0.0651, 0.9729, 0.0238, 0.9903]",240,50914,239,0,,,,,no seawater pressure in file,,,1,"{'n_unique_rates': 31, 'common_sampling_rates': {'0': '10.79%', '1': '78.01%', '3588': '10.24%'}}",[],"['partial_pressure_co2_atm', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'met_relwind_speed', 'precipitation', 'barometric_pressure', 'shortwave_irradiance', 'longwave_irradiance', 'air_temperature', 'relative_humidity']",[],0,0,pass unique test - ascending not tested,2,"{'99': 1, '0': 1}",{'99': 1},pass,pass,"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0006_CP01CNSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_water_recovered
deployment0007,2018-12-12T19:30:14,recovered_host,pco2a_a_dcl_instrument_air_recovered,['telemetered'],0 days 00:35:02,1 days 08:37:06,0,1,"[0.3511, 0.9333, 0.0476, 0.9613, 0.0688, 0.9501]",146,30870,145,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {0: '88.89%', 3599: '10.39%'}","{'n_unique_rates': 16, 'common_sampling_rates': {'0': '88.89%', '3599': '10.39%'}}",[],"['partial_pressure_co2_ssw', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'shortwave_irradiance', 'barometric_pressure', 'longwave_irradiance', 'air_temperature', 'met_relwind_speed', 'relative_humidity', 'precipitation']",[],0,0,pass unique test - ascending not tested,2,"{'99': 1, '0': 1}",{'99': 1},pass,fail: data found in another stream (gaps: [1] days: [2]),"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0007_CP01CNSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_air_recovered
deployment0007,2018-12-12T19:30:25,recovered_host,pco2a_a_dcl_instrument_water_recovered,['telemetered'],0 days 00:34:50,1 days 08:37:06,0,1,"[0.3511, 0.9333, 0.0476, 0.9613, 0.0688, 0.9501]",146,30868,145,0,,,,,no seawater pressure in file,,,1,"{'n_unique_rates': 18, 'common_sampling_rates': {'0': '11.12%', '1': '77.77%', '3588': '10.39%'}}",[],"['partial_pressure_co2_atm', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'met_relwind_speed', 'barometric_pressure', 'air_temperature', 'relative_humidity', 'shortwave_irradiance', 'precipitation', 'longwave_irradiance']",[],0,0,pass unique test - ascending not tested,2,"{'99': 1, '0': 1}",{'99': 1},pass,fail: data found in another stream (gaps: [1] days: [2]),"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0007_CP01CNSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_water_recovered
deployment0008,2018-12-12T19:30:14,recovered_host,pco2a_a_dcl_instrument_air_recovered,['telemetered'],0 days 00:43:39,0 days 00:41:30,0,0,"[0.8169, 0.0755, 0.9623, 0.0238, 0.9798, 0.017, 0.9389]",152,32463,152,0,,,,,no seawater pressure in file,,,no consistent sampling rate: {0: '88.89%'},"{'n_unique_rates': 24, 'common_sampling_rates': {'0': '88.89%'}}",[],"['partial_pressure_co2_ssw', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'precipitation', 'met_relwind_speed', 'shortwave_irradiance', 'longwave_irradiance', 'air_temperature', 'barometric_pressure', 'relative_humidity']",[],0,0,pass unique test - ascending not tested,2,"{'99': 1, '0': 1}",{'99': 1},pass,fail: data found in another stream (gaps: [1] days: [1]),"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0008_CP01CNSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_air_recovered
deployment0008,2018-12-12T19:30:25,recovered_host,pco2a_a_dcl_instrument_water_recovered,['telemetered'],0 days 00:43:27,0 days 00:41:31,0,0,"[0.8169, 0.0755, 0.9623, 0.0238, 0.9798, 0.017, 0.9389]",152,32463,152,0,,,,,no seawater pressure in file,,,1,"{'n_unique_rates': 22, 'common_sampling_rates': {'0': '11.12%', '1': '77.76%'}}",[],"['partial_pressure_co2_atm', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'precipitation', 'air_temperature', 'shortwave_irradiance', 'relative_humidity', 'met_relwind_speed', 'longwave_irradiance', 'barometric_pressure']",[],0,0,pass unique test - ascending not tested,2,"{'99': 1, '0': 1}",{'99': 1},pass,fail: data found in another stream (gaps: [1] days: [1]),"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0008_CP01CNSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_water_recovered
