deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_compare,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2019-01-14T16:56:18,recovered_host,pco2w_abc_dcl_instrument_blank_recovered,[],2 days 21:51:21,177 days 17:23:39,2,177,[],185,2,2,30,,,,,no seawater pressure in file,,,306000,"{'n_unique_rates': 1, 'common_sampling_rates': {'306000': '100.00%'}}",[],[],"[['2014-10-10T17:36:21', '2014-10-14T06:36:21']]",1,3,pass,1,{'99': 1},no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0001_CE06ISSM-MFD35-05-PCO2WB000-recovered_host-pco2w_abc_dcl_instrument_blank_recovered_20141010T173621.345000-20141014T063621.842000
deployment0001,2019-01-14T16:56:35,recovered_host,pco2w_abc_dcl_instrument_recovered,['telemetered'],0 days 00:50:32,8 days 09:24:29,0,8,[],185,194,13,30,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3597: '14.51%', 3598: '11.92%', 3599: '15.54%', 3600: '13.47%', 3601: '10.36%', 3602: '12.44%'}","{'n_unique_rates': 19, 'common_sampling_rates': {'3597': '14.51%', '3598': '11.92%', '3599': '15.54%', '3600': '13.47%', '3601': '10.36%', '3602': '12.44%'}}",[],"['absorbance_blank_434', 'absorbance_blank_620']","[['2014-10-16T05:35:30', '2014-11-13T09:35:33'], ['2014-11-13T09:35:33', '2014-11-22T17:35:33'], ['2014-11-22T17:35:33', '2015-04-01T14:35:31']]",3,166,pass,2,"{'99': 1, '0': 1}",{'99': 1},pass,pass,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0001_CE06ISSM-MFD35-05-PCO2WB000-recovered_host-pco2w_abc_dcl_instrument_recovered_20141007T203532.468000-20150401T143531.158000
deployment0002,2019-01-14T16:56:18,recovered_host,pco2w_abc_dcl_instrument_blank_recovered,['telemetered'],1 days 13:06:18,1 days 00:08:40,1,1,[1.6294],187,53,53,29,,,,,no seawater pressure in file,,,"no consistent sampling rate: {305998: '11.54%', 305999: '28.85%', 306000: '28.85%', 306001: '21.15%'}","{'n_unique_rates': 8, 'common_sampling_rates': {'305998': '11.54%', '305999': '28.85%', '306000': '28.85%', '306001': '21.15%'}}",[],[],"[['2015-04-11T17:36:18', '2015-04-15T06:36:20'], ['2015-04-15T06:36:20', '2015-04-18T19:36:20'], ['2015-04-18T19:36:20', '2015-04-22T09:36:19'], ['2015-04-22T09:36:19', '2015-04-25T22:36:20'], ['2015-04-25T22:36:20', '2015-04-29T11:36:19'], ['2015-04-29T11:36:19', '2015-05-03T00:36:19'], ['2015-05-03T00:36:19', '2015-05-06T13:36:19'], ['2015-05-06T13:36:19', '2015-05-10T02:36:20'], ['2015-05-10T02:36:20', '2015-05-13T15:36:20'], ['2015-05-13T15:36:20', '2015-05-17T04:36:20'], ['2015-05-17T04:36:20', '2015-05-20T17:36:20'], ['2015-05-20T17:36:20', '2015-05-24T06:36:20'], ['2015-05-24T06:36:20', '2015-05-27T19:36:18'], ['2015-05-27T19:36:18', '2015-05-31T08:36:20'], ['2015-05-31T08:36:20', '2015-06-03T21:36:19'], ['2015-06-03T21:36:19', '2015-06-07T10:36:19'], ['2015-06-07T10:36:19', '2015-06-10T23:36:20'], ['2015-06-10T23:36:20', '2015-06-14T12:36:20'], ['2015-06-14T12:36:20', '2015-06-18T01:36:18'], ['2015-06-18T01:36:18', '2015-06-21T14:36:20'], ['2015-06-21T14:36:20', '2015-06-25T03:36:19'], ['2015-06-25T03:36:19', '2015-06-28T16:36:20'], ['2015-06-28T16:36:20', '2015-07-02T05:36:19'], ['2015-07-02T05:36:19', '2015-07-05T18:36:19'], ['2015-07-05T18:36:19', '2015-07-09T07:36:21'], ['2015-07-09T07:36:21', '2015-07-12T20:36:21'], ['2015-07-12T20:36:21', '2015-07-16T09:36:20'], ['2015-07-16T09:36:20', '2015-07-19T22:36:19'], ['2015-07-19T22:36:19', '2015-07-23T12:36:19'], ['2015-07-23T12:36:19', '2015-07-27T01:36:19'], ['2015-07-27T01:36:19', '2015-07-30T14:36:19'], ['2015-07-30T14:36:19', '2015-08-03T03:36:20'], ['2015-08-03T03:36:20', '2015-08-06T16:36:18'], ['2015-08-06T16:36:18', '2015-08-10T05:36:19'], ['2015-08-10T05:36:19', '2015-08-13T18:36:21'], ['2015-08-13T18:36:21', '2015-08-17T07:36:21'], ['2015-08-17T07:36:21', '2015-08-20T20:36:19'], ['2015-08-20T20:36:19', '2015-08-24T09:36:19'], ['2015-08-24T09:36:19', '2015-08-27T22:36:19'], ['2015-08-27T22:36:19', '2015-08-31T11:36:20'], ['2015-08-31T11:36:20', '2015-09-04T00:36:19'], ['2015-09-04T00:36:19', '2015-09-07T13:36:20'], ['2015-09-07T13:36:20', '2015-09-11T02:36:18'], ['2015-09-11T02:36:18', '2015-09-14T15:36:19'], ['2015-09-14T15:36:19', '2015-09-18T04:36:18'], ['2015-09-18T04:36:18', '2015-09-21T17:36:20'], ['2015-09-21T17:36:20', '2015-09-25T06:36:19'], ['2015-09-25T06:36:19', '2015-09-28T19:36:21'], ['2015-09-28T19:36:21', '2015-10-02T08:36:22'], ['2015-10-02T08:36:22', '2015-10-05T21:36:20'], ['2015-10-05T21:36:20', '2015-10-09T10:36:18'], ['2015-10-09T10:36:18', '2015-10-12T23:36:20']]",52,156,pass,1,{'99': 1},{'99': 1},pass,pass,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0002_CE06ISSM-MFD35-05-PCO2WB000-recovered_host-pco2w_abc_dcl_instrument_blank_recovered_20150411T173618.809000-20151012T233620.965000
deployment0002,2019-01-14T16:56:35,recovered_host,pco2w_abc_dcl_instrument_recovered,['telemetered'],0 days 01:05:31,0 days 00:09:30,0,0,[1.6294],187,4428,187,29,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '15.41%', 3599: '30.31%', 3600: '30.27%', 3601: '14.91%'}","{'n_unique_rates': 15, 'common_sampling_rates': {'3598': '15.41%', '3599': '30.31%', '3600': '30.27%', '3601': '14.91%'}}",[],"['absorbance_blank_434', 'absorbance_blank_620']",[],0,0,pass,2,"{'99': 1, '0': 1}","{'99': 1, '75': 1}",fail: check ['pCO2 Seawater'],pass,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0002_CE06ISSM-MFD35-05-PCO2WB000-recovered_host-pco2w_abc_dcl_instrument_recovered_20150410T053531.353000-20151013T233530.818000
deployment0004,2019-01-14T16:56:18,recovered_host,pco2w_abc_dcl_instrument_blank_recovered,['telemetered'],1 days 19:12:21,1 days 00:56:42,1,1,"[2.0695, 0.4402]",142,116,107,29,,,,,no seawater pressure in file,,,"no consistent sampling rate: {79199: '23.48%', 79200: '20.00%', 154799: '10.43%', 154800: '10.43%'}","{'n_unique_rates': 15, 'common_sampling_rates': {'79199': '23.48%', '79200': '20.00%', '154799': '10.43%', '154800': '10.43%'}}",[],[],"[['2016-05-09T17:36:20', '2016-05-11T12:36:19'], ['2016-05-13T08:36:20', '2016-05-15T03:36:19'], ['2016-05-16T23:36:19', '2016-05-18T18:36:20'], ['2016-05-20T14:36:20', '2016-05-22T09:36:19'], ['2016-05-24T05:36:21', '2016-05-26T00:36:20'], ['2016-05-27T20:36:21', '2016-05-29T15:36:20'], ['2016-05-31T11:36:20', '2016-06-02T06:36:20'], ['2016-06-04T02:36:21', '2016-06-05T21:36:20'], ['2016-06-07T17:36:18', '2016-06-09T12:36:19'], ['2016-06-11T08:36:19', '2016-06-13T03:36:19'], ['2016-06-14T23:36:20', '2016-06-16T18:36:19'], ['2016-06-18T14:36:21', '2016-06-20T09:36:19'], ['2016-06-22T05:36:18', '2016-06-24T00:36:19'], ['2016-06-25T20:36:20', '2016-06-27T15:36:21'], ['2016-06-29T11:36:18', '2016-07-01T06:36:21'], ['2016-07-03T02:36:18', '2016-07-04T21:36:20'], ['2016-07-06T17:36:20', '2016-07-08T12:36:19'], ['2016-07-10T08:36:20', '2016-07-12T03:36:18'], ['2016-07-13T23:36:18', '2016-07-15T18:36:18'], ['2016-07-17T14:36:22', '2016-07-19T09:36:19'], ['2016-07-21T05:36:20', '2016-07-23T00:36:20'], ['2016-07-24T20:36:20', '2016-07-26T15:36:20'], ['2016-07-28T11:36:19', '2016-07-30T06:36:18'], ['2016-08-01T02:36:19', '2016-08-02T21:36:19'], ['2016-08-04T17:36:20', '2016-08-06T12:36:20'], ['2016-08-08T08:36:19', '2016-08-10T03:36:19'], ['2016-08-11T23:36:21', '2016-08-13T18:36:20'], ['2016-08-15T14:36:19', '2016-08-17T09:36:19'], ['2016-08-19T05:36:19', '2016-08-21T00:36:21'], ['2016-08-22T20:36:20', '2016-08-24T15:36:18'], ['2016-08-26T11:36:18', '2016-08-28T06:36:19'], ['2016-08-30T02:36:19', '2016-08-31T21:36:20'], ['2016-09-02T17:36:19', '2016-09-04T13:36:20'], ['2016-09-05T11:36:21', '2016-09-07T06:36:18'], ['2016-09-09T02:36:18', '2016-09-10T21:36:20'], ['2016-09-12T17:36:19', '2016-09-14T12:36:20'], ['2016-09-16T08:36:20', '2016-09-18T03:36:20'], ['2016-09-19T23:36:19', '2016-09-21T18:36:19']]",38,38,pass,1,{'99': 1},{'99': 1},pass,pass,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0004_CE06ISSM-MFD35-05-PCO2WB000-recovered_host-pco2w_abc_dcl_instrument_blank_recovered_20160507T213621.041000-20160923T143618.742000
deployment0004,2019-01-14T16:56:35,recovered_host,pco2w_abc_dcl_instrument_recovered,['telemetered'],0 days 01:11:30,0 days 00:57:30,0,0,"[2.0695, 0.4402]",142,3279,142,29,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '15.10%', 3599: '27.91%', 3600: '30.20%', 3601: '14.92%'}","{'n_unique_rates': 16, 'common_sampling_rates': {'3598': '15.10%', '3599': '27.91%', '3600': '30.20%', '3601': '14.92%'}}",[],"['absorbance_blank_434', 'absorbance_blank_620']",[],0,0,pass,2,"{'99': 1, '0': 1}",{'99': 2},pass,pass,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0004_CE06ISSM-MFD35-05-PCO2WB000-recovered_host-pco2w_abc_dcl_instrument_recovered_20160506T033530.740000-20160924T143530.901000
deployment0005,2019-01-14T16:56:18,recovered_host,pco2w_abc_dcl_instrument_blank_recovered,['telemetered'],0 days 00:53:16,11 days 09:23:44,0,11,"[1.9032, 0.2779, 0.1731]",201,55,55,29,,,,,no seawater pressure in file,,,"no consistent sampling rate: {230398: '12.96%', 230399: '22.22%', 230400: '18.52%', 457200: '12.96%'}","{'n_unique_rates': 13, 'common_sampling_rates': {'230398': '12.96%', '230399': '22.22%', '230400': '18.52%', '457200': '12.96%'}}",[],[],"[['2016-09-27T17:36:16', '2016-10-01T06:36:18'], ['2016-10-01T06:36:18', '2016-10-04T19:36:16'], ['2016-10-04T19:36:16', '2016-10-08T03:36:16'], ['2016-10-08T03:36:16', '2016-10-10T19:36:17'], ['2016-10-10T19:36:17', '2016-10-13T11:36:16'], ['2016-10-13T11:36:16', '2016-10-18T18:36:17'], ['2016-10-18T18:36:17', '2016-10-21T10:36:15'], ['2016-10-21T10:36:15', '2016-10-24T02:36:17'], ['2016-10-24T02:36:17', '2016-10-26T18:36:16'], ['2016-10-26T18:36:16', '2016-10-29T10:36:17'], ['2016-10-29T10:36:17', '2016-11-01T02:36:17'], ['2016-11-01T02:36:17', '2016-11-06T09:36:16'], ['2016-11-06T09:36:16', '2016-11-09T01:36:17'], ['2016-11-09T01:36:17', '2016-11-11T17:36:17'], ['2016-11-11T17:36:17', '2016-11-17T00:36:16'], ['2016-11-17T00:36:16', '2016-11-19T16:36:16'], ['2016-11-19T16:36:16', '2016-11-22T08:36:18'], ['2016-11-22T08:36:18', '2016-11-27T15:36:16'], ['2016-11-27T15:36:16', '2016-11-30T07:36:17'], ['2016-11-30T07:36:17', '2016-12-02T23:36:16'], ['2016-12-02T23:36:16', '2016-12-08T06:36:16'], ['2016-12-08T06:36:16', '2016-12-10T22:36:16'], ['2016-12-10T22:36:16', '2016-12-13T14:36:15'], ['2016-12-13T14:36:15', '2016-12-18T21:36:16'], ['2016-12-18T21:36:16', '2016-12-21T13:36:15'], ['2016-12-21T13:36:15', '2016-12-24T05:36:18'], ['2016-12-24T05:36:18', '2016-12-29T12:36:17'], ['2016-12-29T12:36:17', '2017-01-01T04:36:17'], ['2017-01-01T04:36:17', '2017-01-03T20:36:17'], ['2017-01-03T20:36:17', '2017-01-09T03:36:16'], ['2017-01-09T03:36:16', '2017-01-11T20:36:15'], ['2017-01-11T20:36:15', '2017-01-17T03:36:16'], ['2017-01-17T03:36:16', '2017-01-19T19:36:17'], ['2017-01-19T19:36:17', '2017-01-22T11:36:16'], ['2017-01-22T11:36:16', '2017-01-27T18:36:17'], ['2017-01-27T18:36:17', '2017-01-30T10:36:16'], ['2017-01-30T10:36:16', '2017-02-02T02:36:15'], ['2017-02-02T02:36:15', '2017-02-07T09:36:16'], ['2017-02-07T09:36:16', '2017-02-10T01:36:16'], ['2017-02-10T01:36:16', '2017-02-12T17:36:18'], ['2017-02-12T17:36:18', '2017-02-18T00:36:16'], ['2017-02-18T00:36:16', '2017-02-20T16:36:16'], ['2017-02-20T16:36:16', '2017-02-23T08:36:16'], ['2017-02-23T08:36:16', '2017-02-28T15:36:17'], ['2017-02-28T15:36:17', '2017-03-03T07:36:16'], ['2017-03-03T07:36:16', '2017-03-05T23:36:17'], ['2017-03-05T23:36:17', '2017-03-11T06:36:18'], ['2017-03-11T06:36:18', '2017-03-13T22:36:16'], ['2017-03-13T22:36:16', '2017-03-16T14:36:16'], ['2017-03-16T14:36:16', '2017-03-21T21:36:16'], ['2017-03-21T21:36:16', '2017-03-24T13:36:17'], ['2017-03-24T13:36:17', '2017-03-27T05:36:15'], ['2017-03-27T05:36:15', '2017-04-01T12:36:17'], ['2017-04-01T12:36:17', '2017-04-04T04:36:16']]",54,159,pass,1,{'99': 1},{'99': 1},pass,pass,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0005_CE06ISSM-MFD35-05-PCO2WB000-recovered_host-pco2w_abc_dcl_instrument_blank_recovered_20160927T173616.487000-20170404T043616.203000
deployment0005,2019-01-14T16:56:35,recovered_host,pco2w_abc_dcl_instrument_recovered,['telemetered'],0 days 01:52:29,8 days 22:24:28,0,8,"[1.9032, 0.2779, 0.1731]",201,4522,192,29,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '15.11%', 3599: '29.93%', 3600: '29.82%', 3601: '14.58%'}","{'n_unique_rates': 16, 'common_sampling_rates': {'3598': '15.11%', '3599': '29.93%', '3600': '29.82%', '3601': '14.58%'}}",[],"['absorbance_blank_434', 'absorbance_blank_620']",[],0,0,pass,2,"{'99': 1, '0': 1}",{'99': 2},pass,pass,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0005_CE06ISSM-MFD35-05-PCO2WB000-recovered_host-pco2w_abc_dcl_instrument_recovered_20160927T183529.719000-20170406T153532.055000
deployment0006,2019-01-14T16:56:51,telemetered,pco2w_abc_dcl_instrument,[],0 days 00:42:30,147 days 02:18:27,0,147,"[1.9581, 0.3335, 0.1256, 0.0556]",176,597,29,29,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '14.43%', 3599: '26.68%', 3600: '29.19%', 3601: '15.60%'}","{'n_unique_rates': 17, 'common_sampling_rates': {'3598': '14.43%', '3599': '26.68%', '3600': '29.19%', '3601': '15.60%'}}",[],"['absorbance_blank_434', 'absorbance_blank_620']","[['2017-04-26T09:35:30', '2017-04-27T18:35:32']]",1,1,pass,2,"{'99': 1, '25': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0006_CE06ISSM-MFD35-05-PCO2WB000-telemetered-pco2w_abc_dcl_instrument_20170413T203530.578000-20170511T113532.564000
deployment0006,2019-01-14T16:57:12,telemetered,pco2w_abc_dcl_instrument_blank,[],1 days 17:43:19,159 days 21:17:38,1,159,"[1.9581, 0.3335, 0.1256, 0.0556]",176,4,4,29,,,,,no seawater pressure in file,,,"no consistent sampling rate: {306001: '33.33%', 381600: '33.33%', 446400: '33.33%'}","{'n_unique_rates': 3, 'common_sampling_rates': {'306001': '33.33%', '381600': '33.33%', '446400': '33.33%'}}",[],[],"[['2017-04-15T13:36:19', '2017-04-19T23:36:19'], ['2017-04-19T23:36:19', '2017-04-23T12:36:20'], ['2017-04-23T12:36:20', '2017-04-28T16:36:21']]",3,12,pass,1,{'99': 1},no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0006_CE06ISSM-MFD35-05-PCO2WB000-telemetered-pco2w_abc_dcl_instrument_blank_20170415T133619.100000-20170428T163621.201000
