deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2018-11-27T02:52:22,recovered_inst,ctdmo_ghqr_instrument_recovered,[],0 days 00:06:01,0 days 00:03:29,0,0,[],339,64892,339,1822,1842.79,1861.1,20.79,ctdmo_seawater_pressure,dbar,114,450,"{'n_unique_rates': 1, 'common_sampling_rates': {'450': '100.00%'}}",[],[],[],0,0,pass,5,{'99': 5},no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0001_GI03FLMB-RI000-00-CTDMOH000-recovered_inst-ctdmo_ghqr_instrument_recovered_20140916T133001-20150820T125231
deployment0002,2018-11-27T02:52:22,recovered_inst,ctdmo_ghqr_instrument_recovered,[],0 days 00:04:01,0 days 00:07:29,0,0,[6.9717],332,63606,332,1822,1834.16,1854.94,12.16,ctdmo_seawater_pressure,dbar,198,450,"{'n_unique_rates': 1, 'common_sampling_rates': {'450': '100.00%'}}",[],[],[],0,0,pass,5,{'99': 5},no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0002_GI03FLMB-RI000-00-CTDMOH000-recovered_inst-ctdmo_ghqr_instrument_recovered_20150821T171501-20160717T235231
deployment0003,2018-11-27T02:52:22,recovered_inst,ctdmo_ghqr_instrument_recovered,[],0 days 00:03:31,0 days 00:01:59,0,0,"[4.7716, 2.2041]",395,75618,395,1830,1844.04,1863.6,14.04,ctdmo_seawater_pressure,dbar,234,450,"{'n_unique_rates': 1, 'common_sampling_rates': {'450': '100.00%'}}",[],[],[],0,0,pass,5,{'99': 5},no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0003_GI03FLMB-RI000-00-CTDMOH000-recovered_inst-ctdmo_ghqr_instrument_recovered_20160713T155231-20170811T120001
deployment0004,2018-11-27T02:52:22,recovered_inst,ctdmo_ghqr_instrument_recovered,[],0 days 00:03:31,0 days 00:05:59,0,0,"[6.8743, 0.1972, 2.1027]",309,59166,309,1830,1846.49,1855.65,16.49,ctdmo_seawater_pressure,dbar,1462,450,"{'n_unique_rates': 1, 'common_sampling_rates': {'450': '100.00%'}}",[],[],[],0,0,pass,5,{'99': 5},no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0004_GI03FLMB-RI000-00-CTDMOH000-recovered_inst-ctdmo_ghqr_instrument_recovered_20170807T155231-20180611T193001
