common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,press_min_max,n_excluded_forpress,n_nans,n_fillvalues,n_grange,define_stdev,n_outliers,n_stats,mean,min,max,stdev,note
ctdmo_ghqr_instrument,['recovered_inst-ctdmo_ghqr_instrument_recovered'],[1],Practical Salinity,['1'],2014-09-10T18:52:31,2015-08-22T10:52:31,[-9999999.0],"[0.0, 42.0]",66369,"[128.24, 131.15]",14370,0,0,0,,,51999,34.9279,34.822,35.0382,0.0253,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
ctdmo_ghqr_instrument,['recovered_inst-ctdmo_ghqr_instrument_recovered'],[1],Seawater Conductivity,['S m-1'],2014-09-10T18:52:31,2015-08-22T10:52:31,[-9999999.0],"[0.0, 6.0]",66369,"[128.24, 131.15]",14370,0,0,0,,,51999,3.2936,3.2108,3.4398,0.0409,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
ctdmo_ghqr_instrument,['recovered_inst-ctdmo_ghqr_instrument_recovered'],[1],Seawater Density,['kg m-3'],2014-09-10T18:52:31,2015-08-22T10:52:31,[-9999999.0],"[1000.0, 1100.0]",66369,"[128.24, 131.15]",14370,0,0,0,,,51999,1028.2874,1028.0535,1028.3636,0.0435,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
ctdmo_ghqr_instrument,['recovered_inst-ctdmo_ghqr_instrument_recovered'],[1],Seawater Pressure,['dbar'],2014-09-10T18:52:31,2015-08-22T10:52:31,[-9999.0],"[0.0, 6000.0]",66369,"[128.24, 131.15]",14370,0,0,0,,,51999,129.9645,128.2403,131.1473,0.7164,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
ctdmo_ghqr_instrument,['recovered_inst-ctdmo_ghqr_instrument_recovered'],[1],Seawater Temperature,['ºC'],2014-09-10T18:52:31,2015-08-22T10:52:31,[-9999999.0],"[-2.0, 40.0]",66369,"[128.24, 131.15]",14370,0,0,0,,,51999,4.4259,3.5501,6.0057,0.4411,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
