deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2018-11-27T03:16:38,recovered_host,ctdbp_cdef_dcl_instrument_recovered,['telemetered'],0 days 00:10:30,327 days 02:57:30,0,327,[],347,7671,20,12,12.32,13.95,0.32,pressure,dbar,65,"no consistent sampling rate: {8: '16.05%', 9: '18.10%', 10: '45.92%'}","{'n_unique_rates': 96, 'common_sampling_rates': {'8': '16.05%', '9': '18.10%', '10': '45.92%'}}",[],[],"[['2014-09-27T20:32:32', '2014-09-28T23:18:00']]",1,1,pass,5,{'99': 5},{'99': 5},pass,fail: data found in another stream (gaps: [1] days: [16]),"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0001_GI01SUMO-RID16-03-CTDBPF000-recovered_host-ctdbp_cdef_dcl_instrument_recovered_20140910T190030.189000-20140929T080230.972000
deployment0002,2018-11-27T03:16:53,recovered_inst,ctdbp_cdef_instrument_recovered,"['recovered_host', 'telemetered']",26 days 20:38:42,311 days 03:51:54,26,311,[5.6926],339,473,1,12,12.26,13.19,0.26,ctdbp_seawater_pressure,dbar,1,"no consistent sampling rate: {12: '39.19%', 24: '35.59%', 36: '12.92%'}","{'n_unique_rates': 32, 'common_sampling_rates': {'12': '39.19%', '24': '35.59%', '36': '12.92%'}}",[],[],[],0,0,pass,5,{'99': 5},no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0002_GI01SUMO-RID16-03-CTDBPF000-recovered_inst-ctdbp_cdef_instrument_recovered_20150911T160042-20150911T200806
deployment0003,2018-11-27T03:16:53,recovered_inst,ctdbp_cdef_instrument_recovered,"['recovered_host', 'telemetered']",29 days 11:47:13,122 days 10:40:34,29,122,"[0.3661, 6.0415]",401,2474,64,12,12.35,165.61,0.35,ctdbp_seawater_pressure,dbar,6,no consistent sampling rate: {900: '26.24%'},"{'n_unique_rates': 278, 'common_sampling_rates': {'900': '26.24%'}}",[],[],"[['2016-08-10T11:31:14', '2016-09-11T15:46:12'], ['2016-09-11T21:31:12', '2016-09-17T02:31:14'], ['2016-09-17T04:31:14', '2016-09-21T23:01:13'], ['2016-09-22T10:31:13', '2016-09-26T23:01:15'], ['2016-09-27T14:31:12', '2016-10-01T23:01:16'], ['2016-10-01T23:16:13', '2016-10-07T03:46:13'], ['2016-10-07T15:16:13', '2016-10-12T14:06:56'], ['2016-10-13T14:31:15', '2016-10-16T15:01:14'], ['2016-10-17T12:01:14', '2016-10-25T05:46:12'], ['2016-10-25T21:01:15', '2016-11-04T01:31:13'], ['2016-11-04T05:01:14', '2016-11-09T15:40:48'], ['2016-11-10T12:16:12', '2016-11-12T16:31:13'], ['2016-11-12T18:01:14', '2016-11-20T16:31:13'], ['2016-11-21T15:01:15', '2016-11-24T11:01:14'], ['2016-11-24T12:01:14', '2016-11-25T17:46:14'], ['2016-11-26T04:16:14', '2016-11-29T03:31:13'], ['2016-11-29T10:01:14', '2016-12-05T01:01:14'], ['2016-12-05T05:31:14', '2016-12-11T22:01:14'], ['2016-12-12T03:16:13', '2016-12-22T13:01:15'], ['2016-12-23T12:16:12', '2017-01-01T23:31:13'], ['2017-01-02T10:31:13', '2017-01-06T23:31:16'], ['2017-01-07T20:01:16', '2017-03-15T12:32:05']]",22,196,pass,5,{'99': 5},no comparison: timestamps do not match,no comparison: timestamps do not match,"fail: data found in another stream (gaps: [2] days: [57, 58])","['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0003_GI01SUMO-RID16-03-CTDBPF000-recovered_inst-ctdbp_cdef_instrument_recovered_20160809T053113-20170413T225226
deployment0004,2018-11-27T03:16:53,recovered_inst,ctdbp_cdef_instrument_recovered,['telemetered'],0 days 00:13:01,0 days 00:01:59,0,0,"[1.3927, 5.5968, 1.3947]",314,30007,314,12,4.17,14.48,-7.83,ctdbp_seawater_pressure,dbar,1,900,"{'n_unique_rates': 1, 'common_sampling_rates': {'900': '100.00%'}}",[],[],[],0,0,pass,5,{'99': 5},no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0004_GI01SUMO-RID16-03-CTDBPF000-recovered_inst-ctdbp_cdef_instrument_recovered_20170805T183001-20180614T080001
