common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,n_nans,n_fillvalues,n_grange,define_stdev,n_outliers,n_stats,mean,min,max,stdev
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6]",Air Temperature,['ºC'],2016-05-16T05:10:50,2018-07-31T23:59:57,[-9999999.0],"[-50.0, 50.0]",1977052,0,0,0,8,0,1977052,12.7754,-0.03,18.707,2.6628
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6]",Barometric Pressure,['Pa'],2016-05-16T05:10:50,2018-07-31T23:59:57,[-9999999.0],"[87000.0, 108330.0]",988526,0,0,0,8,0,988526,101674.2582,97744.0,103611.0,690.6677
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6]",Downwelling Longwave Irradiance,['W m-2'],2016-05-16T05:10:50,2018-07-31T23:59:57,[-9999999.0],"[200.0, 500.0]",1977052,0,0,0,8,0,1977042,333.7997,224.0,408.5,36.4642
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6]",Downwelling Shortwave Irradiance,['W m-2'],2016-05-16T12:35:28,2018-07-31T23:59:57,[-9999999.0],"[0.0, 1000.0]",1977052,0,0,0,8,0,1749364,195.7741,0.0,1000.0,267.5418
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6]",Latent Heat Flux,['W m-2'],2016-05-16T08:20:33,2018-07-31T23:59:57,[-9999999.0],"[None, None]",988526,39162,0,no global ranges,8,0,949364,36.2726,-76.6651,283.5555,34.7283
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6]",Mean Wind Velocity - Eastward Relative to True North,['m s-1'],2016-05-16T05:10:50,2018-07-31T23:59:57,[-9999999.0],"[None, None]",988526,24854,0,no global ranges,8,0,963672,1.1407,-11.9407,15.1464,2.7875
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6]",Mean Wind Velocity - Eastward relative to Magnetic North,['m s-1'],2016-05-16T05:10:50,2018-07-31T23:59:57,[-9999999.0],"[-33.0, 33.0]",988526,24854,0,0,8,0,963672,1.3599,-15.52,14.73,2.8774
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6]",Mean Wind Velocity - Northward Relative to True North,['m s-1'],2016-05-16T05:10:50,2018-07-31T23:59:57,[-9999999.0],"[None, None]",988526,24854,0,no global ranges,8,0,963672,-0.9851,-14.4886,22.5328,5.5175
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6]",Mean Wind Velocity - Northward relative to Magnetic North,['m s-1'],2016-05-16T05:10:50,2018-07-31T23:59:57,[-9999999.0],"[-33.0, 33.0]",988526,24854,0,0,8,0,963672,-0.6484,-14.39,21.99,5.4714
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6]",Net Heat Flux,['W m-2'],2016-05-16T08:20:33,2018-07-31T23:59:57,[-9999999.0],"[None, None]",988526,39162,0,no global ranges,8,1,949363,-85.1879,-1196.8093,1767.7661,259.3139
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6]",Net Longwave Radiation,['W m-2'],2016-05-16T08:20:33,2018-07-31T23:59:57,[-9999999.0],"[None, None]",988526,39162,0,no global ranges,8,5,949359,45.3758,-20.3701,138.47,33.3005
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3, 4, 5, 6]",Net Shortwave Irradiance,['W m-2'],2016-05-16T12:35:28,2018-07-31T23:59:57,[-9999999.0],"[0.0, 500.0]",988526,0,0,0,8,0,747421,96.9094,0.0,499.9995,136.814
