deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_compare,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2019-06-28T14:53:34,recovered_cspp,nutnr_j_cspp_dark_instrument_recovered,[],0 days 00:18:23,24 days 03:48:17,0,24,[],90,37235,59,29,12.88,29.57,30,1,int_ctd_pressure,dbar,0,no consistent sampling rate: {0: '87.86%'},"{'n_unique_rates': 181, 'common_sampling_rates': {'0': '87.86%'}}",[],['int_ctd_pressure'],"[['2015-04-12T05:22:03', '2015-04-15T14:00:15'], ['2015-06-03T20:03:14', '2015-06-04T20:06:04'], ['2015-06-04T20:07:51', '2015-06-06T20:06:04'], ['2015-06-06T20:06:36', '2015-06-07T20:10:18'], ['2015-06-07T20:12:14', '2015-06-09T20:10:19'], ['2015-06-09T20:10:25', '2015-06-11T20:10:19'], ['2015-06-11T20:11:29', '2015-06-13T20:10:17']]",7,9,pass,7,"{'99': 5, '0': 2}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0001_CE06ISSP-SP001-06-NUTNRJ000-recovered_cspp-nutnr_j_cspp_dark_instrument_recovered_20150410T182823.399000-20150613T201143.784000
deployment0001,2019-06-28T14:53:35,recovered_cspp,nutnr_j_cspp_instrument_recovered,[],0 days 00:18:25,24 days 03:48:27,0,24,[],90,3469,59,29,13.13,28.13,28,-1,int_ctd_pressure,dbar,1,12,"{'n_unique_rates': 143, 'common_sampling_rates': {'11': '32.55%', '12': '61.62%'}}",[],"['temperature', 'salinity', 'int_ctd_pressure']","[['2015-04-12T05:22:03', '2015-04-15T14:00:17'], ['2015-06-03T20:03:13', '2015-06-04T20:06:05'], ['2015-06-04T20:07:43', '2015-06-06T20:06:05'], ['2015-06-06T20:06:30', '2015-06-07T20:10:19'], ['2015-06-07T20:12:10', '2015-06-09T20:10:19'], ['2015-06-09T20:10:19', '2015-06-11T20:10:31'], ['2015-06-11T20:11:20', '2015-06-13T20:10:21']]",7,10,pass,8,"{'99': 4, '0': 4}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0001_CE06ISSP-SP001-06-NUTNRJ000-recovered_cspp-nutnr_j_cspp_instrument_recovered_20150410T182825.510000-20150613T201133.238000
deployment0002,2019-06-28T14:53:34,recovered_cspp,nutnr_j_cspp_dark_instrument_recovered,[],0 days 00:16:40,0 days 03:56:51,0,0,[0.7395],45,9248,44,29,10.2,24.14,24,-5,int_ctd_pressure,dbar,0,1,"{'n_unique_rates': 101, 'common_sampling_rates': {'1': '79.18%'}}",[],['int_ctd_pressure'],[],0,0,pass,7,"{'99': 5, '0': 2}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0002_CE06ISSP-SP001-06-NUTNRJ000-recovered_cspp-nutnr_j_cspp_dark_instrument_recovered_20150708T224640.928000-20150820T200309.860000
deployment0002,2019-06-28T14:53:35,recovered_cspp,nutnr_j_cspp_instrument_recovered,[],0 days 00:16:43,0 days 03:57:00,0,0,[0.7395],45,890,44,29,10.91,22.93,23,-6,int_ctd_pressure,dbar,0,14,"{'n_unique_rates': 61, 'common_sampling_rates': {'13': '18.79%', '14': '62.32%'}}",[],"['temperature', 'salinity', 'int_ctd_pressure']",[],0,0,pass,8,"{'99': 5, '95': 1, '0': 2}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0002_CE06ISSP-SP001-06-NUTNRJ000-recovered_cspp-nutnr_j_cspp_instrument_recovered_20150708T224643.124000-20150820T200300.893000
deployment0003,2019-06-28T14:53:34,recovered_cspp,nutnr_j_cspp_dark_instrument_recovered,[],0 days 00:15:39,0 days 05:26:29,0,0,"[0.4447, 0.6074]",58,13719,52,29,10.93,28.49,28,-1,int_ctd_pressure,dbar,0,1,"{'n_unique_rates': 169, 'common_sampling_rates': {'1': '78.57%'}}",[],['int_ctd_pressure'],"[['2015-09-15T14:02:06', '2015-09-17T00:31:01'], ['2015-10-07T20:13:54', '2015-10-10T18:32:29'], ['2015-10-10T18:34:16', '2015-10-13T18:31:15']]",3,5,pass,7,"{'99': 4, '95': 1, '0': 2}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0003_CE06ISSP-SP001-06-NUTNRJ000-recovered_cspp-nutnr_j_cspp_dark_instrument_recovered_20150821T154439.158000-20151016T183331.495000
deployment0003,2019-06-28T14:53:35,recovered_cspp,nutnr_j_cspp_instrument_recovered,[],0 days 00:15:41,0 days 05:26:33,0,0,"[0.4447, 0.6074]",58,1372,52,29,11.97,28.1,28,-1,int_ctd_pressure,dbar,0,14,"{'n_unique_rates': 123, 'common_sampling_rates': {'13': '13.71%', '14': '65.86%'}}",[],"['temperature', 'salinity', 'int_ctd_pressure']","[['2015-09-15T14:01:54', '2015-09-17T00:31:04'], ['2015-10-07T20:13:49', '2015-10-10T18:32:31'], ['2015-10-10T18:34:10', '2015-10-13T18:31:20']]",3,5,pass,8,"{'99': 4, '95': 2, '0': 2}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0003_CE06ISSP-SP001-06-NUTNRJ000-recovered_cspp-nutnr_j_cspp_instrument_recovered_20150821T154441.347000-20151016T183327.986000
deployment0004,2019-06-28T14:53:34,recovered_cspp,nutnr_j_cspp_dark_instrument_recovered,[],0 days 00:22:37,28 days 15:15:39,0,28,"[0.2287, 0.5845, 0.5194]",69,19003,37,29,13.92,1014.19,1014,985,int_ctd_pressure,dbar,79,"no consistent sampling rate: {0: '72.64%', 1: '16.81%'}","{'n_unique_rates': 114, 'common_sampling_rates': {'0': '72.64%', '1': '16.81%'}}",[],['int_ctd_pressure'],"[['2016-06-11T08:49:40', '2016-06-12T20:42:57'], ['2016-06-12T20:45:14', '2016-06-13T20:47:51'], ['2016-06-14T20:49:46', '2016-06-16T20:50:13'], ['2016-06-16T20:53:27', '2016-06-18T08:48:24'], ['2016-06-18T08:51:36', '2016-06-19T20:46:13'], ['2016-06-19T21:01:46', '2016-06-21T08:44:13']]",6,7,pass,7,"{'99': 5, '0': 2}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0004_CE06ISSP-SP001-06-NUTNRJ000-recovered_cspp-nutnr_j_cspp_dark_instrument_recovered_20160513T181037.247000-20160621T084421.985000
deployment0004,2019-06-28T14:53:35,recovered_cspp,nutnr_j_cspp_instrument_recovered,[],0 days 00:22:39,28 days 15:15:45,0,28,"[0.2287, 0.5845, 0.5194]",69,1768,37,29,13.92,27.0,27,-2,int_ctd_pressure,dbar,14,11,"{'n_unique_rates': 112, 'common_sampling_rates': {'11': '64.35%', '14': '10.07%'}}",[],"['temperature', 'salinity', 'int_ctd_pressure']","[['2016-06-11T08:49:36', '2016-06-12T20:42:59'], ['2016-06-12T20:45:07', '2016-06-13T20:47:53'], ['2016-06-14T20:49:36', '2016-06-16T20:50:15'], ['2016-06-16T20:53:22', '2016-06-18T08:48:50'], ['2016-06-18T08:51:34', '2016-06-19T20:46:15'], ['2016-06-19T21:01:37', '2016-06-21T08:44:15']]",6,7,pass,8,"{'99': 4, '95': 2, '0': 2}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0004_CE06ISSP-SP001-06-NUTNRJ000-recovered_cspp-nutnr_j_cspp_instrument_recovered_20160513T181039.815000-20160621T084415.407000
deployment0005,2019-06-28T14:53:34,recovered_cspp,nutnr_j_cspp_dark_instrument_recovered,[],0 days 00:16:33,0 days 03:00:36,0,0,"[0.3315, 0.6333, 0.6529, 0.1346]",66,10728,66,29,7.25,23.33,23,-6,int_ctd_pressure,dbar,0,1,"{'n_unique_rates': 147, 'common_sampling_rates': {'0': '23.82%', '1': '62.44%'}}",[],['int_ctd_pressure'],[],0,0,pass,7,"{'99': 4, '95': 1, '0': 2}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0005_CE06ISSP-SP001-06-NUTNRJ000-recovered_cspp-nutnr_j_cspp_dark_instrument_recovered_20160720T154633.453000-20160923T202124.502000
deployment0005,2019-06-28T14:53:35,recovered_cspp,nutnr_j_cspp_instrument_recovered,[],0 days 00:16:35,0 days 03:00:40,0,0,"[0.3315, 0.6333, 0.6529, 0.1346]",66,1076,66,29,8.38,23.33,23,-6,int_ctd_pressure,dbar,0,"no consistent sampling rate: {13: '25.95%', 14: '38.42%'}","{'n_unique_rates': 108, 'common_sampling_rates': {'13': '25.95%', '14': '38.42%'}}",[],"['temperature', 'salinity', 'int_ctd_pressure']",[],0,0,pass,8,"{'99': 4, '95': 1, '75': 1, '0': 2}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0005_CE06ISSP-SP001-06-NUTNRJ000-recovered_cspp-nutnr_j_cspp_instrument_recovered_20160720T154635.379000-20160923T202120.079000
