deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2018-10-26T12:35:36,recovered_inst,ctdmo_ghqr_instrument_recovered,['recovered_host'],0 days 00:01:01,0 days 00:14:59,0,0,[],329,31493,329,129.0,116.5884,121.4383,-12.4116,ctdmo_seawater_pressure,dbar,13,"{'n_unique_rates': 3, 'common_sampling_rates': {'900': '99.96%'}}",[],[],[],0,0,pass,5,{'99': 5},{'99': 5},pass,pass,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0001_GP03FLMA-RIM01-02-CTDMOG044-recovered_inst-ctdmo_ghqr_instrument_recovered_20130721T224501-20140614T234501
deployment0002,2018-10-26T12:35:36,recovered_inst,ctdmo_ghqr_instrument_recovered,['telemetered'],0 days 00:00:01,0 days 00:14:59,0,0,[0.6154],353,24255,266,129.0,111.4097,126.4972,-17.5903,ctdmo_seawater_pressure,dbar,95,"{'n_unique_rates': 7, 'common_sampling_rates': {'900': '99.91%'}}",[],[],"[['2014-06-21T02:30:01', '2014-07-01T19:00:01'], ['2014-07-12T10:30:01', '2014-07-17T19:00:01'], ['2014-07-28T10:30:01', '2014-08-02T19:00:01'], ['2014-08-13T10:30:01', '2014-08-24T02:45:01'], ['2014-08-29T10:30:01', '2014-09-03T19:00:01'], ['2014-09-14T10:30:01', '2014-09-19T19:00:01'], ['2014-09-30T10:30:01', '2014-10-05T19:00:01'], ['2014-10-11T02:30:01', '2014-10-21T19:00:01'], ['2014-11-01T10:30:01', '2014-11-21T11:00:01'], ['2014-11-26T18:30:01', '2014-12-07T11:00:01'], ['2014-12-12T18:30:01', '2014-12-23T10:45:01']]",11,95,pass,5,{'99': 5},{'99': 5},pass,fail: data found in another stream (gaps: [9] days: [85]),"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0002_GP03FLMA-RIM01-02-CTDMOG044-recovered_inst-ctdmo_ghqr_instrument_recovered_20140617T060001-20150604T234501
deployment0003,2018-10-26T12:35:36,recovered_inst,ctdmo_ghqr_instrument_recovered,"['recovered_host', 'telemetered']",0 days 00:05:01,0 days 00:09:59,0,0,"[0.6529, 0.089]",389,37234,389,149.0,133.9928,140.7006,-15.0072,ctdmo_seawater_pressure,dbar,21,"{'n_unique_rates': 3, 'common_sampling_rates': {'900': '99.96%'}}",[],[],[],0,0,pass,5,{'99': 5},{'99': 10},pass,pass,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0003_GP03FLMA-RIM01-02-CTDMOG044-recovered_inst-ctdmo_ghqr_instrument_recovered_20150606T224501-20160628T190001
deployment0004,2018-10-26T12:35:36,recovered_inst,ctdmo_ghqr_instrument_recovered,"['recovered_host', 'telemetered']",0 days 00:08:01,0 days 00:12:59,0,0,"[1.1589, 0.5585, 0.5065]",383,36728,383,,142.7927,146.5689,no deploy depth in AM,ctdmo_seawater_pressure,dbar,163,"{'n_unique_rates': 3, 'common_sampling_rates': {'900': '99.95%'}}",[],[],[],0,0,pass,5,{'99': 5},{'99': 10},pass,pass,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0004_GP03FLMA-RIM01-02-CTDMOG044-recovered_inst-ctdmo_ghqr_instrument_recovered_20160701T011501-20170718T150001
deployment0005,2018-10-26T12:35:36,recovered_inst,ctdmo_ghqr_instrument_recovered,['recovered_host'],0 days 00:00:01,0 days 00:13:59,0,0,"[9.0637, 9.6685, 9.7153, 10.2218]",380,36381,380,,141.298,151.7955,no deploy depth in AM,ctdmo_seawater_pressure,dbar,125,"{'n_unique_rates': 3, 'common_sampling_rates': {'900': '99.97%'}}",[],[],[],0,0,pass,5,{'99': 5},{'99': 5},pass,pass,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0005_GP03FLMA-RIM01-02-CTDMOG044-recovered_inst-ctdmo_ghqr_instrument_recovered_20170713T230001-20180727T220001
