common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,n_nans,n_fillvalues,n_grange,define_stdev,n_outliers,n_stats,mean,min,max,stdev
dosta_abcdjm_sio_instrument,['recovered_host-dosta_abcdjm_sio_instrument_recovered'],"[1, 2, 3, 4]",DO,['µmol L-1'],2014-09-12T20:15:01,2018-01-29T23:45:01,[-9999999.0],"[0.0, 400.0]",39755,0,0,1160,,,38595,370.3229,310.374,399.997,18.5857
dosta_abcdjm_sio_instrument,['recovered_host-dosta_abcdjm_sio_instrument_recovered'],"[1, 2, 3, 4]",DO - Pressure Temp Sal Corrected,['µmol kg-1'],2014-09-12T20:15:01,2018-01-29T23:45:01,[-9999999.0],"[0.0, 400.0]",39755,0,0,43,,,39712,281.2514,241.8127,396.3055,12.9921
dosta_abcdjm_sio_instrument,['recovered_host-dosta_abcdjm_sio_instrument_recovered'],"[1, 2, 3, 4]",DO - Temp Corrected,['µmol L-1'],2014-09-12T20:15:01,2018-01-29T23:45:01,[-9999999.0],"[0.0, 400.0]",39755,0,0,211,,,39544,362.6515,310.3751,399.991,16.682
dosta_abcdjm_sio_instrument,['recovered_host-dosta_abcdjm_sio_instrument_recovered'],"[1, 2, 3, 4]",Dissolved Oxygen Saturation,['percent'],2014-09-12T20:15:01,2018-01-29T23:45:01,[-9999999.0],"[0.0, 110.0]",39755,0,0,201,,,39554,96.4687,78.782,109.992,5.4792
dosta_abcdjm_sio_instrument,['recovered_host-dosta_abcdjm_sio_instrument_recovered'],"[1, 2, 3, 4]",Optode Temperature,['ºC'],2014-09-12T20:15:01,2018-01-29T23:45:01,[-9999999.0],"[-2.0, 40.0]",39755,0,0,0,,,39755,6.4439,3.423,10.507,1.5066
