dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(-9, 1]",dissolved_oxygen,4, 104.000000, 202.164143,   3.876858, 190.723300, 201.056667, 202.777011, 204.189669, 209.911346
"(1, 11]",dissolved_oxygen,4,5209.000000, 202.523133,   5.309600, 190.751267, 199.444680, 202.436947, 206.010150, 225.345119
"(11, 21]",dissolved_oxygen,4,4197.000000, 205.696584,   9.355404, 181.216153, 199.464813, 203.661634, 211.191295, 236.041730
"(21, 31]",dissolved_oxygen,4,3694.000000, 207.415527,  14.204665, 159.889432, 198.892458, 207.800398, 217.263765, 248.493964
"(31, 41]",dissolved_oxygen,4,3203.000000, 200.526547,  18.131538, 149.631796, 187.898255, 202.242270, 214.949287, 242.277415
"(41, 51]",dissolved_oxygen,4,3059.000000, 191.067706,  18.048722, 150.138659, 178.405208, 189.204811, 206.214431, 228.071928
"(51, 61]",dissolved_oxygen,4,2489.000000, 177.004571,  14.361658, 151.301769, 165.978305, 175.277301, 187.043096, 213.241473
"(61, 71]",dissolved_oxygen,4,2337.000000, 170.255313,  13.968008, 148.132612, 159.276163, 167.400596, 179.335319, 206.018540
"(71, 81]",dissolved_oxygen,4,2283.000000, 166.519419,  12.764962, 148.502765, 157.284221, 163.683805, 175.221587, 202.969099
"(81, 91]",dissolved_oxygen,4,5786.000000, 166.786371,  12.768357, 148.000048, 156.859182, 163.860522, 175.776247, 203.118336
"(91, 101]",dissolved_oxygen,4,1198.000000, 156.674032,   6.068696, 147.803053, 152.829157, 154.818970, 161.583400, 198.954748
"(-9, 1]",estimated_oxygen_concentration,4, 104.000000, 251.152076,   4.661150, 238.613998, 248.938004, 251.596497, 253.936253, 261.471985
"(1, 11]",estimated_oxygen_concentration,4,5209.000000, 252.051596,   6.207964, 237.350006, 248.625000, 251.914001, 255.768005, 280.476013
"(11, 21]",estimated_oxygen_concentration,4,4197.000000, 257.445151,  11.148998, 228.151993, 250.048004, 255.222000, 263.713013, 296.937012
"(21, 31]",estimated_oxygen_concentration,4,3694.000000, 260.826024,  17.585758, 202.526993, 250.101246, 261.130493, 273.180504, 310.927002
"(31, 41]",estimated_oxygen_concentration,4,3203.000000, 253.512076,  22.729810, 189.878998, 237.642502, 255.580002, 271.740997, 306.065002
"(41, 51]",estimated_oxygen_concentration,4,3059.000000, 242.434153,  22.824509, 190.533997, 226.228004, 240.063995, 262.218506, 290.192993
"(51, 61]",estimated_oxygen_concentration,4,2489.000000, 225.107831,  18.348911, 192.462006, 210.850998, 222.565002, 238.048996, 270.432007
"(61, 71]",estimated_oxygen_concentration,4,2337.000000, 216.894025,  17.888820, 188.457001, 202.751999, 213.113007, 228.779999, 262.389008
"(71, 81]",estimated_oxygen_concentration,4,2283.000000, 212.285254,  16.604534, 189.169006, 200.391998, 208.255997, 224.433495, 258.242004
"(81, 91]",estimated_oxygen_concentration,4,5786.000000, 212.708076,  16.348653, 188.550995, 199.796505, 208.936005, 224.197750, 259.042999
"(91, 101]",estimated_oxygen_concentration,4,1198.000000, 199.676116,   7.707860, 188.378998, 194.856995, 197.262497, 205.867256, 253.647003
"(-9, 1]",estimated_oxygen_saturation,4, 104.000000,  97.731664,   0.890027,  95.757004,  97.172001,  97.684002,  98.188747, 100.473000
"(1, 11]",estimated_oxygen_saturation,4,5209.000000,  98.071936,   1.311190,  92.612000,  97.207001,  97.896004,  98.728996, 105.026001
"(11, 21]",estimated_oxygen_saturation,4,4197.000000,  98.248948,   2.873575,  85.167000,  96.820999,  98.307999, 100.196999, 106.336998
"(21, 31]",estimated_oxygen_saturation,4,3694.000000,  93.991289,   6.166932,  71.681999,  90.466248,  95.504498,  98.482002, 104.403000
