common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,n_nans,n_fillvalues,n_grange,define_stdev,n_outliers,n_stats,mean,min,max,stdev
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 3, 4, 5, 6, 7]",Air Temperature,['ºC'],2015-04-09T17:30:08,2018-06-19T23:59:18,[-9999999.0],"[-50.0, 50.0]",1872676,0,0,0,8,0,1872676,11.6782,0.0,19.838,3.0594
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 3, 4, 5, 6, 7]",Barometric Pressure,['Pa'],2015-04-09T17:30:08,2018-06-19T23:59:18,[-9999999.0],"[87000.0, 108330.0]",936338,0,0,0,8,0,936338,101592.0559,97185.0,103631.9922,801.9412
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 3, 4, 5, 6, 7]",Downwelling Longwave Irradiance,['W m-2'],2015-04-09T17:30:08,2018-06-19T23:59:18,[-9999999.0],"[200.0, 500.0]",1872676,0,0,0,8,0,1872614,329.8251,224.4,407.4,37.3332
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 3, 4, 5, 6, 7]",Downwelling Shortwave Irradiance,['W m-2'],2015-04-09T17:30:08,2018-06-19T23:59:18,[-9999999.0],"[0.0, 1000.0]",1872676,0,0,0,8,0,1864840,147.1023,0.0,1000.0,234.3433
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 3, 4, 5, 6, 7]",Latent Heat Flux,['W m-2'],2015-04-10T08:19:55,2018-06-19T23:59:18,[-9999999.0],"[None, None]",936338,16413,0,no global ranges,8,102,919823,41.1688,-47.9544,324.4579,35.2668
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 3, 4, 5, 6, 7]",Mean Wind Velocity - Eastward Relative to True North,['m s-1'],2015-04-09T17:30:08,2018-06-19T23:59:18,[-9999999.0],"[None, None]",936338,7,0,no global ranges,8,0,936331,1.0389,-17.1604,16.5759,3.9039
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 3, 4, 5, 6, 7]",Mean Wind Velocity - Eastward relative to Magnetic North,['m s-1'],2015-04-09T17:30:08,2018-06-19T23:59:18,[-9999999.0],"[-33.0, 33.0]",936338,7,0,0,8,0,936331,0.9336,-18.1,15.79,4.2639
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 3, 4, 5, 6, 7]",Mean Wind Velocity - Northward Relative to True North,['m s-1'],2015-04-09T17:30:08,2018-06-19T23:59:18,[-9999999.0],"[None, None]",936338,7,0,no global ranges,8,0,936331,0.2404,-13.2538,21.2277,4.683
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 3, 4, 5, 6, 7]",Mean Wind Velocity - Northward relative to Magnetic North,['m s-1'],2015-04-09T17:30:08,2018-06-19T23:59:18,[-9999999.0],"[-33.0, 33.0]",936338,7,0,0,8,0,936331,0.5171,-12.31,20.86,4.3575
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 3, 4, 5, 6, 7]",Net Heat Flux,['W m-2'],2015-04-10T08:19:55,2018-06-19T23:59:18,[-9999999.0],"[None, None]",936338,16413,0,no global ranges,8,2,919923,-43.3963,-1226.5429,807.84,235.8367
