dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(19, 24]",CDOM Concentration,1,  56.000000,   1.460893,   0.136330,   1.181700,   1.363500,   1.454400,   1.545300,   1.727100
"(24, 29]",CDOM Concentration,1,5053.000000,   1.438210,   0.136917,   1.090800,   1.363500,   1.454400,   1.545300,   1.727100
"(29, 34]",CDOM Concentration,1,4867.000000,   1.417999,   0.136723,   1.090800,   1.272600,   1.363500,   1.545300,   1.727100
"(34, 39]",CDOM Concentration,1,5148.000000,   1.405913,   0.139990,   0.999900,   1.272600,   1.363500,   1.545300,   1.727100
"(39, 44]",CDOM Concentration,1,5368.000000,   1.397249,   0.134355,   1.090800,   1.272600,   1.363500,   1.545300,   1.727100
"(44, 49]",CDOM Concentration,1,5352.000000,   1.383609,   0.129355,   1.090800,   1.272600,   1.363500,   1.454400,   1.636200
"(49, 54]",CDOM Concentration,1,5387.000000,   1.375801,   0.125743,   1.090800,   1.272600,   1.363500,   1.454400,   1.636200
"(54, 59]",CDOM Concentration,1,5378.000000,   1.365511,   0.124683,   0.999900,   1.272600,   1.363500,   1.454400,   1.636200
"(59, 64]",CDOM Concentration,1,5272.000000,   1.358758,   0.122307,   0.999900,   1.272600,   1.363500,   1.454400,   1.636200
"(64, 69]",CDOM Concentration,1,5601.000000,   1.359605,   0.122461,   1.090800,   1.272600,   1.363500,   1.454400,   1.636200
"(69, 74]",CDOM Concentration,1, 811.000000,   1.293336,   0.109005,   0.999900,   1.272600,   1.272600,   1.363500,   1.545300
"(19, 24]",Chlorophyll-a Concentration,1,  56.000000,   1.408138,   0.375469,   0.822800,   1.146475,   1.355200,   1.690975,   2.286900
"(24, 29]",Chlorophyll-a Concentration,1,5053.000000,   1.111517,   0.411970,   0.242000,   0.822800,   1.052700,   1.367300,   2.541000
"(29, 34]",Chlorophyll-a Concentration,1,4841.000000,   1.036016,   0.407147,   0.229900,   0.762300,   1.004300,   1.282600,   2.311100
"(34, 39]",Chlorophyll-a Concentration,1,5100.000000,   0.978845,   0.391059,   0.217800,   0.710875,   0.943800,   1.210000,   2.250600
"(39, 44]",Chlorophyll-a Concentration,1,5347.000000,   0.904870,   0.378728,   0.205700,   0.629200,   0.883300,   1.137400,   2.226400
