dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(18, 23]",Practical Salinity,1,   0.000000,,,,,,,
"(23, 28]",Practical Salinity,1,250058.000000,  33.304952,   0.323503,  32.654601,  33.089143,  33.283585,  33.522107,  34.371030
"(28, 33]",Practical Salinity,1,61375.000000,  33.189062,   0.323417,  32.639632,  32.917399,  33.196057,  33.413717,  34.412197
"(33, 38]",Practical Salinity,1,71162.000000,  33.165785,   0.336742,  32.653914,  32.900923,  33.138009,  33.352858,  34.455648
"(38, 43]",Practical Salinity,1,63656.000000,  33.266327,   0.331227,  32.669778,  32.982462,  33.237112,  33.480769,  34.523028
"(43, 48]",Practical Salinity,1,58129.000000,  33.315781,   0.324390,  32.675676,  33.145798,  33.274503,  33.510406,  34.776578
"(48, 53]",Practical Salinity,1,50800.000000,  33.357748,   0.357618,  32.682444,  33.156037,  33.300617,  33.558590,  34.970656
"(53, 58]",Practical Salinity,1,46389.000000,  33.432458,   0.402661,  32.697704,  33.178613,  33.358653,  33.665670,  35.011753
"(58, 63]",Practical Salinity,1,48643.000000,  33.520860,   0.432824,  32.701371,  33.225807,  33.474468,  33.819049,  34.980753
"(63, 68]",Practical Salinity,1,185246.000000,  33.797520,   0.474478,  32.764673,  33.425850,  33.787024,  34.124489,  35.112856
"(68, 73]",Practical Salinity,1,159885.000000,  33.509321,   0.396123,  32.783958,  33.231690,  33.386442,  33.806390,  34.941199
"(18, 23]",Seawater Conductivity,1,   0.000000,,,,,,,
"(23, 28]",Seawater Conductivity,1,250067.000000,   3.633095,   0.319140,   3.198030,   3.314590,   3.630580,   3.878820,   4.427270
"(28, 33]",Seawater Conductivity,1,61375.000000,   3.497785,   0.290991,   3.190550,   3.283360,   3.348180,   3.743385,   4.444300
"(33, 38]",Seawater Conductivity,1,71162.000000,   3.464022,   0.282827,   3.186520,   3.272000,   3.324670,   3.623750,   4.453400
"(38, 43]",Seawater Conductivity,1,63657.000000,   3.498142,   0.290812,   3.199790,   3.290730,   3.335610,   3.684110,   4.488440
"(43, 48]",Seawater Conductivity,1,58130.000000,   3.521566,   0.302507,   3.200900,   3.292253,   3.349780,   3.751608,   4.565610
"(48, 53]",Seawater Conductivity,1,50800.000000,   3.558366,   0.322040,   3.205260,   3.301448,   3.369710,   3.827298,   4.639320
"(53, 58]",Seawater Conductivity,1,46390.000000,   3.605348,   0.333894,   3.211900,   3.316815,   3.481370,   3.893350,   4.667520
"(58, 63]",Seawater Conductivity,1,48643.000000,   3.644308,   0.341701,   3.212760,   3.331190,   3.548960,   3.938340,   4.620990
"(63, 68]",Seawater Conductivity,1,185247.000000,   3.819266,   0.342992,   3.236560,   3.489045,   3.880330,   4.115490,   4.719450
"(68, 73]",Seawater Conductivity,1,159885.000000,   3.522689,   0.251938,   3.245750,   3.329830,   3.447930,   3.623270,   4.421690
"(18, 23]",Seawater Density,1,   0.000000,,,,,,,
"(23, 28]",Seawater Density,1,250058.000000,1025.721799,   0.415207,1024.906026,1025.272120,1025.864959,1026.028786,1026.440367
"(28, 33]",Seawater Density,1,61375.000000,1025.879127,   0.351329,1024.951847,1025.744823,1025.971674,1026.107191,1026.474074
