dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(-1, 0]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",   0.000000,,,,,,,
"(0, 1]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10", 842.000000, 282.513359, 362.943766,   0.036526,   0.040867,  92.267171, 542.353936,1453.432044
"(1, 2]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",2561.000000, 229.308807, 305.997795,   0.036526,   0.038437,  39.349565, 410.880954,1374.217171
"(2, 3]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",2154.000000, 173.769220, 230.651953,   0.036526,   0.038437,  29.109170, 298.705410,1031.755822
"(3, 4]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",2075.000000, 135.253087, 183.714792,   0.036526,   0.038437,  23.179648, 217.245357, 849.345867
"(4, 5]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",2078.000000, 104.200614, 144.499923,   0.036526,   0.038437,  15.514469, 172.074341, 708.199327
"(5, 6]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",2013.000000,  82.767904, 117.367329,   0.036526,   0.038437,  13.076685, 135.564003, 555.204715
"(6, 7]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1954.000000,  68.227333,  97.729888,   0.036526,   0.038437,  12.042846, 111.019654, 472.676935
"(7, 8]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1956.000000,  56.171436,  82.931859,   0.036526,   0.038437,   9.286625,  95.069846, 402.738717
"(8, 9]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1916.000000,  47.396830,  70.636572,   0.036526,   0.038437,   7.356576,  79.445277, 366.432659
"(9, 10]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1914.000000,  39.613580,  60.683600,   0.036526,   0.038437,   5.379483,  66.334541, 300.684474
"(10, 11]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1877.000000,  34.444595,  53.758848,   0.036526,   0.038437,   3.992074,  56.146284, 263.897372
"(11, 12]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1881.000000,  30.123722,  47.621666,   0.036555,   0.038437,   3.557370,  47.078854, 230.132251
"(12, 13]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1827.000000,  25.244075,  40.891880,   0.036555,   0.038437,   2.412638,  39.324512, 200.045637
"(13, 14]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1830.000000,  22.420908,  36.098271,   0.036555,   0.038437,   2.311532,  35.237931, 170.719632
"(14, 15]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1809.000000,  19.338905,  31.132557,   0.036555,   0.038437,   1.654714,  30.544085, 152.129670
"(15, 16]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1806.000000,  16.898538,  27.461429,   0.036526,   0.038437,   1.492356,  25.969023, 135.672581
"(16, 17]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1798.000000,  14.662950,  24.407277,   0.036555,   0.038437,   1.182663,  21.791864, 123.639799
"(17, 18]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1761.000000,  12.928275,  21.885944,   0.036555,   0.036643,   0.909886,  18.720392, 117.464102
"(18, 19]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1746.000000,  11.777929,  19.617604,   0.036526,   0.038437,   0.846295,  17.530159, 101.212000
"(19, 20]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1720.000000,  10.430131,  17.657523,   0.036526,   0.038437,   0.661366,  15.336617,  96.310644
"(20, 21]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1672.000000,   9.367653,  15.952941,   0.036526,   0.036643,   0.551690,  13.614767,  85.823208
"(21, 22]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1622.000000,   8.548868,  14.482569,   0.036526,   0.036555,   0.521626,  12.662324,  72.020697
"(22, 23]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1682.000000,   7.585732,  13.149129,   0.036526,   0.036643,   0.399847,  10.648110,  75.928681
"(23, 24]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1646.000000,   6.841582,  11.837344,   0.036526,   0.036643,   0.355599,   9.870174,  61.659858
"(24, 25]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1693.000000,   6.010248,  10.641049,   0.036526,   0.036643,   0.331802,   7.343877,  55.743171
"(25, 26]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1632.000000,   5.706936,   9.943620,   0.036526,   0.036555,   0.312144,   8.090254,  54.638535
"(26, 27]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1688.000000,   5.134002,   8.907003,   0.036526,   0.036643,   0.312144,   7.191234,  52.368565
"(27, 28]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1602.000000,   4.672968,   8.341328,   0.036526,   0.036555,   0.312144,   6.214369,  44.620008
"(28, 29]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1465.000000,   4.532162,   7.912349,   0.036526,   0.036555,   0.311821,   6.376849,  42.834794
"(29, 30]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1459.000000,   4.135427,   7.309948,   0.036526,   0.036555,   0.201009,   5.697248,  37.234736
"(30, 31]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1424.000000,   3.776679,   6.697747,   0.036526,   0.036555,   0.196245,   5.058627,  35.403227
"(31, 32]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1433.000000,   3.454437,   6.138179,   0.036526,   0.036555,   0.173336,   4.490070,  33.715751
"(32, 33]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1413.000000,   3.251650,   5.720489,   0.036526,   0.036555,   0.168547,   4.505076,  30.116633
"(33, 34]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1412.000000,   2.902736,   5.249498,   0.036526,   0.036555,   0.108429,   3.726488,  27.978056
"(34, 35]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1392.000000,   2.692484,   4.870520,   0.036526,   0.036555,   0.103593,   3.419905,  28.090280
"(35, 36]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1415.000000,   2.468266,   4.481515,   0.036526,   0.036555,   0.098101,   3.075264,  24.693096
"(36, 37]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1402.000000,   2.272642,   4.185011,   0.036526,   0.036555,   0.067990,   2.731464,  23.800227
"(37, 38]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1396.000000,   2.033246,   3.851320,   0.036526,   0.036555,   0.052684,   2.261510,  22.431118
"(38, 39]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1374.000000,   1.924183,   3.604168,   0.036526,   0.036555,   0.040867,   2.201798,  20.408999
"(39, 40]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1352.000000,   1.792093,   3.387512,   0.036526,   0.036555,   0.040867,   2.090932,  19.381896
"(40, 41]",Photosynthetically Active Radiation,"3, 4, 5, 6, 7, 8, 9, 10",1372.000000,   1.586105,   3.009654,   0.036526,   0.036555,   0.040867,   1.823569,  18.819221
