dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(-1, 0]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",   0.000000,,,,,,,
"(0, 1]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",8584.000000,  32.056608,   2.302536,   3.827300,  31.982201,  32.296902,  32.810600,  33.494900
"(1, 2]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",45682.000000,  32.364500,   0.702352,  28.806499,  32.021400,  32.500599,  32.847900,  33.509499
"(2, 3]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",39239.000000,  32.370058,   0.680134,  29.381201,  32.027950,  32.499298,  32.845749,  33.509800
"(3, 4]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",38075.000000,  32.380015,   0.669409,  29.383900,  32.022251,  32.498798,  32.853699,  33.509602
"(4, 5]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",37568.000000,  32.396350,   0.642512,  29.383101,  32.028702,  32.498600,  32.857498,  33.509800
"(5, 6]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",36939.000000,  32.413067,   0.624372,  29.430500,  32.038101,  32.497601,  32.866650,  33.509800
"(6, 7]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",35903.000000,  32.445944,   0.597178,  29.461100,  32.051498,  32.513500,  32.876900,  33.509899
"(7, 8]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",35667.000000,  32.468040,   0.570211,  29.656300,  32.066250,  32.522202,  32.899799,  33.509602
"(8, 9]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",35247.000000,  32.496164,   0.544865,  30.257700,  32.098400,  32.536400,  32.920101,  33.509602
"(9, 10]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",35032.000000,  32.521185,   0.532086,  30.550800,  32.115600,  32.542000,  32.946098,  33.509499
"(10, 11]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",34570.000000,  32.544892,   0.517031,  30.760201,  32.123125,  32.540150,  32.961775,  33.509800
"(11, 12]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",34268.000000,  32.572214,   0.508644,  30.917101,  32.134499,  32.545000,  32.997126,  33.519901
"(12, 13]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",33856.000000,  32.592607,   0.504835,  30.942499,  32.147350,  32.549099,  33.026600,  33.537601
"(13, 14]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",33489.000000,  32.607069,   0.505260,  31.131500,  32.150600,  32.549400,  33.045101,  33.549099
"(14, 15]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",33172.000000,  32.628010,   0.505558,  31.131901,  32.176076,  32.558701,  33.070599,  33.558899
"(15, 16]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",33232.000000,  32.643852,   0.506533,  31.264299,  32.186773,  32.572701,  33.086800,  33.587002
"(16, 17]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",33089.000000,  32.661538,   0.504672,  31.336399,  32.231300,  32.578800,  33.105598,  33.635300
"(17, 18]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",32258.000000,  32.686890,   0.508987,  31.357901,  32.253201,  32.605900,  33.142399,  33.628300
