dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(0, 1]",Practical Salinity,2,1213.000000,  31.394317,   2.630398,   4.183100,  31.469299,  31.767200,  31.999701,  32.066200
"(1, 2]",Practical Salinity,2,9055.000000,  31.702640,   0.299885,  30.940800,  31.473600,  31.762300,  31.993000,  32.066200
"(2, 3]",Practical Salinity,2,8364.000000,  31.708790,   0.302258,  30.945200,  31.514900,  31.765800,  31.999500,  32.066299
"(3, 4]",Practical Salinity,2,8207.000000,  31.692491,   0.299377,  30.955500,  31.470200,  31.761400,  31.980350,  32.066502
"(4, 5]",Practical Salinity,2,8081.000000,  31.700314,   0.291247,  30.996901,  31.469801,  31.761400,  31.980801,  32.066299
"(5, 6]",Practical Salinity,2,7728.000000,  31.716381,   0.276514,  31.107500,  31.519800,  31.762501,  31.984225,  32.066399
"(6, 7]",Practical Salinity,2,8096.000000,  31.712422,   0.276047,  31.102699,  31.507200,  31.761499,  31.983801,  32.067001
"(7, 8]",Practical Salinity,2,7818.000000,  31.725575,   0.266947,  31.102900,  31.539525,  31.762300,  31.983551,  32.067299
"(8, 9]",Practical Salinity,2,7710.000000,  31.733649,   0.262684,  31.105600,  31.540899,  31.762501,  31.990101,  32.067101
"(9, 10]",Practical Salinity,2,7870.000000,  31.728561,   0.268953,  31.114300,  31.525876,  31.762199,  32.002151,  32.067200
"(10, 11]",Practical Salinity,2,7652.000000,  31.749745,   0.261913,  31.117500,  31.543301,  31.763250,  32.008301,  32.067402
"(11, 12]",Practical Salinity,2,7539.000000,  31.745823,   0.267012,  31.117599,  31.525101,  31.763399,  32.009050,  32.072701
"(12, 13]",Practical Salinity,2,7429.000000,  31.765421,   0.253674,  31.128000,  31.546400,  31.773899,  32.012901,  32.072800
"(13, 14]",Practical Salinity,2,7434.000000,  31.775652,   0.250429,  31.138500,  31.563674,  31.793301,  32.022651,  32.073002
"(14, 15]",Practical Salinity,2,7354.000000,  31.784280,   0.241177,  31.172100,  31.605450,  31.793400,  32.026600,  32.075600
"(15, 16]",Practical Salinity,2,7206.000000,  31.798244,   0.238022,  31.188801,  31.628600,  31.810900,  32.033100,  32.127399
"(16, 17]",Practical Salinity,2,7258.000000,  31.804040,   0.230804,  31.204500,  31.642175,  31.805799,  32.031200,  32.157398
"(17, 18]",Practical Salinity,2,7265.000000,  31.812387,   0.227993,  31.214300,  31.688999,  31.813499,  32.033901,  32.191101
"(18, 19]",Practical Salinity,2,7211.000000,  31.825892,   0.218960,  31.220800,  31.717250,  31.823999,  32.034599,  32.202702
"(19, 20]",Practical Salinity,2,7232.000000,  31.840490,   0.215445,  31.278900,  31.752775,  31.865000,  32.037127,  32.208801
"(20, 21]",Practical Salinity,2,7260.000000,  31.847406,   0.208862,  31.335501,  31.748400,  31.864401,  32.039799,  32.215500
