dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(0, 1]",DO,"3, 4, 5, 6, 7, 8, 9, 10", 461.000000, 298.319473,  46.432062, 186.542999, 268.761993, 306.263000, 335.342010, 391.105011
"(1, 2]",DO,"3, 4, 5, 6, 7, 8, 9, 10",2651.000000, 285.538836,  48.747602, 164.778000, 244.654495, 295.045013, 326.045502, 384.385010
"(2, 3]",DO,"3, 4, 5, 6, 7, 8, 9, 10",2272.000000, 282.246356,  51.361745, 155.498993, 238.820755, 292.799500, 326.643501, 373.190002
"(3, 4]",DO,"3, 4, 5, 6, 7, 8, 9, 10",2159.000000, 277.539063,  53.570404, 147.561005, 231.783997, 284.614990, 323.800995, 367.122009
"(4, 5]",DO,"3, 4, 5, 6, 7, 8, 9, 10",2169.000000, 274.698885,  55.561455, 142.225998, 227.223007, 281.161987, 322.391998, 362.420013
"(5, 6]",DO,"3, 4, 5, 6, 7, 8, 9, 10",2123.000000, 271.061693,  57.909208, 138.304001, 221.613998, 273.656006, 321.985001, 362.027008
"(6, 7]",DO,"3, 4, 5, 6, 7, 8, 9, 10",2045.000000, 266.228490,  59.311270, 133.171005, 216.222000, 265.667999, 319.122986, 364.973999
"(7, 8]",DO,"3, 4, 5, 6, 7, 8, 9, 10",2057.000000, 262.837983,  61.017024, 127.834999, 210.729996, 261.401001, 317.178986, 366.424011
"(8, 9]",DO,"3, 4, 5, 6, 7, 8, 9, 10",2004.000000, 258.195186,  62.422885, 123.575996, 204.920502, 253.015503, 315.115013, 366.914001
"(9, 10]",DO,"3, 4, 5, 6, 7, 8, 9, 10",2036.000000, 256.742221,  66.158613, 121.391998, 199.872494, 252.378998, 316.042747, 366.373993
"(10, 11]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1975.000000, 250.905621,  65.541956, 118.859001, 194.354996, 239.962997, 313.242004, 365.121002
"(11, 12]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1954.000000, 247.544006,  67.364729, 114.877998, 189.236248, 234.241005, 312.785492, 359.869995
"(12, 13]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1940.000000, 244.491095,  68.341347, 107.442001, 185.399002, 231.735497, 311.592995, 359.778015
"(13, 14]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1908.000000, 242.144488,  69.492879, 109.509003, 181.318501, 228.777496, 310.656509, 359.614014
"(14, 15]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1892.000000, 238.659375,  70.348436, 101.680000, 176.281254, 225.914497, 309.628746, 359.678009
"(15, 16]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1881.000000, 235.432744,  71.101309,  96.021004, 171.936005, 221.865997, 307.768005, 359.636993
"(16, 17]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1937.000000, 236.816683,  74.282229,  91.491997, 168.791000, 222.528000, 307.977997, 360.178009
"(17, 18]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1826.000000, 229.001340,  72.364268,  89.056000, 162.517502, 216.422501, 304.141998, 354.334991
"(18, 19]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1825.000000, 226.110966,  73.691372,  84.875999, 159.651001, 215.138000, 303.493988, 353.539001
"(19, 20]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1787.000000, 223.756249,  74.136844,  88.572998, 155.836998, 214.261993, 302.054001, 352.481995
"(20, 21]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1758.000000, 219.883861,  74.027254,  78.766998, 152.485001, 212.429001, 298.905510, 351.272003
"(21, 22]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1747.000000, 219.302219,  75.679862,  75.342003, 149.961502, 212.291000, 300.393997, 351.044006
"(22, 23]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1748.000000, 215.698523,  76.027200,  72.200996, 146.487247, 204.355499, 298.118507, 350.299988
"(23, 24]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1723.000000, 213.001095,  76.466506,  69.214996, 143.299004, 202.464005, 295.018509, 349.632996
"(24, 25]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1950.000000, 210.684353,  72.041099,  66.969002, 147.237000, 212.162498, 286.324997, 348.812988
"(25, 26]",DO,"3, 4, 5, 6, 7, 8, 9, 10",1754.000000, 207.334829,  77.474123,  63.608002, 137.506252, 188.570999, 291.352493, 347.561005
