dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(0, 1]",DO,2,  71.000000, 319.806127,  11.174286, 300.200989, 311.668503, 317.123993, 327.406494, 353.109009
"(1, 2]",DO,2, 557.000000, 318.890331,  12.137741, 293.153015, 309.854004, 316.230988, 326.962006, 352.912994
"(2, 3]",DO,2, 527.000000, 317.750262,  11.715456, 291.358002, 308.477005, 316.022003, 323.969009, 352.299011
"(3, 4]",DO,2, 513.000000, 315.693444,  11.664148, 287.951996, 306.826996, 314.167999, 322.587006, 350.747986
"(4, 5]",DO,2, 501.000000, 314.788552,  11.319285, 290.683990, 305.931000, 313.114014, 321.395996, 347.567993
"(5, 6]",DO,2, 481.000000, 312.591137,  11.083650, 284.252991, 304.299011, 311.024994, 319.959015, 345.157990
"(6, 7]",DO,2, 501.000000, 311.148345,  11.088604, 286.860992, 302.726013, 309.571991, 319.207001, 343.226990
"(7, 8]",DO,2, 484.000000, 309.505182,  11.178963, 281.558014, 301.078255, 308.578506, 317.992989, 339.976013
"(8, 9]",DO,2, 479.000000, 307.096263,  11.102526, 279.936005, 298.965500, 306.423004, 316.286499, 337.367004
"(9, 10]",DO,2, 493.000000, 305.113925,  11.175666, 277.493988, 296.976013, 304.515015, 314.678009, 328.510010
"(10, 11]",DO,2, 475.000000, 303.234244,  11.440179, 274.096008, 294.951996, 302.871002, 312.506500, 331.632996
"(11, 12]",DO,2, 471.000000, 300.457897,  11.830572, 271.806000, 291.625000, 299.618988, 310.066498, 327.709015
"(12, 13]",DO,2, 463.000000, 298.578356,  12.108296, 269.341003, 289.720001, 298.321014, 308.759003, 325.674988
"(13, 14]",DO,2, 455.000000, 296.461242,  12.893434, 266.653992, 287.372498, 295.437012, 306.979996, 324.151001
"(14, 15]",DO,2, 460.000000, 293.432876,  13.111852, 263.864990, 283.710754, 292.099991, 303.714996, 322.845001
"(15, 16]",DO,2, 451.000000, 291.813284,  13.969857, 261.523010, 280.963989, 290.890015, 302.326004, 321.670990
"(16, 17]",DO,2, 447.000000, 288.106336,  13.813763, 258.122986, 278.192505, 286.321991, 298.322495, 320.246002
"(17, 18]",DO,2, 456.000000, 286.034321,  15.067610, 254.895004, 274.620255, 284.362503, 296.909988, 319.092987
"(18, 19]",DO,2, 453.000000, 283.041870,  14.847771, 252.227005, 271.647003, 281.917999, 293.679993, 317.595001
"(19, 20]",DO,2, 438.000000, 280.168071,  15.886915, 248.464996, 268.151749, 278.306503, 291.037498, 315.364990
"(20, 21]",DO,2, 458.000000, 277.256345,  15.951824, 244.873001, 264.963753, 275.730499, 287.762001, 313.126007
"(21, 22]",DO,2, 442.000000, 274.285493,  16.406811, 241.514999, 261.312012, 272.268005, 284.794739, 311.703003
"(22, 23]",DO,2, 437.000000, 271.847549,  16.971131, 233.279007, 258.609985, 269.980011, 281.963989, 312.164001
"(23, 24]",DO,2, 432.000000, 268.181696,  17.256012, 228.255997, 254.524002, 265.417496, 278.404999, 311.665009
"(24, 25]",DO,2, 438.000000, 265.130990,  17.797094, 222.063995, 251.468498, 262.309998, 275.888496, 311.131012
"(25, 26]",DO,2, 425.000000, 262.250933,  18.160467, 218.242996, 248.177002, 258.739014, 272.865997, 310.592987
"(26, 27]",DO,2, 418.000000, 258.869665,  18.260649, 214.667007, 244.896000, 255.032494, 270.150261, 309.744995
"(27, 28]",DO,2, 430.000000, 255.858572,  18.718293, 211.255005, 241.589497, 251.923996, 267.401489, 309.182007
"(28, 29]",DO,2, 411.000000, 252.101381,  18.461006, 208.604996, 238.630997, 247.770004, 263.512009, 308.475006
"(29, 30]",DO,2, 416.000000, 249.409269,  18.987577, 205.817993, 235.741249, 244.377495, 260.850998, 307.666992
"(30, 31]",DO,2, 413.000000, 246.141542,  19.015906, 203.477997, 232.862000, 240.315002, 257.109009, 306.562012
"(31, 32]",DO,2, 403.000000, 242.696385,  18.630340, 209.880997, 229.566498, 237.014999, 253.670998, 305.479004
"(32, 33]",DO,2, 400.000000, 239.485983,  19.094472, 200.158997, 226.132000, 233.709503, 250.068001, 304.566010
"(33, 34]",DO,2, 449.000000, 243.778241,  27.390653, 197.731003, 224.470001, 235.787994, 253.425003, 303.987000
"(34, 35]",DO,2, 399.000000, 233.218845,  18.723548, 200.994995, 220.545502, 227.570007, 243.188499, 301.731995
"(35, 36]",DO,2, 392.000000, 229.758635,  19.415887, 193.460999, 217.629501, 224.379494, 239.160503, 300.334015
"(36, 37]",DO,2, 390.000000, 226.912187,  18.739327, 191.393005, 215.392750, 222.069000, 235.882244, 298.755005
"(37, 38]",DO,2, 397.000000, 223.911136,  18.528047, 189.291000, 212.718994, 219.039001, 232.192993, 296.860992
"(38, 39]",DO,2, 396.000000, 220.391642,  17.999987, 185.860001, 209.602497, 216.035004, 228.045998, 294.436005
"(39, 40]",DO,2, 394.000000, 217.712536,  19.142526, 178.843994, 206.640003, 212.994003, 225.535999, 292.730011
"(40, 41]",DO,2, 390.000000, 214.135725,  17.282487, 175.042999, 204.627251, 209.877495, 223.397503, 289.531006
"(41, 42]",DO,2, 382.000000, 212.778995,  18.361712, 171.039993, 202.521500, 208.255501, 221.389252, 287.596008
"(42, 43]",DO,2, 373.000000, 208.590014,  17.153725, 164.703995, 199.223007, 205.496994, 216.738998, 283.037994
"(43, 44]",DO,2, 361.000000, 205.800986,  16.479158, 158.320999, 197.149994, 203.367004, 213.585007, 278.869995
"(44, 45]",DO,2, 361.000000, 203.453418,  16.267560, 155.942993, 194.748001, 201.550003, 210.970993, 275.216003
"(45, 46]",DO,2, 367.000000, 200.364853,  15.974238, 155.391006, 191.681000, 199.253006, 207.216499, 270.220001
"(46, 47]",DO,2, 357.000000, 197.656493,  15.072709, 154.904999, 189.630005, 196.951004, 204.091995, 264.748993
"(47, 48]",DO,2, 347.000000, 195.333876,  14.952248, 154.311996, 187.513000, 194.949005, 202.066498, 260.243011
"(48, 49]",DO,2, 409.000000, 195.827824,  14.951484, 153.959000, 186.451996, 194.563004, 204.957993, 254.526001
"(49, 50]",DO,2, 341.000000, 190.147423,  13.972598, 153.283005, 182.399002, 191.005997, 195.264999, 251.862000
"(50, 51]",DO,2, 344.000000, 187.352680,  13.498706, 152.932007, 179.149498, 188.343498, 193.345253, 248.054001
"(51, 52]",DO,2, 346.000000, 185.239437,  13.349247, 152.628998, 177.334244, 185.517502, 191.803501, 244.227005
"(52, 53]",DO,2, 331.000000, 183.794559,  13.292572, 151.459000, 175.538506, 184.291000, 190.934006, 240.397003
