common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,press_min_max,n_excluded_forpress,n_nans,n_fillvalues,n_grange,define_stdev,n_outliers,n_stats,mean,min,max,stdev,note
science_data_stream,"['recovered_inst-ctdmo_ghqr_instrument_recovered', 'telemetered-ctdmo_ghqr_sio_mule_instrument']","[1, 3, 4, 5]",Practical Salinity,['1'],2013-07-21T23:30:01,2018-07-26T15:45:01,[-9999999.0],"[0.0, 42.0]",141950,"[22.45, 43.32]",36220,0,0,0,,,105730,32.5645,30.1713,33.98,0.1448,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
science_data_stream,"['recovered_inst-ctdmo_ghqr_instrument_recovered', 'telemetered-ctdmo_ghqr_sio_mule_instrument']","[1, 3, 4, 5]",Seawater Conductivity,['S m-1'],2013-07-21T23:30:01,2018-07-26T15:45:01,[-9999999.0],"[0.0, 6.0]",141950,"[22.45, 43.32]",36220,0,0,0,,,105730,3.4012,3.1794,4.0352,0.1768,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
science_data_stream,"['recovered_inst-ctdmo_ghqr_instrument_recovered', 'telemetered-ctdmo_ghqr_sio_mule_instrument']","[1, 3, 4, 5]",Seawater Density,['kg m-3'],2013-07-21T23:30:01,2018-07-26T15:45:01,[-9999999.0],"[1000.0, 1100.0]",141950,"[22.45, 43.32]",36220,0,0,0,,,105730,1025.5094,1022.8618,1026.6097,0.3869,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
science_data_stream,"['recovered_inst-ctdmo_ghqr_instrument_recovered', 'telemetered-ctdmo_ghqr_sio_mule_instrument']","[1, 3, 4, 5]",Seawater Pressure,['dbar'],2013-07-21T23:30:01,2018-07-26T15:45:01,[-9999.0],"[0.0, 6000.0]",141950,"[22.45, 43.32]",36220,0,0,0,,,105730,37.9695,22.9758,43.3199,4.1751,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
science_data_stream,"['recovered_inst-ctdmo_ghqr_instrument_recovered', 'telemetered-ctdmo_ghqr_sio_mule_instrument']","[1, 3, 4, 5]",Seawater Temperature,['ºC'],2013-07-21T23:30:01,2018-07-26T15:45:01,[-9999999.0],"[-2.0, 40.0]",141950,"[22.45, 43.32]",36220,0,0,0,,,105730,8.053,5.4763,15.2991,2.0534,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
