dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(7, 17]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8",  12.000000,  35.555556,   0.000349,  35.554968,  35.555269,  35.555676,  35.555819,  35.555975
"(17, 27]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8",609133.000000,  34.983035,   0.652429,  32.809580,  34.553841,  35.059172,  35.440836,  36.547111
"(27, 37]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8",835868.000000,  34.959981,   0.672528,  32.811195,  34.457468,  34.985995,  35.441116,  36.558761
"(37, 47]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8",250501.000000,  35.278926,   0.640608,  33.027403,  34.886705,  35.380541,  35.724641,  36.558799
"(47, 57]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8",506856.000000,  35.443173,   0.455797,  33.310391,  35.228061,  35.530596,  35.740092,  36.555889
"(57, 67]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8",748761.000000,  35.510970,   0.369618,  33.516431,  35.338872,  35.573436,  35.746970,  36.545455
"(67, 77]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8",239935.000000,  35.522148,   0.427194,  33.752234,  35.299502,  35.588920,  35.770054,  36.539444
"(77, 87]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8",232204.000000,  35.586978,   0.353363,  34.138025,  35.417898,  35.625481,  35.792547,  36.535943
"(87, 97]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8",226562.000000,  35.638916,   0.299569,  34.295715,  35.489312,  35.658840,  35.807863,  36.532801
"(97, 107]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8",225276.000000,  35.675723,   0.251601,  34.493775,  35.543433,  35.678321,  35.817114,  36.517834
"(107, 117]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8",225551.000000,  35.693202,   0.217207,  34.660494,  35.569592,  35.686951,  35.821397,  36.478788
