dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(7, 17]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",  12.000000, 206.293299,   0.051175, 206.199792, 206.252194, 206.300738, 206.315533, 206.374452
"(17, 27]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",609910.000000, 236.693270,  20.045563, 159.097377, 222.249536, 235.711041, 250.553844, 298.724200
"(27, 37]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",834972.000000, 232.409911,  19.378941, 157.515095, 217.575392, 232.677614, 245.367455, 298.711327
"(37, 47]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",250715.000000, 224.132639,  20.225337, 147.736560, 211.641286, 224.772658, 237.287797, 289.342839
"(47, 57]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",506871.000000, 218.553129,  18.999478, 143.097352, 211.211399, 218.890933, 230.629636, 286.524972
"(57, 67]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",748815.000000, 210.587916,  22.720132, 138.354226, 199.960874, 214.196242, 224.752325, 277.407653
"(67, 77]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",239699.000000, 193.726038,  29.286240, 136.316370, 168.188345, 189.692674, 220.749496, 271.461639
"(77, 87]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",232295.000000, 188.857078,  29.273642, 130.698915, 163.155457, 184.290381, 217.101747, 261.398981
"(87, 97]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",226562.000000, 185.076238,  29.082748, 130.101914, 158.747995, 180.270570, 212.655933, 251.639115
"(97, 107]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",225370.000000, 181.965590,  28.455039, 132.096999, 156.066889, 178.124901, 206.869164, 244.243858
"(107, 117]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",225462.000000, 179.654215,  27.602894, 132.572288, 154.804473, 176.436369, 201.004760, 240.465526
"(117, 127]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",224773.000000, 177.861573,  26.969671, 131.669442, 153.447842, 175.247435, 197.068504, 238.614444
"(127, 137]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",222505.000000, 176.693914,  26.353400, 130.506407, 152.893723, 174.174894, 195.454653, 236.380293
"(137, 147]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",219686.000000, 174.896896,  25.860031, 132.823835, 151.822166, 171.174581, 193.561733, 234.887199
"(147, 157]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",220485.000000, 172.971641,  25.786044, 130.648109, 150.330914, 167.810913, 191.249647, 233.284360
"(157, 167]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 4, 5, 6, 7, 8",224704.000000, 170.344947,  25.614274, 129.606083, 148.482979, 163.924616, 187.731054, 232.600900
