common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,n_nans,n_fillvalues,n_grange,define_stdev,n_outliers,n_stats,mean,min,max,stdev
phsen_abcdef_instrument,"['recovered_host-phsen_abcdef_dcl_instrument_recovered', 'recovered_inst-phsen_abcdef_instrument']","[1, 4, 5, 6, 8]",Thermistor Temperature at End of Measurement,['V'],2014-08-06T01:02:15,2018-04-01T08:58:31,[-9999999.0],"[None, None]",7370,0,0,no global ranges,,,7370,11.7465,7.448,14.3595,1.5263
phsen_abcdef_instrument,"['recovered_host-phsen_abcdef_dcl_instrument_recovered', 'recovered_inst-phsen_abcdef_instrument']","[4, 5, 6]",pH,['1'],2015-10-08T19:30:33,2017-02-05T23:59:59,[-9999999.0],"[7.3, 8.5]",7370,0,654,0,,,6710,8.0468,7.857,8.2003,0.0348
