common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,n_nans,n_fillvalues,n_grange,define_stdev,n_outliers,n_stats,mean,min,max,stdev
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Air Temperature,['ºC'],2014-09-10T18:50:41,2017-10-11T23:59:54,[-9999999.0],"[-50.0, 50.0]",1469818,0,0,0,8,0,1469818,5.3578,-8.039,12.183,3.1007
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Barometric Pressure,['Pa'],2014-09-10T18:50:41,2017-10-11T23:59:54,[-9999999.0],"[87000.0, 108330.0]",885285,0,0,0,8,0,885285,100127.1214,94144.0,103866.0,1365.6739
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Downwelling Longwave Irradiance,['W m-2'],2014-09-10T18:50:41,2017-10-11T23:59:54,[-9999999.0],"[200.0, 500.0]",1469818,0,0,0,8,0,1469095,304.7972,200.0,415.3,36.9111
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Downwelling Shortwave Irradiance,['W m-2'],2014-09-10T18:50:41,2017-10-11T23:59:54,[-9999999.0],"[0.0, 1000.0]",1469818,0,0,0,8,0,1454186,77.5654,0.0,998.7,140.6594
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Latent Heat Flux,['W m-2'],2014-09-11T02:38:01,2017-10-11T23:59:54,[-9999999.0],"[None, None]",885285,4186,300756,no global ranges,8,6,580337,45.5457,-33.657,375.7041,41.8299
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Mean Wind Velocity - Eastward Relative to True North,['m s-1'],2014-09-10T18:50:41,2017-10-11T23:59:54,[-9999999.0],"[None, None]",885285,0,0,no global ranges,8,0,885285,1.6303,-17.7294,26.8857,5.6806
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Mean Wind Velocity - Eastward relative to Magnetic North,['m s-1'],2014-09-10T18:50:41,2017-10-11T23:59:54,[-9999999.0],"[-33.0, 33.0]",885285,0,0,0,8,0,885285,1.2062,-18.62,28.46,6.05
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Mean Wind Velocity - Northward Relative to True North,['m s-1'],2014-09-10T18:50:41,2017-10-11T23:59:54,[-9999999.0],"[None, None]",885285,0,0,no global ranges,8,0,885285,-0.9235,-24.4816,18.5304,5.4431
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Mean Wind Velocity - Northward relative to Magnetic North,['m s-1'],2014-09-10T18:50:41,2017-10-11T23:59:54,[-9999999.0],"[-33.0, 33.0]",885285,0,0,0,8,0,885285,-1.4356,-23.23,18.94,5.0288
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Net Heat Flux,['W m-2'],2014-09-11T02:38:01,2017-10-11T23:59:54,[-9999999.0],"[None, None]",885285,4186,300756,no global ranges,8,28,580315,51.0675,-990.2832,1414.2056,163.7011
