common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,n_nans,n_fillvalues,n_grange,define_stdev,n_outliers,n_stats,mean,min,max,stdev
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Air Temperature,['ºC'],2014-09-10T18:50:25,2017-10-11T23:58:56,[-9999999.0],"[-50.0, 50.0]",1369610,0,0,0,8,0,1369610,5.0823,-8.059,12.304,3.298
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Barometric Pressure,['Pa'],2014-09-10T18:50:25,2017-10-11T23:58:56,[-9999999.0],"[87000.0, 108330.0]",787097,0,0,0,8,0,787097,100043.9235,94151.0,103473.0,1383.0351
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Downwelling Longwave Irradiance,['W m-2'],2014-09-10T18:50:25,2017-10-11T23:58:56,[-9999999.0],"[200.0, 500.0]",1369610,0,0,0,8,0,1369060,302.0758,200.0,366.9,38.2963
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Downwelling Shortwave Irradiance,['W m-2'],2014-09-10T18:50:25,2017-10-11T23:58:56,[-9999999.0],"[0.0, 1000.0]",1369610,0,0,0,8,0,1335590,67.7803,0.0,997.8,130.4536
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Latent Heat Flux,['W m-2'],2014-09-11T02:38:00,2017-10-11T23:58:56,[-9999999.0],"[None, None]",787097,3795,204584,no global ranges,8,7,578711,49.4378,-38.325,402.9699,47.4236
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Mean Wind Velocity - Eastward Relative to True North,['m s-1'],2014-09-10T18:50:25,2017-10-11T23:58:56,[-9999999.0],"[None, None]",787097,0,0,no global ranges,8,0,787097,2.1822,-19.3818,27.6403,5.8368
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Mean Wind Velocity - Eastward relative to Magnetic North,['m s-1'],2014-09-10T18:50:25,2017-10-11T23:58:56,[-9999999.0],"[-33.0, 33.0]",787097,0,0,0,8,0,787097,1.9493,-20.14,28.18,6.2379
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Mean Wind Velocity - Northward Relative to True North,['m s-1'],2014-09-10T18:50:25,2017-10-11T23:58:56,[-9999999.0],"[None, None]",787097,0,0,no global ranges,8,0,787097,-0.2722,-22.7039,21.5292,5.5984
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Mean Wind Velocity - Northward relative to Magnetic North,['m s-1'],2014-09-10T18:50:25,2017-10-11T23:58:56,[-9999999.0],"[-33.0, 33.0]",787097,0,0,0,8,0,787097,-1.0206,-23.17,17.57,5.1472
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4]",Net Heat Flux,['W m-2'],2014-09-11T02:38:00,2017-10-11T23:58:56,[-9999999.0],"[None, None]",787097,3795,204584,no global ranges,8,14,578704,62.035,-1020.6496,7736.004,169.7285
