deployment,preferred_method,stream,variable,units,fill_value,n_all,n_outliers,n_nans,n_fillvalues,n_stats,percent_valid_data,mean,min,max,stdev
deployment0001,recovered_inst,ctdmo_ghqr_instrument_recovered,practical_salinity,1,-9999999.0,31493,45,0,0,31448,99.86,32.454,32.1363,32.7849,0.0631
deployment0001,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_conductivity,S m-1,-9999999.0,31493,0,0,0,31493,100.0,3.4425,3.1237,3.863,0.1095
deployment0001,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_temperature,ºC,-9999999.0,31493,0,0,0,31493,100.0,8.6498,4.5811,13.4104,1.2786
deployment0001,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_pressure,dbar,-9999.0,31493,5,0,0,31488,99.98,46.0269,42.0309,51.8047,1.4127
deployment0001,recovered_inst,ctdmo_ghqr_instrument_recovered,density,kg m-3,-9999999.0,31493,2,0,0,31491,99.99,1025.3847,1024.2816,1026.2894,0.2281
deployment0002,recovered_inst,ctdmo_ghqr_instrument_recovered,practical_salinity,1,-9999999.0,33864,68,0,0,33796,99.8,32.461,30.6311,33.4541,0.0993
deployment0002,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_conductivity,S m-1,-9999999.0,33864,68,0,0,33796,99.8,3.4793,3.2175,4.0464,0.1392
deployment0002,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_temperature,ºC,-9999999.0,33864,7,0,0,33857,99.98,9.0646,5.0666,16.6336,1.6263
deployment0002,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_pressure,dbar,-9999.0,33864,96,0,0,33768,99.72,41.5466,29.1134,50.7171,1.4989
deployment0002,recovered_inst,ctdmo_ghqr_instrument_recovered,density,kg m-3,-9999999.0,33864,68,0,0,33796,99.8,1025.3013,1023.5861,1027.0239,0.3208
deployment0003,recovered_inst,ctdmo_ghqr_instrument_recovered,practical_salinity,1,-9999999.0,37234,11,0,0,37223,99.97,32.055,31.021,33.0696,0.0789
deployment0003,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_conductivity,S m-1,-9999999.0,37234,11,0,0,37223,99.97,3.285,3.193,3.6771,0.0737
deployment0003,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_temperature,ºC,-9999999.0,37234,7,0,0,37227,99.98,7.2595,5.1637,11.7736,0.9022
deployment0003,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_pressure,dbar,-9999.0,37234,21,0,0,37213,99.94,63.3394,59.0128,70.1203,1.1939
deployment0003,recovered_inst,ctdmo_ghqr_instrument_recovered,density,kg m-3,-9999999.0,37234,11,0,0,37223,99.97,1025.3559,1023.9936,1026.7573,0.1737
deployment0004,recovered_inst,ctdmo_ghqr_instrument_recovered,practical_salinity,1,-9999999.0,36728,0,0,0,36728,100.0,33.0181,32.1807,33.8107,0.2968
deployment0004,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_conductivity,S m-1,-9999999.0,36728,0,0,0,36728,100.0,3.2778,3.1623,3.4608,0.0417
deployment0004,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_temperature,ºC,-9999999.0,36728,1,0,0,36727,100.0,6.1444,5.2117,7.6195,0.2977
deployment0004,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_pressure,dbar,-9999.0,36728,19,0,0,36709,99.95,101.7337,98.4897,107.5762,1.0588
deployment0004,recovered_inst,ctdmo_ghqr_instrument_recovered,density,kg m-3,-9999999.0,36728,0,0,0,36728,100.0,1026.4421,1025.5376,1027.3449,0.2293
deployment0005,recovered_inst,ctdmo_ghqr_instrument_recovered,practical_salinity,1,-9999999.0,36381,118,0,0,36263,99.68,32.5292,31.6322,33.841,0.0477
deployment0005,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_conductivity,S m-1,-9999999.0,36381,118,0,0,36263,99.68,3.2192,3.1235,3.8356,0.0514
deployment0005,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_temperature,ºC,-9999999.0,36381,120,0,0,36261,99.67,5.9867,4.7709,10.9264,0.6231
deployment0005,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_pressure,dbar,-9999.0,36381,125,0,0,36256,99.66,70.6737,67.2078,81.2561,1.018
deployment0005,recovered_inst,ctdmo_ghqr_instrument_recovered,density,kg m-3,-9999999.0,36381,118,0,0,36263,99.68,1025.9305,1024.3218,1027.4544,0.1073
