common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,press_min_max,n_excluded_forpress,n_nans,n_fillvalues,n_grange,n_stats,mean,min,max,stdev,note
science_data_stream,['recovered_inst-ctdmo_ghqr_instrument_recovered'],"[1, 2, 3, 4]",Practical Salinity,['1'],2014-09-16T14:00:01,2018-06-11T11:45:01,[-9999999.0],"[0.0, 42.0]",131641,"[86.08, 100.29]",49704,0,0,0,81937,34.9248,34.383,35.2222,0.0372,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
science_data_stream,['recovered_inst-ctdmo_ghqr_instrument_recovered'],"[1, 2, 3, 4]",Seawater Conductivity,['S m-1'],2014-09-16T14:00:01,2018-06-11T11:45:01,[-9999999.0],"[0.0, 6.0]",131641,"[86.08, 100.29]",49704,0,0,0,81937,3.2889,3.1906,3.5111,0.0556,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
science_data_stream,['recovered_inst-ctdmo_ghqr_instrument_recovered'],"[1, 2, 3, 4]",Seawater Density,['kg m-3'],2014-09-16T14:00:01,2018-06-11T11:45:01,[-9999999.0],"[1000.0, 1100.0]",131641,"[86.08, 100.29]",49704,0,0,0,81937,1028.1069,1027.7125,1028.2537,0.0591,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
science_data_stream,['recovered_inst-ctdmo_ghqr_instrument_recovered'],"[1, 2, 3, 4]",Seawater Pressure,['dbar'],2014-09-16T14:00:01,2018-06-11T11:45:01,[-9999.0],"[0.0, 6000.0]",131641,"[86.08, 100.29]",49704,0,0,0,81937,91.0539,86.0793,100.2852,3.1444,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
science_data_stream,['recovered_inst-ctdmo_ghqr_instrument_recovered'],"[1, 2, 3, 4]",Seawater Temperature,['ºC'],2014-09-16T14:00:01,2018-06-11T11:45:01,[-9999999.0],"[-2.0, 40.0]",131641,"[86.08, 100.29]",49704,0,0,0,81937,4.3954,3.3427,6.7894,0.5953,restricted stats calculation to data points where pressure is within defined ranges (average of all pressure data +/- 1 SD)
