dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(0, 1]",DO,3,   1.000000, 262.082001,, 262.082001, 262.082001, 262.082001, 262.082001, 262.082001
"(1, 2]",DO,3,  30.000000, 264.124335,   3.677393, 259.475006, 262.054993, 262.686996, 265.531502, 272.316986
"(2, 3]",DO,3,  21.000000, 265.605043,   4.304924, 259.709991, 262.854004, 264.235992, 267.295990, 273.661987
"(3, 4]",DO,3,  22.000000, 267.042457,   5.338053, 260.354004, 263.028008, 265.404999, 270.124001, 276.764008
"(4, 5]",DO,3,  19.000000, 267.857420,   5.306945, 261.355988, 263.561996, 266.515015, 270.525497, 279.347992
"(5, 6]",DO,3,  21.000000, 268.671430,   5.407548, 263.044006, 263.794006, 267.464996, 271.329010, 279.260986
"(6, 7]",DO,3,  21.000000, 269.521763,   5.438531, 262.022003, 265.910004, 268.394989, 272.609009, 280.187988
"(7, 8]",DO,3,  25.000000, 272.006000,   6.120917, 263.738007, 267.786011, 270.882996, 274.955994, 282.901001
"(8, 9]",DO,3,  23.000000, 275.080780,   7.551011, 264.304993, 269.513992, 273.821014, 280.923004, 289.170990
"(9, 10]",DO,3,  21.000000, 279.348284,   7.979738, 265.644989, 273.949005, 276.472992, 287.437988, 293.506989
"(10, 11]",DO,3,  21.000000, 277.956906,   8.011749, 266.416992, 273.904999, 276.911011, 282.207001, 294.477997
"(11, 12]",DO,3,  23.000000, 282.864130,   7.916112, 270.854004, 276.937500, 283.376007, 287.665009, 298.377014
"(12, 13]",DO,3,  24.000000, 285.684088,   7.692487, 275.114014, 279.678246, 283.365997, 292.736511, 299.294006
"(13, 14]",DO,3,  22.000000, 290.735274,   7.001743, 279.737000, 285.769005, 289.671509, 295.020752, 303.890991
"(14, 15]",DO,3,  19.000000, 293.917582,   6.479695, 285.151001, 288.445999, 292.803009, 298.456512, 307.031006
"(15, 16]",DO,3,  22.000000, 297.274637,   6.238438, 286.231995, 294.072746, 297.319504, 301.622505, 308.725006
"(16, 17]",DO,3,  25.000000, 303.471278,   5.958023, 292.054993, 299.562012, 302.582001, 307.859985, 315.670013
