dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(0, 1]",Photosynthetically Active Radiation,3,   1.000000,   0.032567,,   0.032567,   0.032567,   0.032567,   0.032567,   0.032567
"(1, 2]",Photosynthetically Active Radiation,3,  12.000000, 423.223251, 562.599652,   0.032538,   0.032567,   7.720300, 807.284469,1437.275526
"(2, 3]",Photosynthetically Active Radiation,3,  11.000000, 495.410611, 752.202729,   0.032538,   0.032553,   5.159684, 951.931104,2149.115632
"(3, 4]",Photosynthetically Active Radiation,3,  13.000000, 704.115874, 884.810338,   0.032538,   0.032567, 432.215225, 916.923761,2275.091475
"(4, 5]",Photosynthetically Active Radiation,3,  11.000000,1158.095074, 995.968174,   0.032567, 192.984155, 851.627610,2100.370131,2376.510412
"(5, 6]",Photosynthetically Active Radiation,3,  17.000000, 916.563214, 909.808015,   0.032538,   0.032567, 692.124176,1711.210605,2105.567537
"(6, 7]",Photosynthetically Active Radiation,3,  14.000000, 761.673902, 754.264071,   0.032567,   4.052622, 629.203904,1509.146386,1917.704216
"(7, 8]",Photosynthetically Active Radiation,3,  21.000000, 811.731963, 730.680009,   0.032538,   0.032567, 894.354877,1508.042667,1782.726322
"(8, 9]",Photosynthetically Active Radiation,3,   8.000000, 816.698680, 563.720914,   0.032567, 415.720469, 870.835023,1252.186711,1492.021398
"(9, 10]",Photosynthetically Active Radiation,3,  22.000000, 619.898636, 605.383283,   0.032538,   0.803855, 477.191431,1253.454421,1517.467737
"(10, 11]",Photosynthetically Active Radiation,3,  10.000000, 729.535675, 637.936882,   0.032538,   0.730532,1072.425780,1171.746175,1448.835116
"(11, 12]",Photosynthetically Active Radiation,3,  18.000000, 465.820328, 496.660935,   0.032538,   0.032567, 327.140616, 989.960678,1263.253623
"(12, 13]",Photosynthetically Active Radiation,3,  19.000000, 501.236185, 501.456950,   0.032538,   0.032553, 384.646918, 921.042991,1211.498248
"(13, 14]",Photosynthetically Active Radiation,3,  15.000000, 478.978533, 497.198070,   0.032538,   1.217284, 305.182583, 981.175627,1178.527711
"(14, 15]",Photosynthetically Active Radiation,3,  13.000000, 294.536174, 393.527897,   0.032538,   0.032538,   3.444533, 547.673671, 996.052438
"(15, 16]",Photosynthetically Active Radiation,3,  17.000000, 527.640998, 411.754975,   0.032538, 155.714610, 691.508418, 881.708667,1073.376902
"(16, 17]",Photosynthetically Active Radiation,3,  17.000000, 296.846621, 394.087717,   0.032538,   0.032538,   1.927973, 793.802443, 882.493790
"(17, 18]",Photosynthetically Active Radiation,3,  17.000000, 435.188086, 346.212352,   0.032538, 132.427324, 359.808275, 791.685675, 911.228701
"(18, 19]",Photosynthetically Active Radiation,3,  15.000000, 345.592761, 369.623842,   0.032538,   0.032538, 157.106749, 724.626143, 824.038404
"(19, 20]",Photosynthetically Active Radiation,3,  14.000000, 356.646490, 297.077434,   0.032538,  29.542057, 410.400061, 640.785514, 694.592696
"(20, 21]",Photosynthetically Active Radiation,3,  12.000000, 201.199907, 261.488537,   0.032538,   0.032538,  67.032032, 337.607093, 663.767918
"(21, 22]",Photosynthetically Active Radiation,3,  16.000000, 274.060310, 269.620672,   0.032538,   0.032538, 194.295628, 559.649202, 646.278657
"(22, 23]",Photosynthetically Active Radiation,3,  16.000000, 189.511076, 233.416079,   0.032538,   0.032538,  54.898494, 400.381077, 579.261140
"(23, 24]",Photosynthetically Active Radiation,3,  13.000000, 270.426374, 240.029383,   0.032538,   1.135285, 379.883634, 483.079466, 582.881446
"(24, 25]",Photosynthetically Active Radiation,3,  14.000000, 190.313022, 212.438666,   0.032538,   0.032538,  96.392605, 416.685578, 508.220080
"(25, 26]",Photosynthetically Active Radiation,3,  12.000000, 160.217448, 185.699315,   0.032538,   0.032538,  77.570759, 347.449527, 429.913193
"(26, 27]",Photosynthetically Active Radiation,3,  16.000000, 179.263905, 188.689349,   0.032538,   0.032538,  80.752192, 368.723952, 483.940171
"(27, 28]",Photosynthetically Active Radiation,3,  13.000000,  75.982672, 111.540603,   0.032538,   0.032538,   0.775644, 120.397357, 276.473113
"(28, 29]",Photosynthetically Active Radiation,3,  15.000000, 115.770073, 148.367194,   0.032538,   0.032538,   0.032538, 279.139553, 331.814430
"(29, 30]",Photosynthetically Active Radiation,3,  11.000000, 116.187141, 143.250848,   0.032538,   0.032538,  49.438903, 248.039115, 367.904289
"(30, 31]",Photosynthetically Active Radiation,3,  12.000000, 114.332011, 119.452508,   0.032538,   0.032538,  76.200632, 241.496326, 287.003983
"(31, 32]",Photosynthetically Active Radiation,3,  12.000000,  48.435233,  76.361626,   0.032538,   0.032538,   0.349930,  65.949484, 216.254732
"(32, 33]",Photosynthetically Active Radiation,3,  17.000000, 103.505093, 104.565698,   0.032538,   0.032538,  62.534191, 195.388561, 295.822062
"(33, 34]",Photosynthetically Active Radiation,3,   9.000000,  34.416496,  68.444574,   0.032538,   0.032538,   0.032538,   0.486531, 168.251540
"(34, 35]",Photosynthetically Active Radiation,3,  15.000000,  71.663582,  76.044274,   0.032538,   0.197943,  34.598959, 129.433686, 200.676065
"(35, 36]",Photosynthetically Active Radiation,3,  11.000000,  42.983982,  48.217831,   0.032538,   0.032538,  30.033219,  93.222455, 117.016583
