dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(0, 1]",CDOM Concentration,3,   2.000000,   1.715700,   0.000000,   1.715700,   1.715700,   1.715700,   1.715700,   1.715700
"(1, 2]",CDOM Concentration,3,  24.000000,   1.775900,   0.233154,   1.354500,   1.693125,   1.715700,   1.828575,   2.257500
"(2, 3]",CDOM Concentration,3,  14.000000,   1.612500,   0.242448,   1.173900,   1.444800,   1.625400,   1.783425,   1.986600
"(3, 4]",CDOM Concentration,3,  14.000000,   1.702800,   0.239847,   1.444800,   1.535100,   1.625400,   1.806000,   2.167200
"(4, 5]",CDOM Concentration,3,  14.000000,   1.735050,   0.151012,   1.535100,   1.647975,   1.715700,   1.806000,   1.986600
"(5, 6]",CDOM Concentration,3,  15.000000,   1.679580,   0.230978,   1.173900,   1.625400,   1.715700,   1.806000,   1.986600
"(6, 7]",CDOM Concentration,3,  16.000000,   1.636687,   0.180223,   1.264200,   1.535100,   1.625400,   1.806000,   1.986600
"(7, 8]",CDOM Concentration,3,  17.000000,   1.630712,   0.173315,   1.264200,   1.535100,   1.625400,   1.715700,   1.896300
"(8, 9]",CDOM Concentration,3,  11.000000,   1.633609,   0.110259,   1.444800,   1.535100,   1.625400,   1.715700,   1.806000
"(9, 10]",CDOM Concentration,3,  21.000000,   1.659800,   0.141273,   1.264200,   1.625400,   1.715700,   1.715700,   1.896300
"(10, 11]",CDOM Concentration,3,   9.000000,   1.595300,   0.255407,   1.083600,   1.535100,   1.715700,   1.715700,   1.806000
"(11, 12]",CDOM Concentration,3,  17.000000,   1.705076,   0.180268,   1.354500,   1.535100,   1.715700,   1.806000,   1.986600
"(12, 13]",CDOM Concentration,3,  16.000000,   1.726987,   0.174086,   1.444800,   1.625400,   1.715700,   1.828575,   2.076900
"(13, 14]",CDOM Concentration,3,  15.000000,   1.673560,   0.173584,   1.354500,   1.625400,   1.715700,   1.760850,   1.986600
"(14, 15]",CDOM Concentration,3,  14.000000,   1.702800,   0.131846,   1.444800,   1.625400,   1.715700,   1.806000,   1.896300
"(15, 16]",CDOM Concentration,3,  17.000000,   1.726324,   0.223213,   1.354500,   1.715700,   1.715700,   1.806000,   2.076900
"(16, 17]",CDOM Concentration,3,  16.000000,   1.681837,   0.186158,   1.444800,   1.535100,   1.625400,   1.806000,   1.986600
"(17, 18]",CDOM Concentration,3,  17.000000,   1.790065,   0.160379,   1.535100,   1.715700,   1.806000,   1.896300,   2.167200
"(18, 19]",CDOM Concentration,3,  14.000000,   1.818900,   0.131846,   1.535100,   1.738275,   1.806000,   1.896300,   2.076900
"(19, 20]",CDOM Concentration,3,  12.000000,   1.873725,   0.122519,   1.625400,   1.806000,   1.896300,   1.896300,   2.076900
"(20, 21]",CDOM Concentration,3,  13.000000,   1.972708,   0.142043,   1.715700,   1.896300,   2.076900,   2.076900,   2.076900
"(21, 22]",CDOM Concentration,3,  15.000000,   1.932420,   0.183162,   1.625400,   1.806000,   1.986600,   2.076900,   2.167200
"(22, 23]",CDOM Concentration,3,  15.000000,   1.986600,   0.163683,   1.806000,   1.851150,   1.986600,   2.122050,   2.257500
