deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0002,2018-11-27T03:37:54,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered,['telemetered'],0 days 00:38:03,96 days 00:59:57,0,96,[],339,4235,181,80,,,,no seawater pressure in file,,,3600,"{'n_unique_rates': 29, 'common_sampling_rates': {'3600': '98.72%'}}",[],[],"[['2015-11-13T21:00:03', '2015-11-20T19:00:03'], ['2015-11-22T23:00:03', '2015-12-07T16:00:03'], ['2016-03-01T20:00:03', '2016-04-13T19:00:03']]",3,62,pass,1,{'99': 1},{'99': 1},pass,pass,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0002_GI01SUMO-RII11-02-FLORDG032-recovered_host-flord_g_ctdbp_p_dcl_instrument_recovered_20150815T200003-20160413T230003
deployment0003,2018-11-27T03:37:54,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered,['telemetered'],0 days 00:18:41,259 days 17:30:19,0,259,[6.0415],401,3319,141,80,,,,no seawater pressure in file,,,3600,"{'n_unique_rates': 21, 'common_sampling_rates': {'3600': '98.43%'}}",[],[],[],0,0,pass,1,{'99': 1},{'99': 1},pass,pass,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0003_GI01SUMO-RII11-02-FLORDG032-recovered_host-flord_g_ctdbp_p_dcl_instrument_recovered_20160710T180241-20161127T160241
deployment0004,2018-11-27T03:39:18,telemetered,flord_g_ctdbp_p_dcl_instrument,[],0 days 00:43:03,245 days 00:01:57,0,245,"[5.5968, 1.3947]",314,1616,69,80,,,,no seawater pressure in file,,,3600,"{'n_unique_rates': 9, 'common_sampling_rates': {'3600': '99.26%'}}",[],[],[],0,0,pass,1,{'95': 1},no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0004_GI01SUMO-RII11-02-FLORDG032-telemetered-flord_g_ctdbp_p_dcl_instrument_20170805T190003-20171012T080003
