dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(19, 24]",CDOM Concentration,"1, 2, 3, 5, 6, 7, 8, 9, 10",   0.000000,,,,,,,
"(24, 29]",CDOM Concentration,"1, 2, 3, 5, 6, 7, 8, 9, 10",29553.000000,   2.688342,   0.601280,   0.992200,   2.299000,   2.662000,   3.100600,   4.876000
"(29, 34]",CDOM Concentration,"1, 2, 3, 5, 6, 7, 8, 9, 10",46703.000000,   2.672039,   0.612625,   0.902000,   2.299000,   2.689600,   2.993100,   5.060000
"(34, 39]",CDOM Concentration,"1, 2, 3, 5, 6, 7, 8, 9, 10",37221.000000,   2.591357,   0.609287,   0.902000,   2.232000,   2.597800,   2.902400,   5.244000
"(39, 44]",CDOM Concentration,"1, 2, 3, 5, 6, 7, 8, 9, 10",41387.000000,   2.600874,   0.606775,   0.992200,   2.206800,   2.597800,   2.933000,   5.428000
"(44, 49]",CDOM Concentration,"1, 2, 3, 5, 6, 7, 8, 9, 10",40233.000000,   2.575141,   0.623246,   0.992200,   2.160000,   2.539600,   2.886400,   5.428000
"(49, 54]",CDOM Concentration,"1, 2, 3, 5, 6, 7, 8, 9, 10",37353.000000,   2.525545,   0.632993,   0.992200,   2.117500,   2.455200,   2.811700,   5.428000
"(54, 59]",CDOM Concentration,"1, 2, 3, 5, 6, 7, 8, 9, 10",36488.000000,   2.497550,   0.627879,   1.082400,   2.088000,   2.430200,   2.752800,   5.428000
"(59, 64]",CDOM Concentration,"1, 2, 3, 5, 6, 7, 8, 9, 10",37971.000000,   2.477739,   0.628318,   1.179100,   2.084200,   2.420000,   2.721000,   5.520000
"(64, 69]",CDOM Concentration,"1, 2, 3, 5, 6, 7, 8, 9, 10",34745.000000,   2.484591,   0.684639,   1.179100,   2.083200,   2.376000,   2.721000,   5.520000
"(69, 74]",CDOM Concentration,"1, 2, 3, 5, 6, 7, 8, 9, 10",16289.000000,   2.428602,   0.452104,   1.269800,   2.086100,   2.514000,   2.721000,   5.428000
"(74, 79]",CDOM Concentration,"1, 2, 3, 5, 6, 7, 8, 9, 10",1796.000000,   2.675296,   0.335162,   1.269800,   2.630300,   2.721000,   2.902400,   3.355900
"(19, 24]",Chlorophyll-a Concentration,"1, 2, 3, 5, 6, 7, 8, 9, 10",   0.000000,,,,,,,
"(24, 29]",Chlorophyll-a Concentration,"1, 2, 3, 5, 6, 7, 8, 9, 10",29497.000000,   1.227336,   0.749438,   0.174000,   0.738100,   1.004300,   1.522200,  10.926800
