dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(19, 24]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 5, 6, 7, 8, 9, 10",   2.000000, 236.620383,   8.190419, 230.828882, 233.724632, 236.620383, 239.516133, 242.411884
"(24, 29]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 5, 6, 7, 8, 9, 10",864420.000000, 252.309793,  36.125964, 176.190207, 229.157260, 249.479736, 276.846681, 384.588860
"(29, 34]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 5, 6, 7, 8, 9, 10",262872.000000, 246.456128,  43.739685, 166.927445, 212.423444, 242.870042, 275.576035, 384.916927
"(34, 39]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 5, 6, 7, 8, 9, 10",278915.000000, 249.986762,  36.177973, 165.172548, 223.834302, 250.693254, 277.172415, 385.698612
"(39, 44]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 5, 6, 7, 8, 9, 10",344417.000000, 238.007604,  33.351551, 164.004892, 215.678873, 236.981508, 258.525911, 386.358495
"(44, 49]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 5, 6, 7, 8, 9, 10",252604.000000, 229.095109,  38.056363, 158.223682, 198.660767, 224.869350, 252.909576, 387.374782
"(49, 54]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 5, 6, 7, 8, 9, 10",222312.000000, 228.693458,  38.808961, 154.412324, 198.256780, 223.124209, 253.139474, 389.144109
"(54, 59]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 5, 6, 7, 8, 9, 10",208014.000000, 226.550149,  40.032157, 152.629157, 195.405394, 221.253018, 252.215540, 390.091511
"(59, 64]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 5, 6, 7, 8, 9, 10",219381.000000, 220.903733,  40.303979, 142.937325, 190.270852, 214.277661, 245.585748, 390.322143
"(64, 69]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 5, 6, 7, 8, 9, 10",1019000.000000, 217.200848,  41.615542, 137.649853, 186.539579, 210.271449, 240.014525, 381.596541
"(69, 74]",DO - Pressure Temp Sal Corrected (CTD),"1, 2, 3, 5, 6, 7, 8, 9, 10",382094.000000, 207.689863,  41.147245, 134.395851, 177.077626, 198.348139, 238.488033, 372.138513
