dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(19, 24]",Practical Salinity,"1, 2, 3, 5, 6, 7, 8, 9, 10",   2.000000,  33.470757,   0.069975,  33.421278,  33.446017,  33.470757,  33.495497,  33.520237
"(24, 29]",Practical Salinity,"1, 2, 3, 5, 6, 7, 8, 9, 10",1852016.000000,  33.903851,   0.940102,  32.258951,  33.174744,  33.562914,  34.701378,  36.192265
"(29, 34]",Practical Salinity,"1, 2, 3, 5, 6, 7, 8, 9, 10",1161403.000000,  33.509544,   0.702763,  32.259194,  33.092736,  33.255121,  33.543011,  36.209913
"(34, 39]",Practical Salinity,"1, 2, 3, 5, 6, 7, 8, 9, 10",605204.000000,  33.640791,   0.763941,  32.365000,  33.090702,  33.361506,  34.009781,  36.215077
"(39, 44]",Practical Salinity,"1, 2, 3, 5, 6, 7, 8, 9, 10",671010.000000,  33.626299,   0.733339,  32.464707,  33.072076,  33.380392,  34.021934,  36.136842
"(44, 49]",Practical Salinity,"1, 2, 3, 5, 6, 7, 8, 9, 10",568053.000000,  33.669013,   0.713333,  32.492818,  33.118110,  33.428603,  34.064652,  36.105195
"(49, 54]",Practical Salinity,"1, 2, 3, 5, 6, 7, 8, 9, 10",505299.000000,  33.738303,   0.707404,  32.630109,  33.174567,  33.514906,  34.233315,  36.058909
"(54, 59]",Practical Salinity,"1, 2, 3, 5, 6, 7, 8, 9, 10",485802.000000,  33.805016,   0.725364,  32.687488,  33.196722,  33.571791,  34.372240,  35.974361
"(59, 64]",Practical Salinity,"1, 2, 3, 5, 6, 7, 8, 9, 10",548648.000000,  33.992158,   0.769377,  32.734930,  33.274080,  33.844756,  34.698741,  36.009623
"(64, 69]",Practical Salinity,"1, 2, 3, 5, 6, 7, 8, 9, 10",1983346.000000,  34.150777,   0.713545,  32.785123,  33.537945,  34.132272,  34.773219,  36.015697
"(69, 74]",Practical Salinity,"1, 2, 3, 5, 6, 7, 8, 9, 10",1077738.000000,  33.665827,   0.655685,  32.817648,  33.161152,  33.381728,  34.089144,  35.672967
"(74, 79]",Practical Salinity,"1, 2, 3, 5, 6, 7, 8, 9, 10",233841.000000,  33.517467,   0.412803,  32.888541,  33.229238,  33.412526,  33.696991,  34.969087
"(19, 24]",Seawater Conductivity,"1, 2, 3, 5, 6, 7, 8, 9, 10",   3.000000,   3.974207,   0.033804,   3.954690,   3.954690,   3.954690,   3.983965,   4.013240
