common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,n_nans,n_fillvalues,n_grange,define_stdev,n_outliers,n_stats,mean,min,max,stdev
pco2a_a_instrument_air,"['recovered_host-pco2a_a_dcl_instrument_air_recovered', 'recovered_host-pco2a_a_dcl_instrument_water_recovered', 'telemetered-pco2a_a_dcl_instrument_air', 'telemetered-pco2a_a_dcl_instrument_water']","[2, 4, 6, 7]",CO2 Flux from Ocean to Atmosphere,['mol m-2 s-1'],2015-10-14T08:59:00,2018-08-07T22:55:53,[-9999999.0],"[-1e-08, 4.4e-07]",200232,27990,45558,49986,5,126,122130,0.0,-0.0,0.0,0.0
pco2a_a_instrument_air,"['recovered_host-pco2a_a_dcl_instrument_air_recovered', 'recovered_host-pco2a_a_dcl_instrument_water_recovered', 'telemetered-pco2a_a_dcl_instrument_air', 'telemetered-pco2a_a_dcl_instrument_water']","[2, 4, 6, 7]",CO2 Mole Fraction in Atmosphere,['ppm'],2015-10-13T17:59:03,2018-08-07T22:55:53,[-9999999.0],"[0.0, 600.0]",100116,0,0,0,5,45,100071,402.9696,379.83,443.06,8.0639
pco2a_a_instrument_air,"['recovered_host-pco2a_a_dcl_instrument_air_recovered', 'recovered_host-pco2a_a_dcl_instrument_water_recovered', 'telemetered-pco2a_a_dcl_instrument_air', 'telemetered-pco2a_a_dcl_instrument_water']","[2, 4, 6, 7]",pCO2 Atmosphere,['µatm'],2015-10-13T17:59:03,2018-08-07T22:55:53,[-9999999.0],"[180.0, 500.0]",200232,0,0,0,5,18,200214,406.8414,382.8391,453.2549,9.6853
pco2a_a_instrument_water,"['recovered_host-pco2a_a_dcl_instrument_air_recovered', 'recovered_host-pco2a_a_dcl_instrument_water_recovered', 'telemetered-pco2a_a_dcl_instrument_air', 'telemetered-pco2a_a_dcl_instrument_water']","[2, 4, 6, 7]",CO2 Flux from Ocean to Atmosphere,['mol m-2 s-1'],2015-10-14T08:58:49,2018-08-07T22:55:52,[-9999999.0],"[-1e-08, 4.4e-07]",200222,27988,45558,49984,5,126,122124,0.0,-0.0,0.0,0.0
pco2a_a_instrument_water,"['recovered_host-pco2a_a_dcl_instrument_air_recovered', 'recovered_host-pco2a_a_dcl_instrument_water_recovered', 'telemetered-pco2a_a_dcl_instrument_air', 'telemetered-pco2a_a_dcl_instrument_water']","[2, 4, 6, 7]",CO2 Mole Fraction in Surface Sea Water,['ppm'],2015-10-13T17:58:51,2018-08-07T22:55:52,[-9999999.0],"[0.0, 600.0]",100111,0,0,0,5,0,100111,338.3578,117.0,455.27,64.5317
pco2a_a_instrument_water,"['recovered_host-pco2a_a_dcl_instrument_air_recovered', 'recovered_host-pco2a_a_dcl_instrument_water_recovered', 'telemetered-pco2a_a_dcl_instrument_air', 'telemetered-pco2a_a_dcl_instrument_water']","[2, 4, 6, 7]",pCO2 Surface Seawater,['µatm'],2015-10-13T17:58:51,2018-08-07T22:55:52,[-9999999.0],"[100.0, 600.0]",200222,0,0,0,5,0,200222,338.1591,121.359,441.9138,61.9406
