common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,n_nans,n_fillvalues,n_grange,define_stdev,n_outliers,n_stats,mean,min,max,stdev
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4, 5, 6, 7]",Air Temperature,['ºC'],2015-04-15T17:15:24,2018-06-07T23:59:38,[-9999999.0],"[-50.0, 50.0]",2162760,372,0,0,6,0,2162388,12.1348,2.904,20.258,2.4943
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4, 5, 6, 7]",Barometric Pressure,['Pa'],2015-04-15T17:15:24,2018-06-07T23:59:38,[-9999999.0],"[87000.0, 108330.0]",1081379,0,0,0,6,0,1081379,101649.0321,97771.0,103639.0,667.2449
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4, 5, 6, 7]",Downwelling Longwave Irradiance,['W m-2'],2015-04-15T17:15:24,2018-06-07T23:59:38,[-9999999.0],"[200.0, 500.0]",2162760,0,0,0,6,0,2162582,334.446,232.2,408.5,36.1957
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4, 5, 6, 7]",Downwelling Shortwave Irradiance,['W m-2'],2015-04-15T17:15:24,2018-06-07T23:59:38,[-9999999.0],"[0.0, 1000.0]",2162760,96,0,0,6,0,1937802,200.1402,0.0,1000.0,265.0117
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4, 5, 6, 7]",Latent Heat Flux,['W m-2'],2015-04-16T08:19:16,2018-06-07T23:59:38,[-9999999.0],"[None, None]",1081379,93325,2505,no global ranges,6,141,985408,30.131,-72.1576,212.4085,30.2961
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4, 5, 6, 7]",Mean Wind Velocity - Eastward Relative to True North,['m s-1'],2015-04-15T17:15:24,2018-06-07T23:59:38,[-9999999.0],"[None, None]",1081379,31894,0,no global ranges,6,40320,1009165,1.1299,-16.7152,18.5369,3.3286
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4, 5, 6, 7]",Mean Wind Velocity - Eastward relative to Magnetic North,['m s-1'],2015-04-15T17:15:24,2018-06-07T23:59:38,[-9999999.0],"[-33.0, 33.0]",1081379,31894,40320,0,6,0,1009165,1.2389,-16.84,16.58,3.7825
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4, 5, 6, 7]",Mean Wind Velocity - Northward Relative to True North,['m s-1'],2015-04-15T17:15:24,2018-06-07T23:59:38,[-9999999.0],"[None, None]",1081379,31894,0,no global ranges,6,0,1049485,-264894.3847,-6896287.7679,20.212,1325234.3237
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4, 5, 6, 7]",Mean Wind Velocity - Northward relative to Magnetic North,['m s-1'],2015-04-15T17:15:24,2018-06-07T23:59:38,[-9999999.0],"[-33.0, 33.0]",1081379,31894,40320,0,6,0,1009165,-0.2205,-12.4,20.38,3.6188
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly', 'telemetered-metbk_a_dcl_instrument', 'telemetered-metbk_hourly']","[1, 2, 3, 4, 5, 6, 7]",Net Heat Flux,['W m-2'],2015-04-16T08:19:16,2018-06-07T23:59:38,[-9999999.0],"[None, None]",1081379,93325,2505,no global ranges,6,0,985549,-100.416,-1202.5959,1169.725,255.2204
