dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(15, 20]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",   0.000000,,,,,,,
"(20, 25]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",20367.000000,  35.427689,   0.607935,  34.000254,  35.195438,  35.555542,  35.818284,  36.529327
"(25, 30]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",1075391.000000,  34.889543,   0.721361,  32.955754,  34.311029,  34.960491,  35.406183,  36.529368
"(30, 35]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",668979.000000,  34.910532,   0.717656,  32.957655,  34.336766,  35.070819,  35.432731,  36.542057
"(35, 40]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",709595.000000,  34.591708,   0.746362,  33.199993,  33.919130,  34.593227,  35.156259,  36.550557
"(40, 45]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",1639859.000000,  34.348512,   0.808019,  33.262948,  33.550767,  34.425741,  35.057187,  36.555213
"(45, 50]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",421855.000000,  34.732341,   0.697594,  33.262961,  34.229810,  34.581014,  35.259981,  36.559022
"(50, 55]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",125591.000000,  35.451091,   0.580500,  33.504236,  35.070875,  35.546595,  35.835225,  36.559185
"(55, 60]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",123861.000000,  35.470847,   0.532437,  33.673772,  35.119989,  35.538015,  35.813478,  36.555326
"(60, 65]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",126404.000000,  35.500367,   0.499751,  33.873495,  35.152898,  35.553873,  35.825968,  36.547079
"(65, 70]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",124408.000000,  35.540622,   0.461863,  33.987979,  35.233124,  35.590901,  35.830281,  36.541432
"(70, 75]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",124325.000000,  35.584077,   0.418775,  34.121815,  35.321980,  35.618281,  35.835606,  36.545312
"(75, 80]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",125543.000000,  35.610300,   0.385026,  34.182404,  35.378360,  35.642586,  35.837788,  36.545521
"(80, 85]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",123670.000000,  35.646861,   0.348145,  34.191215,  35.448337,  35.670992,  35.843297,  36.551059
"(85, 90]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",125171.000000,  35.665700,   0.322838,  34.198583,  35.473993,  35.678036,  35.842483,  36.555568
"(90, 95]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",125750.000000,  35.687132,   0.294448,  34.216092,  35.516901,  35.695876,  35.847097,  36.557531
"(95, 100]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",124005.000000,  35.693784,   0.274513,  34.271746,  35.535514,  35.689620,  35.844363,  36.556873
"(100, 105]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",123479.000000,  35.703235,   0.256122,  34.294425,  35.557597,  35.692564,  35.847997,  36.521960
"(105, 110]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",122202.000000,  35.711998,   0.241138,  34.702053,  35.567230,  35.695261,  35.851199,  36.513286
"(110, 115]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",119287.000000,  35.706262,   0.227052,  34.838096,  35.569188,  35.685257,  35.828993,  36.501717
"(115, 120]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",121306.000000,  35.701078,   0.213621,  34.932182,  35.565125,  35.680357,  35.814199,  36.476324
"(120, 125]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",120905.000000,  35.697532,   0.201745,  34.979558,  35.563979,  35.676594,  35.801396,  36.453793
"(125, 130]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",118057.000000,  35.695672,   0.190170,  34.998394,  35.563718,  35.677268,  35.795792,  36.436478
"(130, 135]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",118664.000000,  35.687941,   0.179055,  35.057748,  35.557961,  35.671491,  35.785092,  36.415067
"(135, 140]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",121013.000000,  35.679223,   0.167720,  35.275133,  35.554244,  35.663687,  35.771816,  36.367523
"(140, 145]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",119017.000000,  35.669636,   0.159211,  35.301506,  35.550370,  35.657231,  35.754581,  36.344996
"(145, 150]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",119106.000000,  35.661222,   0.151797,  35.311229,  35.545515,  35.649629,  35.737600,  36.315099
"(150, 155]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",117839.000000,  35.651434,   0.142185,  35.309379,  35.543274,  35.640708,  35.720521,  36.268096
"(155, 160]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",118430.000000,  35.642056,   0.134419,  35.333423,  35.539863,  35.634330,  35.705735,  36.237597
"(160, 165]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",119997.000000,  35.630720,   0.128613,  35.310372,  35.535209,  35.620840,  35.693173,  36.249055
"(165, 170]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",121543.000000,  35.620800,   0.124472,  35.301021,  35.531120,  35.607016,  35.679846,  36.252099
"(170, 175]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",121017.000000,  35.605940,   0.114680,  35.296731,  35.526073,  35.593913,  35.667326,  36.173251
"(175, 180]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",124156.000000,  35.594860,   0.111864,  35.290836,  35.518258,  35.581595,  35.655379,  36.156726
"(180, 185]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",127260.000000,  35.581849,   0.107633,  35.281920,  35.507600,  35.569155,  35.641092,  36.142951
"(185, 190]",Practical Salinity,"1, 3, 4, 5, 6, 7, 8, 9, 10",123153.000000,  35.565074,   0.104664,  35.278865,  35.492083,  35.549992,  35.627278,  36.092491
