common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,n_nans,n_fillvalues,n_grange,define_stdev,n_outliers,n_stats,mean,min,max,stdev
phsen_abcdef_instrument,"['recovered_host-phsen_abcdef_dcl_instrument_recovered', 'recovered_inst-phsen_abcdef_instrument', 'telemetered-phsen_abcdef_dcl_instrument']",[8],Thermistor Temperature at End of Measurement,['V'],2017-11-01T00:59:59,2018-03-29T18:59:59,[-9999999.0],"[None, None]",3571,0,0,no global ranges,,,3571,10.8513,6.1204,19.6475,3.7906
phsen_abcdef_instrument,"['recovered_host-phsen_abcdef_dcl_instrument_recovered', 'recovered_inst-phsen_abcdef_instrument', 'telemetered-phsen_abcdef_dcl_instrument']",[8],pH,['1'],2017-11-01T00:59:59,2018-03-27T01:59:59,[-9999999.0],"[7.3, 8.5]",3571,52,0,0,,,3505,8.0949,7.7526,8.2074,0.018
