deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_compare,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2019-06-24T17:49:20,recovered_host,wavss_a_dcl_statistics_recovered,['telemetered'],0 days 01:07:58,0 days 00:24:58,0,0,[],174,4139,174,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3599: '22.31%', 3600: '33.91%', 3601: '19.91%'}","{'n_unique_rates': 10, 'common_sampling_rates': {'3599': '22.31%', '3600': '33.91%', '3601': '19.91%'}}",[],[],[],0,0,pass,12,{'99': 12},{'99': 12},pass,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0001_CE02SHSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_statistics_recovered_20150402T212258.607000-20150922T072302.208000
deployment0002,2019-06-24T17:49:19,recovered_host,wavss_a_dcl_mean_directional_recovered,[],0 days 00:13:10,0 days 00:45:44,0,0,[0.3319],223,5328,223,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '14.34%', 3599: '24.29%', 3600: '26.36%', 3601: '18.04%'}","{'n_unique_rates': 31, 'common_sampling_rates': {'3598': '14.34%', '3599': '24.29%', '3600': '26.36%', '3601': '18.04%'}}",[],[],[],0,0,pass,5,"{'99': 2, '50': 1, '25': 1, '0': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0002_CE02SHSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_mean_directional_recovered_20151007T212310.779000-20160516T202316.869000
deployment0002,2019-06-24T17:49:20,recovered_host,wavss_a_dcl_motion_recovered,['telemetered'],0 days 00:13:34,0 days 00:45:20,0,0,[0.3319],223,5328,223,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '14.40%', 3599: '24.35%', 3600: '26.24%', 3601: '18.15%'}","{'n_unique_rates': 31, 'common_sampling_rates': {'3598': '14.40%', '3599': '24.35%', '3600': '26.24%', '3601': '18.15%'}}",[],[],[],0,0,pass,5,"{'50': 3, '25': 2}",no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0002_CE02SHSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_motion_recovered_20151007T212334.686000-20160516T202340.772000
deployment0002,2019-06-24T17:49:20,recovered_host,wavss_a_dcl_non_directional_recovered,['telemetered'],0 days 00:13:04,0 days 00:45:50,0,0,[0.3319],223,5328,223,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '10.76%', 3599: '23.05%', 3600: '27.76%', 3601: '22.21%'}","{'n_unique_rates': 29, 'common_sampling_rates': {'3598': '10.76%', '3599': '23.05%', '3600': '27.76%', '3601': '22.21%'}}",[],[],[],0,0,pass,1,{'99': 1},no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0002_CE02SHSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_non_directional_recovered_20151007T212304.233000-20160516T202310.503000
deployment0002,2019-06-24T17:49:20,recovered_host,wavss_a_dcl_statistics_recovered,['telemetered'],0 days 00:13:02,0 days 00:45:51,0,0,[0.3319],223,5328,223,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '10.76%', 3599: '23.03%', 3600: '27.78%', 3601: '22.21%'}","{'n_unique_rates': 29, 'common_sampling_rates': {'3598': '10.76%', '3599': '23.03%', '3600': '27.78%', '3601': '22.21%'}}",[],[],[],0,0,pass,12,{'99': 12},{'99': 12},pass,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0002_CE02SHSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_statistics_recovered_20151007T212302.886000-20160516T202309.155000
deployment0003,2019-06-24T17:49:19,recovered_host,wavss_a_dcl_mean_directional_recovered,[],0 days 01:00:11,0 days 00:28:48,0,0,"[0.2889, 0.0861]",135,3210,135,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '14.80%', 3599: '26.89%', 3600: '28.39%', 3601: '18.39%'}","{'n_unique_rates': 10, 'common_sampling_rates': {'3598': '14.80%', '3599': '26.89%', '3600': '28.39%', '3601': '18.39%'}}",[],[],[],0,0,pass,5,"{'99': 2, '50': 2, '0': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0003_CE02SHSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_mean_directional_recovered_20160517T222311.740000-20160928T152312.485000
deployment0003,2019-06-24T17:49:20,recovered_host,wavss_a_dcl_motion_recovered,['telemetered'],0 days 01:00:35,0 days 00:28:24,0,0,"[0.2889, 0.0861]",135,3210,135,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '15.14%', 3599: '27.08%', 3600: '28.36%', 3601: '18.07%'}","{'n_unique_rates': 10, 'common_sampling_rates': {'3598': '15.14%', '3599': '27.08%', '3600': '28.36%', '3601': '18.07%'}}",[],[],[],0,0,pass,5,"{'50': 3, '25': 2}",no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0003_CE02SHSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_motion_recovered_20160517T222335.656000-20160928T152336.447000
deployment0003,2019-06-24T17:49:20,recovered_host,wavss_a_dcl_non_directional_recovered,['telemetered'],0 days 01:00:05,0 days 00:28:54,0,0,"[0.2889, 0.0861]",135,3210,135,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '10.63%', 3599: '24.84%', 3600: '29.70%', 3601: '24.37%'}","{'n_unique_rates': 9, 'common_sampling_rates': {'3598': '10.63%', '3599': '24.84%', '3600': '29.70%', '3601': '24.37%'}}",[],[],[],0,0,pass,1,{'99': 1},no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0003_CE02SHSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_non_directional_recovered_20160517T222305.220000-20160928T152306.099000
deployment0003,2019-06-24T17:49:20,recovered_host,wavss_a_dcl_statistics_recovered,['telemetered'],0 days 01:00:03,0 days 00:28:56,0,0,"[0.2889, 0.0861]",135,3210,135,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '10.63%', 3599: '24.77%', 3600: '29.70%', 3601: '24.65%'}","{'n_unique_rates': 9, 'common_sampling_rates': {'3598': '10.63%', '3599': '24.77%', '3600': '29.70%', '3601': '24.65%'}}",[],[],[],0,0,pass,12,{'99': 12},{'99': 12},pass,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0003_CE02SHSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_statistics_recovered_20160517T222303.873000-20160928T152304.751000
deployment0004,2019-06-24T17:49:19,recovered_host,wavss_a_dcl_mean_directional_recovered,[],0 days 00:58:20,106 days 17:00:42,0,106,"[0.1111, 0.4406, 0.4]",209,2423,102,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '11.97%', 3599: '17.30%', 3600: '18.74%', 3601: '13.63%'}","{'n_unique_rates': 52, 'common_sampling_rates': {'3598': '11.97%', '3599': '17.30%', '3600': '18.74%', '3601': '13.63%'}}",[],[],[],0,0,pass,5,"{'99': 2, '25': 2, '0': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0004_CE02SHSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_mean_directional_recovered_20160926T222320.004000-20170105T202318.178000
deployment0004,2019-06-24T17:49:20,recovered_host,wavss_a_dcl_motion_recovered,['telemetered'],0 days 00:58:45,106 days 17:00:18,0,106,"[0.1111, 0.4406, 0.4]",209,2423,102,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '11.81%', 3599: '17.09%', 3600: '18.74%', 3601: '13.05%'}","{'n_unique_rates': 50, 'common_sampling_rates': {'3598': '11.81%', '3599': '17.09%', '3600': '18.74%', '3601': '13.05%'}}",[],[],[],0,0,pass,5,{'25': 5},no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0004_CE02SHSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_motion_recovered_20160926T222345.165000-20170105T202342.334000
deployment0004,2019-06-24T17:49:20,recovered_host,wavss_a_dcl_non_directional_recovered,['telemetered'],0 days 00:58:14,106 days 17:00:48,0,106,"[0.1111, 0.4406, 0.4]",209,2423,102,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3599: '17.13%', 3600: '19.90%', 3601: '17.42%'}","{'n_unique_rates': 50, 'common_sampling_rates': {'3599': '17.13%', '3600': '19.90%', '3601': '17.42%'}}",[],[],[],0,0,pass,1,{'99': 1},no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0004_CE02SHSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_non_directional_recovered_20160926T222314.230000-20170105T202312.446000
deployment0004,2019-06-24T17:49:20,recovered_host,wavss_a_dcl_statistics_recovered,['telemetered'],0 days 00:58:12,106 days 17:00:49,0,106,"[0.1111, 0.4406, 0.4]",209,2423,102,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3599: '17.05%', 3600: '19.82%', 3601: '17.59%'}","{'n_unique_rates': 50, 'common_sampling_rates': {'3599': '17.05%', '3600': '19.82%', '3601': '17.59%'}}",[],[],[],0,0,pass,12,"{'99': 9, '95': 1, '75': 1, '0': 1}",{'99': 12},pass,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0004_CE02SHSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_statistics_recovered_20160926T222312.882000-20170105T202311.098000
deployment0005,2019-06-24T17:49:19,recovered_host,wavss_a_dcl_mean_directional_recovered,[],0 days 01:00:09,1 days 04:43:21,0,1,"[0.2778, 0.0909, 0.0111, 0.3889]",179,4245,178,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '16.61%', 3599: '26.79%', 3600: '23.44%', 3601: '23.56%'}","{'n_unique_rates': 10, 'common_sampling_rates': {'3598': '16.61%', '3599': '26.79%', '3600': '23.44%', '3601': '23.56%'}}",[],[],[],0,0,pass,5,"{'99': 2, '50': 2, '0': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0005_CE02SHSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_mean_directional_recovered_20170420T182309.615000-20171014T142311.445000
