deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2018-11-27T02:23:05,recovered_inst,ctdmo_ghqr_instrument_recovered,[],0 days 00:04:01,0 days 00:03:29,0,0,[],341,65204,341,1697,1712.11,1731.07,15.11,ctdmo_seawater_pressure,dbar,102,450,"{'n_unique_rates': 1, 'common_sampling_rates': {'450': '100.00%'}}",[],[],[],0,0,pass,5,{'99': 5},no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0001_GI03FLMA-RI000-00-CTDMOH000-recovered_inst-ctdmo_ghqr_instrument_recovered_20140912T201501-20150818T103731
deployment0002,2018-11-27T02:23:05,recovered_inst,ctdmo_ghqr_instrument_recovered,[],0 days 00:04:31,0 days 00:07:29,0,0,[2.1569],334,63937,334,1697,1704.59,1723.73,7.59,ctdmo_seawater_pressure,dbar,339,450,"{'n_unique_rates': 1, 'common_sampling_rates': {'450': '100.00%'}}",[],[],[],0,0,pass,5,{'99': 5},no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0002_GI03FLMA-RI000-00-CTDMOH000-recovered_inst-ctdmo_ghqr_instrument_recovered_20150818T235231-20160716T235231
deployment0003,2018-11-27T02:23:05,recovered_inst,ctdmo_ghqr_instrument_recovered,[],0 days 00:01:01,0 days 00:05:59,0,0,"[5.6712, 5.6735]",397,75997,397,1700,1707.68,1729.81,7.68,ctdmo_seawater_pressure,dbar,440,450,"{'n_unique_rates': 1, 'common_sampling_rates': {'450': '100.00%'}}",[],[],[],0,0,pass,5,{'99': 5},no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0003_GI03FLMA-RI000-00-CTDMOH000-recovered_inst-ctdmo_ghqr_instrument_recovered_20160712T160001-20170812T113001
deployment0004,2018-11-27T02:23:05,recovered_inst,ctdmo_ghqr_instrument_recovered,[],0 days 00:01:01,0 days 00:06:29,0,0,"[2.4685, 0.3433, 5.8895]",312,59648,312,1700,1717.61,1723.64,17.61,ctdmo_seawater_pressure,dbar,1349,450,"{'n_unique_rates': 1, 'common_sampling_rates': {'450': '100.00%'}}",[],[],[],0,0,pass,5,{'99': 5},no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,[],deployment0004_GI03FLMA-RI000-00-CTDMOH000-recovered_inst-ctdmo_ghqr_instrument_recovered_20170808T160001-20180615T075231
