deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_compare,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2019-07-23T19:27:11,recovered_host,pco2a_a_dcl_instrument_air_recovered,[],0 days 00:45:31,15 days 08:30:15,0,15,[],174,33939,158,0.7,,,,,no seawater pressure in file,,,no consistent sampling rate: {0: '88.89%'},"{'n_unique_rates': 14, 'common_sampling_rates': {'0': '88.89%'}}",[],"['partial_pressure_co2_ssw', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'northward_velocity', 'eastward_velocity', 'precipitation', 'shortwave_irradiance', 'longwave_irradiance', 'air_temperature', 'met_relwind_speed', 'relative_humidity', 'barometric_pressure']",[],0,0,pass unique test - ascending not tested,3,"{'99': 2, '75': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0001_CE02SHSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_air_recovered
deployment0001,2019-07-23T19:27:11,recovered_host,pco2a_a_dcl_instrument_water_recovered,[],0 days 00:45:20,15 days 08:30:15,0,15,[],174,33939,158,0.7,,,,,no seawater pressure in file,,,1,"{'n_unique_rates': 13, 'common_sampling_rates': {'0': '11.11%', '1': '77.77%'}}",[],"['partial_pressure_co2_atm', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'precipitation', 'air_temperature', 'met_relwind_speed', 'longwave_irradiance', 'shortwave_irradiance', 'barometric_pressure', 'relative_humidity', 'northward_velocity', 'eastward_velocity']",[],0,0,pass unique test - ascending not tested,3,"{'99': 2, '75': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,['multiple deployment .nc files'],deployment0001_CE02SHSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_water_recovered
deployment0002,2019-07-23T19:27:11,recovered_host,pco2a_a_dcl_instrument_air_recovered,[],0 days 00:50:20,0 days 00:15:08,0,0,[0.3319],223,47952,223,0.7,,,,,no seawater pressure in file,,,no consistent sampling rate: {0: '88.89%'},"{'n_unique_rates': 6, 'common_sampling_rates': {'0': '88.89%'}}",[],"['partial_pressure_co2_ssw', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'eastward_velocity', 'northward_velocity', 'met_relwind_speed', 'longwave_irradiance', 'shortwave_irradiance', 'barometric_pressure', 'relative_humidity', 'air_temperature', 'precipitation']",[],0,0,pass,3,"{'99': 2, '75': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0002_CE02SHSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_air_recovered_20151007T220020.924000-20160516T205352.696000
deployment0002,2019-07-23T19:27:11,recovered_host,pco2a_a_dcl_instrument_water_recovered,[],0 days 00:50:09,0 days 00:15:08,0,0,[0.3319],223,47814,223,0.7,,,,,no seawater pressure in file,,,1,"{'n_unique_rates': 9, 'common_sampling_rates': {'0': '10.86%', '1': '77.99%'}}",[],"['partial_pressure_co2_atm', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'air_temperature', 'relative_humidity', 'shortwave_irradiance', 'longwave_irradiance', 'met_relwind_speed', 'precipitation', 'barometric_pressure', 'northward_velocity', 'eastward_velocity']",[],0,0,pass,3,"{'99': 2, '75': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0002_CE02SHSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_water_recovered_20151007T220009.476000-20160516T205352.309000
deployment0003,2019-07-23T19:27:11,recovered_host,pco2a_a_dcl_instrument_air_recovered,[],0 days 00:36:26,0 days 00:58:15,0,0,"[0.2889, 0.0861]",135,28890,135,0.7,,,,,no seawater pressure in file,,,no consistent sampling rate: {0: '88.89%'},"{'n_unique_rates': 10, 'common_sampling_rates': {'0': '88.89%'}}",[],"['partial_pressure_co2_ssw', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'northward_velocity', 'eastward_velocity', 'barometric_pressure', 'shortwave_irradiance', 'longwave_irradiance', 'air_temperature', 'precipitation', 'relative_humidity', 'met_relwind_speed']",[],0,0,pass,3,"{'99': 2, '75': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0003_CE02SHSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_air_recovered_20160517T215926.570000-20160928T145345.865000
deployment0003,2019-07-23T19:27:11,recovered_host,pco2a_a_dcl_instrument_water_recovered,[],0 days 00:36:14,0 days 00:58:15,0,0,"[0.2889, 0.0861]",135,28890,135,0.7,,,,,no seawater pressure in file,,,1,"{'n_unique_rates': 10, 'common_sampling_rates': {'1': '80.79%'}}",[],"['partial_pressure_co2_atm', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'air_temperature', 'shortwave_irradiance', 'longwave_irradiance', 'met_relwind_speed', 'barometric_pressure', 'relative_humidity', 'precipitation', 'northward_velocity', 'eastward_velocity']",[],0,0,pass,3,"{'95': 2, '75': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0003_CE02SHSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_water_recovered_20160517T215914.280000-20160928T145345.470000
deployment0004,2019-07-23T19:27:11,recovered_host,pco2a_a_dcl_instrument_air_recovered,[],0 days 01:35:31,0 days 01:30:11,0,0,"[0.1111, 0.4406, 0.4]",209,44244,207,0.7,,,,,no seawater pressure in file,,,no consistent sampling rate: {0: '88.89%'},"{'n_unique_rates': 11, 'common_sampling_rates': {'0': '88.89%'}}",[],"['partial_pressure_co2_ssw', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'northward_velocity', 'eastward_velocity', 'met_relwind_speed', 'shortwave_irradiance', 'barometric_pressure', 'precipitation', 'air_temperature', 'relative_humidity', 'longwave_irradiance']","[['2017-02-15T05:55:56', '2017-02-18T00:55:50']]",1,2,pass,3,"{'99': 2, '75': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0004_CE02SHSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_air_recovered_20160926T230031.086000-20170422T115349.036000
deployment0004,2019-07-23T19:27:11,recovered_host,pco2a_a_dcl_instrument_water_recovered,[],0 days 01:35:19,0 days 01:30:12,0,0,"[0.1111, 0.4406, 0.4]",209,44231,207,0.7,,,,,no seawater pressure in file,,,1,"{'n_unique_rates': 12, 'common_sampling_rates': {'0': '11.05%', '1': '77.81%'}}",[],"['partial_pressure_co2_atm', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'longwave_irradiance', 'met_relwind_speed', 'precipitation', 'relative_humidity', 'air_temperature', 'barometric_pressure', 'shortwave_irradiance', 'eastward_velocity', 'northward_velocity']","[['2017-02-15T05:55:56', '2017-02-18T00:55:39']]",1,2,pass,3,"{'99': 2, '75': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0004_CE02SHSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_water_recovered_20160926T230019.641000-20170422T115348.650000
deployment0005,2019-07-23T19:27:11,recovered_host,pco2a_a_dcl_instrument_air_recovered,[],0 days 00:37:44,1 days 04:12:24,0,1,"[0.2778, 0.0909, 0.0111, 0.3889]",179,38214,178,0.7,,,,,no seawater pressure in file,,,no consistent sampling rate: {0: '88.89%'},"{'n_unique_rates': 13, 'common_sampling_rates': {'0': '88.89%'}}",[],"['partial_pressure_co2_ssw', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'eastward_velocity', 'northward_velocity', 'longwave_irradiance', 'precipitation', 'met_relwind_speed', 'shortwave_irradiance', 'barometric_pressure', 'relative_humidity', 'air_temperature']",[],0,0,pass,3,"{'99': 2, '50': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0005_CE02SHSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_air_recovered_20170420T180044.060000-20171014T145408.479000
deployment0005,2019-07-23T19:27:11,recovered_host,pco2a_a_dcl_instrument_water_recovered,[],0 days 00:37:32,1 days 04:12:24,0,1,"[0.2778, 0.0909, 0.0111, 0.3889]",179,38211,178,0.7,,,,,no seawater pressure in file,,,1,"{'n_unique_rates': 19, 'common_sampling_rates': {'0': '11.23%', '1': '77.54%'}}",[],"['partial_pressure_co2_atm', 'met_salsurf', 'sea_surface_temperature', 'met_wind10m', 'longwave_irradiance', 'air_temperature', 'barometric_pressure', 'shortwave_irradiance', 'met_relwind_speed', 'precipitation', 'relative_humidity', 'eastward_velocity', 'northward_velocity']",[],0,0,pass,3,"{'95': 2, '50': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0005_CE02SHSM-SBD12-04-PCO2AA000-recovered_host-pco2a_a_dcl_instrument_water_recovered_20170420T180032.700000-20171014T145408.093000
