dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(24, 25]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",  15.000000,   1.603453,   0.171332,   1.313400,   1.553350,   1.652500,   1.718600,   1.850800
"(25, 26]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",1423.000000,   1.507816,   0.435336,   0.477600,   1.194000,   1.454200,   1.850800,   2.978500
"(26, 27]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6483.000000,   1.561791,   0.601087,   0.000000,   1.156800,   1.518300,   1.942600,   3.542000
"(27, 28]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",7909.000000,   1.516460,   0.624414,   0.000000,   1.134300,   1.504800,   1.916900,   3.381000
"(28, 29]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6763.000000,   1.514783,   0.639691,   0.000000,   1.130650,   1.501100,   1.916900,   3.381000
"(29, 30]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6450.000000,   1.514151,   0.654776,   0.000000,   1.084500,   1.501100,   1.932000,   3.461500
"(30, 31]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6210.000000,   1.520586,   0.664590,   0.000000,   1.084500,   1.501100,   1.942600,   3.381000
"(31, 32]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",5895.000000,   1.530053,   0.668305,   0.000000,   1.084500,   1.501100,   1.980000,   3.300500
"(32, 33]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",5675.000000,   1.547952,   0.660305,   0.000000,   1.084800,   1.518300,   1.983000,   3.461500
"(33, 34]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",5780.000000,   1.565859,   0.667157,   0.000000,   1.127000,   1.520300,   2.012500,   3.381000
"(34, 35]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6044.000000,   1.573532,   0.655182,   0.000000,   1.134300,   1.520300,   2.012500,   3.381000
"(35, 36]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6113.000000,   1.599104,   0.651827,   0.000000,   1.134300,   1.584000,   2.049100,   3.300500
"(36, 37]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6222.000000,   1.623542,   0.655846,   0.000000,   1.134300,   1.589400,   2.059200,   3.300500
"(37, 38]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6366.000000,   1.637717,   0.655365,   0.000000,   1.147900,   1.590600,   2.095000,   3.381000
"(38, 39]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6376.000000,   1.642499,   0.658760,   0.000000,   1.134300,   1.589400,   2.115200,   3.381000
"(39, 40]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6368.000000,   1.664524,   0.656677,   0.000000,   1.156800,   1.592200,   2.138400,   3.381000
"(40, 41]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6374.000000,   1.667176,   0.663120,   0.000000,   1.156800,   1.592200,   2.138400,   3.300500
"(41, 42]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6440.000000,   1.675339,   0.657025,   0.000000,   1.156800,   1.592200,   2.173500,   3.381000
"(42, 43]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6265.000000,   1.674418,   0.649455,   0.180800,   1.156800,   1.592200,   2.138400,   3.300500
"(43, 44]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6374.000000,   1.678463,   0.644725,   0.271200,   1.175200,   1.592200,   2.138400,   3.381000
"(44, 45]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6264.000000,   1.678179,   0.630920,   0.271200,   1.175200,   1.592200,   2.138400,   3.461500
"(45, 46]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6285.000000,   1.678706,   0.620360,   0.361600,   1.175200,   1.592200,   2.138400,   3.300500
"(46, 47]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6253.000000,   1.671379,   0.622885,   0.271200,   1.173200,   1.590600,   2.138400,   3.300500
"(47, 48]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6112.000000,   1.675143,   0.610296,   0.361600,   1.175200,   1.590600,   2.138400,   3.461500
"(48, 49]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6135.000000,   1.666887,   0.601075,   0.361600,   1.175200,   1.592200,   2.138400,   3.300500
"(49, 50]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6241.000000,   1.676092,   0.596023,   0.452000,   1.175200,   1.592200,   2.138400,   3.300500
"(50, 51]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6054.000000,   1.666479,   0.587805,   0.452000,   1.175200,   1.590600,   2.115200,   3.300500
"(51, 52]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6053.000000,   1.677563,   0.586409,   0.452000,   1.194000,   1.592200,   2.119200,   3.300500
"(52, 53]",CDOM Concentration,"1, 2, 3, 4, 5, 6, 7, 8, 9",6121.000000,   1.667064,   0.577772,   0.542400,   1.175200,   1.592200,   2.095000,   3.300500
