dbar,parameter,deployments,count,mean,std,min,25%,50%,75%,max
"(23, 24]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",   0.000000,,,,,,,
"(24, 25]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",12614.000000,  33.966944,   0.795377,  32.441875,  33.345858,  34.037238,  34.659043,  35.198648
"(25, 26]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",252877.000000,  33.829838,   0.738572,  32.288504,  33.294964,  33.809760,  34.325640,  36.297961
"(26, 27]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",948158.000000,  34.223219,   0.915936,  32.318319,  33.462457,  34.078470,  34.939672,  36.333846
"(27, 28]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",501803.000000,  34.455363,   1.037055,  32.112273,  33.496059,  34.453446,  35.409790,  36.341913
"(28, 29]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",127878.000000,  34.253342,   1.033730,  32.376884,  33.372172,  34.004951,  35.125349,  36.346942
"(29, 30]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",101980.000000,  34.362396,   1.056786,  32.401891,  33.420774,  34.175633,  35.333136,  36.338488
"(30, 31]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",103324.000000,  34.408715,   1.056002,  32.413796,  33.401178,  34.331281,  35.393883,  36.337113
"(31, 32]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",98183.000000,  34.418552,   1.071114,  32.363150,  33.396508,  34.353171,  35.453232,  36.325404
"(32, 33]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",95874.000000,  34.497790,   1.057894,  32.360970,  33.498830,  34.539769,  35.504226,  36.328742
"(33, 34]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",100928.000000,  34.507672,   1.054916,  32.463688,  33.495530,  34.543295,  35.533013,  36.395200
"(34, 35]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",100814.000000,  34.505742,   1.037455,  32.471239,  33.528944,  34.552936,  35.488413,  36.411530
"(35, 36]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",105218.000000,  34.419607,   1.010746,  32.494640,  33.486755,  34.388074,  35.307651,  36.416275
"(36, 37]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",112824.000000,  34.399822,   0.963671,  32.509349,  33.517537,  34.408977,  35.220192,  36.407120
"(37, 38]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",108883.000000,  34.359637,   0.942161,  32.532526,  33.506926,  34.337695,  35.163338,  36.390145
"(38, 39]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",102982.000000,  34.284793,   0.936964,  32.536154,  33.440103,  34.199560,  35.092549,  36.310779
"(39, 40]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",98513.000000,  34.231080,   0.931731,  32.549745,  33.398497,  34.128983,  35.040082,  36.332605
"(40, 41]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",96979.000000,  34.178513,   0.918939,  32.567477,  33.359726,  34.041595,  34.945516,  36.348559
"(41, 42]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",93710.000000,  34.203480,   0.926028,  32.547587,  33.378269,  34.067237,  35.015347,  36.350405
"(42, 43]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",86690.000000,  34.192700,   0.908653,  32.577600,  33.384283,  34.061075,  34.953942,  36.378458
"(43, 44]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",84508.000000,  34.211181,   0.925988,  32.559066,  33.376569,  34.100821,  35.000250,  36.422958
"(44, 45]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",83569.000000,  34.198722,   0.919229,  32.519581,  33.366420,  34.095951,  34.975543,  36.419132
"(45, 46]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",81057.000000,  34.213684,   0.909775,  32.585584,  33.402835,  34.126386,  34.967883,  36.406800
"(46, 47]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",79686.000000,  34.240046,   0.899263,  32.591735,  33.445641,  34.156339,  34.984230,  36.406660
"(47, 48]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",77272.000000,  34.290656,   0.883994,  32.593805,  33.505977,  34.219470,  35.031538,  36.393542
"(48, 49]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",75333.000000,  34.303696,   0.882906,  32.593890,  33.530109,  34.251409,  35.038788,  36.410724
"(49, 50]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",73945.000000,  34.290228,   0.877154,  32.597590,  33.509642,  34.240954,  35.003147,  36.413187
"(50, 51]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",72878.000000,  34.325391,   0.866584,  32.604175,  33.569970,  34.288443,  35.032627,  36.384776
"(51, 52]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",74012.000000,  34.314688,   0.874796,  32.604340,  33.553389,  34.290084,  35.031312,  36.381431
"(52, 53]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",71514.000000,  34.356211,   0.861145,  32.611162,  33.607165,  34.341066,  35.061592,  36.396342
"(53, 54]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",70335.000000,  34.386994,   0.845275,  32.614954,  33.657684,  34.385689,  35.074300,  36.398065
"(54, 55]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",71205.000000,  34.375112,   0.851555,  32.622468,  33.636865,  34.379155,  35.066974,  36.360889
"(55, 56]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",69582.000000,  34.412121,   0.830616,  32.628758,  33.702061,  34.427221,  35.083522,  36.367792
"(56, 57]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",69544.000000,  34.429562,   0.831765,  32.639267,  33.730724,  34.456119,  35.100008,  36.375121
"(57, 58]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",68460.000000,  34.441309,   0.826607,  32.647260,  33.770695,  34.477149,  35.099186,  36.363929
"(58, 59]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",67999.000000,  34.462862,   0.818251,  32.657928,  33.810878,  34.509649,  35.109191,  36.356360
"(59, 60]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",67074.000000,  34.495439,   0.803504,  32.669266,  33.861053,  34.547218,  35.130936,  36.354159
"(60, 61]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",67146.000000,  34.507881,   0.803008,  32.699607,  33.884212,  34.572122,  35.142621,  36.347068
"(61, 62]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",66673.000000,  34.533217,   0.794816,  32.721565,  33.926411,  34.603282,  35.159225,  36.339134
"(62, 63]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",66650.000000,  34.547254,   0.793130,  32.750980,  33.952327,  34.626477,  35.166068,  36.332948
"(63, 64]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",66341.000000,  34.571187,   0.786222,  32.782735,  33.992575,  34.656540,  35.181871,  36.321496
"(64, 65]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",66084.000000,  34.590162,   0.783065,  32.809440,  34.033501,  34.685452,  35.199519,  36.319164
"(65, 66]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",65979.000000,  34.609388,   0.779541,  32.830139,  34.067083,  34.712280,  35.216461,  36.311245
"(66, 67]",Practical Salinity,"1, 2, 3, 4, 5, 6, 7, 8, 9",65891.000000,  34.630445,   0.776749,  32.848214,  34.103341,  34.740421,  35.231169,  36.313157
