deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_compare,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2019-06-17T17:10:02,telemetered,wavss_a_dcl_statistics,[],0 days 01:16:31,59 days 12:28:31,0,59,[],149,1579,89,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {4799: '26.49%', 4800: '21.61%'}","{'n_unique_rates': 45, 'common_sampling_rates': {'4799': '26.49%', '4800': '21.61%'}}",[],[],[],0,0,pass,12,"{'99': 9, '95': 2, '50': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0001_CP01CNSM-SBD12-05-WAVSSA000-telemetered-wavss_a_dcl_statistics_20131121T193131.934000-20140217T113129.043000
deployment0002,2019-06-17T17:10:02,telemetered,wavss_a_dcl_statistics,[],0 days 00:35:59,0 days 00:35:02,0,0,[0.8397],3,50,3,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3599: '40.82%', 3600: '16.33%', 3601: '26.53%'}","{'n_unique_rates': 7, 'common_sampling_rates': {'3599': '40.82%', '3600': '16.33%', '3601': '26.53%'}}",[],[],[],0,0,pass,12,"{'99': 8, '95': 4}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0002_CP01CNSM-SBD12-05-WAVSSA000-telemetered-wavss_a_dcl_statistics_20141213T192259.680000-20141215T202258.072000
deployment0003,2019-06-17T17:10:01,recovered_host,wavss_a_dcl_statistics_recovered,['telemetered'],0 days 00:48:59,0 days 00:16:57,0,0,"[0.3986, 0.9533]",170,4058,170,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '10.01%', 3599: '22.09%', 3600: '34.61%', 3601: '19.84%'}","{'n_unique_rates': 15, 'common_sampling_rates': {'3598': '10.01%', '3599': '22.09%', '3600': '34.61%', '3601': '19.84%'}}",[],[],[],0,0,pass,12,{'99': 12},{'99': 12},pass,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0003_CP01CNSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_statistics_recovered_20150507T182259.016000-20151023T192303.559000
deployment0004,2019-06-17T17:10:01,recovered_host,wavss_a_dcl_mean_directional_recovered,[],0 days 00:34:09,0 days 00:39:48,0,0,"[0.8349, 0.0886, 0.985]",165,3929,165,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '15.76%', 3599: '25.41%', 3600: '27.47%', 3601: '16.93%'}","{'n_unique_rates': 15, 'common_sampling_rates': {'3598': '15.76%', '3599': '25.41%', '3600': '27.47%', '3601': '16.93%'}}",[],[],[],0,0,pass,5,"{'99': 2, '50': 2, '0': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0004_CP01CNSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_mean_directional_recovered_20151023T192309.347000-20160404T112312.043000
deployment0004,2019-06-17T17:10:01,recovered_host,wavss_a_dcl_motion_recovered,['telemetered'],0 days 00:34:33,0 days 00:39:25,0,0,"[0.8349, 0.0886, 0.985]",165,3929,165,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '15.61%', 3599: '25.89%', 3600: '27.42%', 3601: '16.47%'}","{'n_unique_rates': 14, 'common_sampling_rates': {'3598': '15.61%', '3599': '25.89%', '3600': '27.42%', '3601': '16.47%'}}",[],[],[],0,0,pass,5,"{'50': 3, '25': 2}",no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0004_CP01CNSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_motion_recovered_20151023T192333.243000-20160404T112335.942000
deployment0004,2019-06-17T17:10:01,recovered_host,wavss_a_dcl_non_directional_recovered,['telemetered'],0 days 00:34:03,0 days 00:39:55,0,0,"[0.8349, 0.0886, 0.985]",165,3929,165,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '12.04%', 3599: '23.52%', 3600: '29.00%', 3601: '21.38%'}","{'n_unique_rates': 15, 'common_sampling_rates': {'3598': '12.04%', '3599': '23.52%', '3600': '29.00%', '3601': '21.38%'}}",[],[],[],0,0,pass,1,{'99': 1},no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0004_CP01CNSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_non_directional_recovered_20151023T192303.075000-20160404T112305.680000
deployment0004,2019-06-17T17:10:01,recovered_host,wavss_a_dcl_statistics_recovered,['telemetered'],0 days 00:34:01,0 days 00:39:56,0,0,"[0.8349, 0.0886, 0.985]",165,3929,165,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '12.65%', 3599: '22.84%', 3600: '29.10%', 3601: '21.66%'}","{'n_unique_rates': 15, 'common_sampling_rates': {'3598': '12.65%', '3599': '22.84%', '3600': '29.10%', '3601': '21.66%'}}",[],[],[],0,0,pass,12,{'99': 12},{'99': 12},pass,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0004_CP01CNSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_statistics_recovered_20151023T192301.727000-20160404T112304.335000
deployment0005,2019-06-17T17:10:01,recovered_host,wavss_a_dcl_mean_directional_recovered,[],0 days 00:33:05,0 days 00:10:51,0,0,"[0.4197, 0.9698, 0.0222, 1.0026]",154,3678,154,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '15.96%', 3599: '28.28%', 3600: '25.54%', 3601: '15.83%'}","{'n_unique_rates': 13, 'common_sampling_rates': {'3598': '15.96%', '3599': '28.28%', '3600': '25.54%', '3601': '15.83%'}}",[],[],[],0,0,pass,5,"{'99': 2, '50': 2, '0': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0005_CP01CNSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_mean_directional_recovered_20160513T142305.663000-20161013T192309.868000
deployment0005,2019-06-17T17:10:01,recovered_host,wavss_a_dcl_motion_recovered,['telemetered'],0 days 00:33:29,0 days 00:10:27,0,0,"[0.4197, 0.9698, 0.0222, 1.0026]",154,3678,154,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '16.37%', 3599: '28.56%', 3600: '25.10%', 3601: '15.69%'}","{'n_unique_rates': 13, 'common_sampling_rates': {'3598': '16.37%', '3599': '28.56%', '3600': '25.10%', '3601': '15.69%'}}",[],[],[],0,0,pass,5,"{'50': 4, '25': 1}",no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0005_CP01CNSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_motion_recovered_20160513T142329.555000-20161013T192333.801000
deployment0005,2019-06-17T17:10:01,recovered_host,wavss_a_dcl_non_directional_recovered,['telemetered'],0 days 00:32:59,0 days 00:10:57,0,0,"[0.4197, 0.9698, 0.0222, 1.0026]",154,3678,154,0,,,,,no seawater pressure in file,,,"no consistent sampling rate: {3598: '17.11%', 3599: '27.82%', 3600: '25.54%', 3601: '15.88%'}","{'n_unique_rates': 12, 'common_sampling_rates': {'3598': '17.11%', '3599': '27.82%', '3600': '25.54%', '3601': '15.88%'}}",[],[],[],0,0,pass,1,{'99': 1},no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'lat', 'lon']",pass,[],deployment0005_CP01CNSM-SBD12-05-WAVSSA000-recovered_host-wavss_a_dcl_non_directional_recovered_20160513T142259.367000-20161013T192303.923000
