common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,n_nans,n_fillvalues,n_grange,define_stdev,n_outliers,n_stats,mean,min,max,stdev
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Air Temperature,['ºC'],2015-11-26T10:08:33,2018-01-14T10:23:30,[-9999999.0],"[-50.0, 50.0]",1785936,0,0,0,8,0,1785936,11.5436,0.0,18.593,2.5661
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Barometric Pressure,['Pa'],2015-11-26T10:08:33,2018-01-14T10:23:30,[-9999999.0],"[87000.0, 108330.0]",1097744,0,0,0,8,0,1097744,101232.6611,96482.0,104280.0078,1020.7603
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Downwelling Longwave Irradiance,['W m-2'],2015-11-26T10:08:33,2018-01-14T10:23:30,[-9999999.0],"[200.0, 500.0]",1785936,0,0,0,8,0,1785930,329.3367,235.4,415.2,37.0998
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Downwelling Shortwave Irradiance,['W m-2'],2015-11-26T10:08:33,2018-01-14T10:23:30,[-9999999.0],"[0.0, 1000.0]",1785936,0,0,0,8,0,1746842,156.6417,0.0,1000.0,245.6426
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Latent Heat Flux,['W m-2'],2015-11-26T10:08:33,2017-03-19T23:59:48,[-9999999.0],"[None, None]",1097744,3632,409552,no global ranges,8,0,684560,54.2737,-173.2054,511.3145,60.8818
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Mean Wind Velocity - Eastward Relative to True North,['m s-1'],2015-11-26T10:08:33,2018-01-14T10:23:30,[-9999999.0],"[None, None]",1097744,0,0,no global ranges,8,0,1097744,2.8943,-22.4634,21.3721,5.4766
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Mean Wind Velocity - Eastward relative to Magnetic North,['m s-1'],2015-11-26T10:08:33,2018-01-14T10:23:30,[-9999999.0],"[-33.0, 33.0]",1097744,0,0,0,8,0,1097744,2.6907,-21.17,22.32,5.5148
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Mean Wind Velocity - Northward Relative to True North,['m s-1'],2015-11-26T10:08:33,2018-01-14T10:23:30,[-9999999.0],"[None, None]",1097744,0,0,no global ranges,8,0,1097744,-0.4778,-22.5789,20.5721,5.8848
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Mean Wind Velocity - Northward relative to Magnetic North,['m s-1'],2015-11-26T10:08:33,2018-01-14T10:23:30,[-9999999.0],"[-33.0, 33.0]",1097744,0,0,0,8,0,1097744,-1.1658,-21.79,20.15,5.8496
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Net Heat Flux,['W m-2'],2015-11-26T10:08:33,2017-03-19T23:59:48,[-9999999.0],"[None, None]",1097744,3632,409552,no global ranges,8,1,684559,-58.3399,-1359.6584,824.4057,277.9076
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Net Longwave Radiation,['W m-2'],2015-11-26T10:08:33,2017-03-19T23:59:48,[-9999999.0],"[None, None]",1097744,3632,409552,no global ranges,8,1,684559,44.6424,-25.3927,138.2228,34.6299
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Net Shortwave Irradiance,['W m-2'],2015-11-26T10:08:33,2018-01-14T10:23:30,[-9999999.0],"[0.0, 500.0]",1097744,0,0,0,8,0,960894,78.5139,0.0,499.9995,126.3748
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Precipitation,['mm'],2015-11-26T21:46:18,2018-01-14T10:23:30,[-9999999.0],"[0.0, 50.0]",1785936,0,0,0,8,0,1671510,23.3294,0.0,50.0,13.7048
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Relative Humidity,['%'],2015-11-26T10:08:33,2018-01-14T10:23:30,[-9999999.0],"[0.0, 100.0]",1785936,0,0,0,8,0,1776920,80.9459,0.0,99.996,11.6714
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Relative Wind Direction,['degrees'],2015-11-26T10:08:33,2017-03-19T23:59:48,[-9999999.0],"[0.0, 360.0]",1097744,0,409552,0,8,0,688192,140.0228,0.0001,359.9999,93.3892
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Relative Wind Speed,['m s-1'],2015-11-26T10:08:33,2017-03-19T23:59:48,[-9999999.0],"[-33.0, 33.0]",1785936,0,409552,0,8,0,1376384,7.8363,0.0032,22.4525,3.2784
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Sea Surface Conductivity,['S m-1'],2015-11-26T10:08:33,2018-01-14T10:23:30,[-9999999.0],"[0.0, 6.0]",1097744,0,0,0,8,1,1097743,3.9379,2.6067,4.543,0.1959
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Sea Surface Practical Salinity,['1'],2015-11-26T10:08:33,2018-01-14T10:23:30,[-9999999.0],"[0.0, 42.0]",1097744,0,0,0,8,379,1097365,34.5165,32.867,35.3826,0.2002
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Sea Surface Temperature,['ºC'],2015-11-26T10:08:33,2018-01-14T10:23:30,[-9999999.0],"[-2.0, 40.0]",1785936,0,0,0,8,0,1785936,12.091,6.998,17.621,2.0067
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Sensible Heat Flux,['W m-2'],2015-11-26T10:08:33,2017-03-19T23:59:48,[-9999999.0],"[None, None]",1097744,3632,409552,no global ranges,8,4,684556,8.0405,-101.2631,212.7343,25.6869
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Specific Humidity,['g kg-1'],2015-11-26T10:08:33,2018-01-14T10:23:30,[-9999999.0],"[0.0, 47.0]",1097744,0,0,0,8,0,1097744,6.9512,0.0,13.2558,1.8412
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Surface Current Direction,['degrees'],2015-11-26T10:08:33,2017-03-19T23:59:48,[-9999999.0],"[0.0, 360.0]",1097744,0,409552,0,8,0,688192,194.3679,0.0004,359.9999,112.9228
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']","[2, 3]",Surface Current Speed,['m s-1'],2015-11-26T10:08:33,2017-03-19T23:59:48,[-9999999.0],"[-3.0, 3.0]",1097744,0,409552,0,8,0,688192,0.3383,0.0006,1.839,0.2098
