deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2018-11-28T17:31:21,recovered_inst,phsen_abcdef_instrument,['recovered_host'],0 days 03:16:00,0 days 00:00:01,0,0,[],329,3936,328,28.0,,,,no seawater pressure in file,,,7200,"{'n_unique_rates': 2, 'common_sampling_rates': {'7200': '99.97%'}}",[],['practical_salinity'],[],0,0,pass,2,"{'99': 1, '0': 1}",{'99': 2},pass,"fail: data found in another stream (gaps: [3, 4] days: [3, 7])","['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0001_GP03FLMA-RIS01-04-PHSENF000-recovered_inst-phsen_abcdef_instrument_20130722T020000-20140614T235959
deployment0002,2018-11-28T17:31:21,recovered_inst,phsen_abcdef_instrument,"['recovered_host', 'telemetered']",1 days 06:00:00,0 days 00:00:01,1,0,[0.6154],353,4219,352,28.0,,,,no seawater pressure in file,,,7200,"{'n_unique_rates': 2, 'common_sampling_rates': {'7200': '99.98%'}}",[],['practical_salinity'],[],0,0,pass,2,"{'99': 1, '0': 1}",{'99': 2},pass,fail: data found in another stream (gaps: [1] days: [1]),"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0002_GP03FLMA-RIS01-04-PHSENF000-recovered_inst-phsen_abcdef_instrument_20140618T120000-20150604T235959
deployment0003,2018-11-28T17:31:21,recovered_inst,phsen_abcdef_instrument,"['recovered_host', 'telemetered']",0 days 04:20:00,0 days 00:10:01,0,0,"[0.6529, 0.089]",389,4653,388,48.0,,,,no seawater pressure in file,,,7200,"{'n_unique_rates': 2, 'common_sampling_rates': {'7200': '99.98%'}}",[],['practical_salinity'],[],0,0,pass,2,"{'99': 1, '95': 1}",{'99': 4},pass,pass,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0003_GP03FLMA-RIS01-04-PHSENF000-recovered_inst-phsen_abcdef_instrument_20150607T030000-20160628T185959
deployment0004,2018-11-28T17:31:40,recovered_host,phsen_abcdef_imodem_instrument_recovered,['telemetered'],2 days 22:53:00,273 days 17:13:01,2,273,"[1.1589, 0.5585, 0.5065]",383,314,27,,,,,no seawater pressure in file,,,7200,"{'n_unique_rates': 3, 'common_sampling_rates': {'7200': '99.36%'}}",[],['practical_salinity'],"[['2016-07-13T03:59:59', '2016-10-01T01:59:59']]",1,79,pass,2,"{'99': 1, '25': 1}",no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0004_GP03FLMA-RIS01-04-PHSENF000-recovered_host-phsen_abcdef_imodem_instrument_recovered_20160704T000000-20161017T215959
deployment0005,2018-11-28T17:31:21,recovered_inst,phsen_abcdef_instrument,['recovered_host'],7 days 01:00:00,0 days 00:14:01,7,0,"[9.0637, 9.6685, 9.7153, 10.2218]",380,4464,372,,,,,no seawater pressure in file,,,7200,"{'n_unique_rates': 2, 'common_sampling_rates': {'7200': '99.98%'}}",[],['practical_salinity'],[],0,0,pass,2,{'99': 2},{'99': 2},pass,pass,"['obs', 'time', 'lat', 'lon']",missing: ['pressure'],[],deployment0005_GP03FLMA-RIS01-04-PHSENF000-recovered_inst-phsen_abcdef_instrument_20170721T000000-20180727T215959
