deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_compare,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2019-08-14T19:24:01,recovered_inst,adcp_velocity_earth,"['recovered_host', 'telemetered']",0 days 03:36:18,44 days 00:58:42,0,44,[],122,11072,77,25,25.23,26.85,25.23,0.23000000000000043,pressure,daPa,0,600,"{'n_unique_rates': 1, 'common_sampling_rates': {'600': '100.00%'}}",[],[],[],0,0,pass,16,"{'99': 8, '95': 8}",no comparison: timestamps do not match,no comparison: timestamps do not match,fail: data found in another stream (gaps: [1] days: [0]),"['obs', 'time', 'pressure', 'lat', 'lon']",pass,['Pressure converted from daPa to dbar for pressure comparison'],deployment0001_CE01ISSM-MFD35-04-ADCPTM000-recovered_inst-adcp_velocity_earth_20140418T002118.640000-20140703T213118.640000
deployment0002,2019-08-14T19:24:01,recovered_inst,adcp_velocity_earth,['telemetered'],0 days 00:05:00,104 days 08:00:00,0,104,[0.0],185,11369,80,25,25.48,27.39,25.48,0.4800000000000004,pressure,daPa,8,600,"{'n_unique_rates': 1, 'common_sampling_rates': {'600': '100.00%'}}",[],[],[],0,0,pass,16,"{'99': 14, '95': 2}",no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,['Pressure converted from daPa to dbar for pressure comparison'],deployment0002_CE01ISSM-MFD35-04-ADCPTM000-recovered_inst-adcp_velocity_earth_20141010T175000-20141228T163000
deployment0003,2019-08-14T19:24:01,recovered_inst,adcp_velocity_earth,"['recovered_host', 'telemetered']",0 days 00:15:00,0 days 00:30:00,0,0,"[0.0793, 0.0793]",127,6013,126,25,24.57,26.14,24.57,-0.4299999999999997,pressure,daPa,0,1800,"{'n_unique_rates': 1, 'common_sampling_rates': {'1800': '100.00%'}}",[],[],[],0,0,pass,16,{'99': 16},no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,['Pressure converted from daPa to dbar for pressure comparison'],deployment0003_CE01ISSM-MFD35-04-ADCPTM000-recovered_inst-adcp_velocity_earth_20150603T173000-20151006T233000
deployment0004,2019-08-14T19:24:01,recovered_inst,adcp_velocity_earth,[],0 days 04:58:00,0 days 00:07:00,0,0,"[0.2, 0.2, 0.2152]",216,20634,216,25,24.75,26.59,24.75,-0.25,pressure,daPa,9,900,"{'n_unique_rates': 1, 'common_sampling_rates': {'900': '100.00%'}}",[],[],[],0,0,pass,16,"{'99': 12, '95': 4}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,['Pressure converted from daPa to dbar for pressure comparison'],deployment0004_CE01ISSM-MFD35-04-ADCPTM000-recovered_inst-adcp_velocity_earth_20151008T170000-20160510T151500
deployment0005,2019-08-14T19:24:01,recovered_inst,adcp_velocity_earth,[],0 days 00:16:00,0 days 00:15:00,0,0,"[0.0793, 0.0793, 0.0, 0.2152]",138,6585,138,24,24.2,25.79,24.2,0.1999999999999993,pressure,daPa,0,1800,"{'n_unique_rates': 1, 'common_sampling_rates': {'1800': '100.00%'}}",[],[],[],0,0,pass,16,"{'99': 3, '25': 13}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,['Pressure converted from daPa to dbar for pressure comparison'],deployment0005_CE01ISSM-MFD35-04-ADCPTM000-recovered_inst-adcp_velocity_earth_20160518T160000-20161002T200000
deployment0006,2019-08-14T19:24:01,recovered_inst,adcp_velocity_earth,"['recovered_host', 'telemetered']",0 days 00:15:00,0 days 00:15:00,0,0,"[0.1846, 0.1846, 0.1667, 0.086, 0.1667]",200,9558,200,25,25.34,27.22,25.34,0.33999999999999986,pressure,daPa,0,1800,"{'n_unique_rates': 1, 'common_sampling_rates': {'1800': '100.00%'}}",[],[],[],0,0,pass,16,"{'99': 10, '95': 4, '75': 2}",no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,['Pressure converted from daPa to dbar for pressure comparison'],deployment0006_CE01ISSM-MFD35-04-ADCPTM000-recovered_inst-adcp_velocity_earth_20160930T170000-20170417T193000
deployment0007,2019-08-14T19:24:01,recovered_inst,adcp_velocity_earth,"['recovered_host', 'telemetered']",0 days 00:12:00,0 days 00:20:57,0,0,"[0.236, 0.236, 0.2223, 0.4297, 0.2223, 0.3889]",177,8483,177,25,24.36,26.0,24.36,-0.6400000000000006,pressure,daPa,3,1800,"{'n_unique_rates': 1, 'common_sampling_rates': {'1800': '100.00%'}}",[],[],[],0,0,pass,16,{'99': 16},no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,['Pressure converted from daPa to dbar for pressure comparison'],deployment0007_CE01ISSM-MFD35-04-ADCPTM000-recovered_inst-adcp_velocity_earth_20170419T043000-20171012T213000
deployment0008,2019-08-14T19:24:01,recovered_inst,adcp_velocity_earth,"['recovered_host', 'telemetered']",0 days 00:09:22,0 days 00:15:23,0,0,"[0.1746, 0.1746, 0.1556, 0.0909, 0.1556, 0.0111, 0.3778]",172,8193,172,25,24.95,26.8,24.95,-0.05000000000000071,pressure,daPa,0,1800,"{'n_unique_rates': 2, 'common_sampling_rates': {'1800': '99.99%'}}",[],[],[],0,0,pass,16,"{'99': 14, '95': 2}",no comparison: timestamps do not match,no comparison: timestamps do not match,pass,"['obs', 'time', 'pressure', 'lat', 'lon']",pass,['Pressure converted from daPa to dbar for pressure comparison'],deployment0008_CE01ISSM-MFD35-04-ADCPTM000-recovered_inst-adcp_velocity_earth_20171012T180000-20180401T100637.440000
deployment0009,2019-08-14T19:24:01,recovered_inst,adcp_velocity_earth,"['recovered_host', 'telemetered']",0 days 00:08:00,17 days 17:01:15,0,17,"[0.1667, 0.1667, 0.1846, 0.3667, 0.1846, 0.3427, 0.0968, 0.3319]",181,7811,163,25,24.76,26.46,24.76,-0.23999999999999844,pressure,daPa,0,1800,"{'n_unique_rates': 2, 'common_sampling_rates': {'1800': '99.99%'}}",[],[],[],0,0,pass,16,"{'99': 8, '75': 8}",no comparison: timestamps do not match,no comparison: timestamps do not match,fail: data found in another stream (gaps: [1] days: [0]),"['obs', 'time', 'pressure', 'lat', 'lon']",pass,['Pressure converted from daPa to dbar for pressure comparison'],deployment0009_CE01ISSM-MFD35-04-ADCPTM000-recovered_inst-adcp_velocity_earth_20180403T043000-20180912T224545.920000
