common_stream_name,preferred_methods_streams,deployments,long_name,units,t0,t1,fill_value,global_ranges,n_all,n_nans,n_fillvalues,n_grange,define_stdev,n_outliers,n_stats,mean,min,max,stdev
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']",[2],Air Temperature,['ºC'],2015-12-27T11:20:00,2016-08-19T23:59:34,[-9999999.0],"[-50.0, 50.0]",341246,0,0,0,8,0,341246,6.6325,0.335,9.969,1.4663
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']",[2],Barometric Pressure,['Pa'],2015-12-27T11:20:00,2016-08-19T23:59:34,[-9999999.0],"[87000.0, 108330.0]",170623,0,0,0,8,0,170623,100262.7701,95916.0,103507.9922,1432.4829
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']",[2],Downwelling Longwave Irradiance,['W m-2'],2015-12-27T11:20:00,2016-08-19T23:59:34,[-9999999.0],"[200.0, 500.0]",341246,0,0,0,8,0,341246,322.7907,235.3,369.1,30.6839
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']",[2],Downwelling Shortwave Irradiance,['W m-2'],2015-12-27T11:20:00,2016-08-19T23:59:34,[-9999999.0],"[0.0, 1000.0]",341246,0,0,0,8,0,340268,110.5308,0.0,1000.0,183.0908
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']",[2],Latent Heat Flux,['W m-2'],2015-12-27T11:20:00,2016-08-19T23:59:34,[-9999999.0],"[None, None]",170623,21408,0,no global ranges,8,0,149215,37.9997,-35.1237,249.5605,36.6535
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']",[2],Mean Wind Velocity - Eastward Relative to True North,['m s-1'],2015-12-27T11:20:00,2016-08-19T23:59:34,[-9999999.0],"[None, None]",170623,0,0,no global ranges,8,0,170623,4.434,-21.5861,20.5083,5.9831
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']",[2],Mean Wind Velocity - Eastward relative to Magnetic North,['m s-1'],2015-12-27T11:20:00,2016-08-19T23:59:34,[-9999999.0],"[-33.0, 33.0]",170623,0,0,0,8,0,170623,4.955,-19.52,19.9,5.976
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']",[2],Mean Wind Velocity - Northward Relative to True North,['m s-1'],2015-12-27T11:20:00,2016-08-19T23:59:34,[-9999999.0],"[None, None]",170623,0,0,no global ranges,8,0,170623,-2.2138,-21.0845,17.0277,5.946
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']",[2],Mean Wind Velocity - Northward relative to Magnetic North,['m s-1'],2015-12-27T11:20:00,2016-08-19T23:59:34,[-9999999.0],"[-33.0, 33.0]",170623,0,0,0,8,0,170623,-0.0888,-22.77,20.89,5.9532
metbk_a_instrument,"['recovered_host-metbk_a_dcl_instrument_recovered', 'recovered_host-metbk_hourly']",[2],Net Heat Flux,['W m-2'],2015-12-27T11:20:00,2016-08-19T23:59:34,[-9999999.0],"[None, None]",170623,21408,0,no global ranges,8,0,149215,-43.4761,-1186.1308,637.9414,192.5638
