deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_compare,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2019-06-17T17:07:47,recovered_cspp,optaa_dj_cspp_instrument_recovered,[],0 days 00:07:33,13 days 11:01:22,0,13,[],42,49085,22,25,0.0,0.0,,,pressure_depth,dbar,0,no consistent sampling rate: {0: '99.71%'},"{'n_unique_rates': 66, 'common_sampling_rates': {'0': '99.71%'}}",[],"['salinity', 'temperature', 'int_ctd_pressure']","[['2014-04-19T17:01:10', '2014-04-22T10:59:14'], ['2014-04-23T06:02:16', '2014-04-28T09:59:15']]",2,7,pass,3,"{'99': 2, '75': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'wavelength', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0001_CE01ISSP-SP001-04-OPTAAJ000-recovered_cspp-optaa_dj_cspp_instrument_recovered_20140417T222733.777000-20140514T125838.085000
deployment0002,2019-06-17T17:07:47,recovered_cspp,optaa_dj_cspp_instrument_recovered,[],0 days 00:19:56,0 days 03:55:13,0,0,[0.6638],14,25759,13,25,0.0,0.0,,,pressure_depth,dbar,0,no consistent sampling rate: {0: '99.43%'},"{'n_unique_rates': 42, 'common_sampling_rates': {'0': '99.43%'}}",[],"['salinity', 'temperature', 'int_ctd_pressure']",[],0,0,pass,3,"{'99': 1, '95': 1, '75': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'wavelength', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0002_CE01ISSP-SP001-04-OPTAAJ000-recovered_cspp-optaa_dj_cspp_instrument_recovered_20150623T220056.320000-20150705T200447.888000
deployment0003,2019-06-17T17:07:47,recovered_cspp,optaa_dj_cspp_instrument_recovered,[],0 days 00:18:21,0 days 03:59:44,0,0,"[1.1224, 1.774]",28,33303,12,25,0.0,0.0,,,pressure_depth,dbar,0,no consistent sampling rate: {0: '99.52%'},"{'n_unique_rates': 57, 'common_sampling_rates': {'0': '99.52%'}}",[],"['salinity', 'temperature', 'int_ctd_pressure']","[['2015-07-24T14:01:05', '2015-08-09T07:58:41']]",1,15,pass,3,"{'99': 1, '0': 2}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'wavelength', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0003_CE01ISSP-SP001-04-OPTAAJ000-recovered_cspp-optaa_dj_cspp_instrument_recovered_20150717T192221.542000-20150812T200016.116000
deployment0004,2019-06-17T17:07:47,recovered_cspp,optaa_dj_cspp_instrument_recovered,[],0 days 03:24:47,3 days 22:22:25,0,3,"[0.3574, 0.9147, 0.8881]",63,94000,54,25,0.0,0.0,,,pressure_depth,dbar,0,no consistent sampling rate: {0: '99.12%'},"{'n_unique_rates': 111, 'common_sampling_rates': {'0': '99.12%'}}",[],"['salinity', 'temperature', 'int_ctd_pressure']","[['2015-10-05T20:15:31', '2015-10-10T11:16:55']]",1,4,pass,3,"{'99': 2, '75': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'wavelength', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0004_CE01ISSP-SP001-04-OPTAAJ000-recovered_cspp-optaa_dj_cspp_instrument_recovered_20150815T014447.713000-20151011T013735.111000
deployment0005,2019-06-17T17:07:47,recovered_cspp,optaa_dj_cspp_instrument_recovered,[],0 days 00:17:00,0 days 03:33:14,0,0,"[0.0667, 0.5992, 1.189, 0.4096]",54,135724,53,25,0.0,0.0,,,pressure_depth,dbar,0,no consistent sampling rate: {0: '99.23%'},"{'n_unique_rates': 116, 'common_sampling_rates': {'0': '99.23%'}}",[],"['salinity', 'temperature', 'int_ctd_pressure']",[],0,0,pass,3,"{'99': 1, '25': 1, '0': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'wavelength', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0005_CE01ISSP-SP001-04-OPTAAJ000-recovered_cspp-optaa_dj_cspp_instrument_recovered_20160616T170400.535000-20160807T202646.246000
deployment0006,2019-06-17T17:07:47,recovered_cspp,optaa_dj_cspp_instrument_recovered,[],0 days 00:28:26,0 days 04:49:46,0,0,"[0.4304, 0.2445, 1.5307, 0.6715, 0.3692]",41,112511,41,25,0.0,0.0,,,pressure_depth,dbar,0,no consistent sampling rate: {0: '99.28%'},"{'n_unique_rates': 127, 'common_sampling_rates': {'0': '99.28%'}}",[],"['salinity', 'temperature', 'int_ctd_pressure']",[],0,0,pass,3,"{'99': 1, '50': 2}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'wavelength', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0006_CE01ISSP-SP001-04-OPTAAJ000-recovered_cspp-optaa_dj_cspp_instrument_recovered_20160823T233826.677000-20161002T141014.056000
deployment0007,2019-06-17T17:07:47,recovered_cspp,optaa_dj_cspp_instrument_recovered,[],0 days 00:40:25,13 days 22:35:36,0,13,"[0.0222, 0.6854, 1.1001, 0.3412, 0.0889, 0.4511]",66,19112,30,25,0.0,0.0,,,pressure_depth,dbar,0,no consistent sampling rate: {0: '95.79%'},"{'n_unique_rates': 117, 'common_sampling_rates': {'0': '95.79%'}}",[],"['salinity', 'temperature', 'int_ctd_pressure']","[['2017-05-18T19:59:26', '2017-05-21T19:58:44'], ['2017-05-22T02:00:00', '2017-06-05T14:05:50'], ['2017-06-05T14:06:54', '2017-06-13T18:33:14']]",3,24,pass,3,"{'99': 1, '75': 2}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'wavelength', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0007_CE01ISSP-SP001-04-OPTAAJ000-recovered_cspp-optaa_dj_cspp_instrument_recovered_20170423T175125.783000-20170613T183424.454000
deployment0008,2019-06-17T17:07:47,recovered_cspp,optaa_dj_cspp_instrument_recovered,[],0 days 00:11:43,87 days 15:49:46,0,87,"[0.2889, 0.3752, 1.4024, 0.5671, 0.2255, 0.1457, 0.3103]",89,1039,2,25,0.0,0.0,,,pressure_depth,dbar,0,no consistent sampling rate: {0: '97.01%'},"{'n_unique_rates': 9, 'common_sampling_rates': {'0': '97.01%'}}",[],"['salinity', 'temperature', 'int_ctd_pressure']",[],0,0,pass,3,"{'99': 1, '75': 2}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'wavelength', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0008_CE01ISSP-SP001-04-OPTAAJ000-recovered_cspp-optaa_dj_cspp_instrument_recovered_20170719T155743.239000-20170720T080003.326000
deployment0009,2019-06-17T17:07:47,recovered_cspp,optaa_dj_cspp_instrument_recovered,[],0 days 00:26:03,1 days 20:20:38,0,1,"[0.5438, 1.1362, 0.6766, 0.2223, 0.6044, 0.8925, 0.5239, 0.783]",14,26428,12,25,0.0,0.0,,,pressure_depth,dbar,0,no consistent sampling rate: {0: '99.71%'},"{'n_unique_rates': 37, 'common_sampling_rates': {'0': '99.71%'}}",[],"['salinity', 'temperature', 'int_ctd_pressure']",[],0,0,pass,3,"{'99': 2, '75': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'wavelength', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0009_CE01ISSP-SP001-04-OPTAAJ000-recovered_cspp-optaa_dj_cspp_instrument_recovered_20180420T210303.573000-20180501T200422.778000
deployment0010,2019-06-17T17:07:47,recovered_cspp,optaa_dj_cspp_instrument_recovered,[],0 days 00:05:26,2 days 00:00:16,0,2,[],68,98787,64,25,0.0,0.0,,,pressure_depth,dbar,0,no consistent sampling rate: {0: '98.82%'},"{'n_unique_rates': 80, 'common_sampling_rates': {'0': '98.82%'}}",[],"['salinity', 'temperature', 'int_ctd_pressure']","[['2018-05-11T19:31:24', '2018-05-14T12:59:24']]",1,2,pass,3,"{'99': 1, '0': 2}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'wavelength', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0010_CE01ISSP-SP001-04-OPTAAJ000-recovered_cspp-optaa_dj_cspp_instrument_recovered_20180510T222026.676000-20180714T201444.818000
deployment0011,2019-06-17T17:07:47,recovered_cspp,optaa_dj_cspp_instrument_recovered,[],0 days 00:10:05,0 days 17:25:31,0,0,"[0.6638, 1.1224, 0.3574, 0.0667, 0.4304, 0.0222, 0.2889, 0.5438, 0.4973, 0.5957, 0.4973, 0.3492, 0.6638, 1.1224, 0.3574, 0.0667, 0.4304, 0.0222, 0.2889, 0.5438]",8,8014,7,25,0.0,0.0,,,pressure_depth,dbar,0,no consistent sampling rate: {0: '99.76%'},"{'n_unique_rates': 12, 'common_sampling_rates': {'0': '99.76%'}}",[],"['salinity', 'temperature', 'int_ctd_pressure']",[],0,0,pass,3,"{'99': 2, '75': 1}",no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'wavelength', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0011_CE01ISSP-SP001-04-OPTAAJ000-recovered_cspp-optaa_dj_cspp_instrument_recovered_20180727T171005.220000-20180802T070429.920000
