deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_compare,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2019-06-18T15:30:01,recovered_cspp,parad_j_cspp_instrument_recovered,['telemetered'],0 days 00:08:14,13 days 11:01:23,0,13,[],42,7902,22,25,11.68,24.81,25,0,pressure_depth,dbar,0,1,"{'n_unique_rates': 67, 'common_sampling_rates': {'1': '96.49%'}}",[],['int_ctd_pressure'],"[['2014-04-19T17:01:11', '2014-04-22T10:59:54'], ['2014-04-23T06:02:17', '2014-04-28T09:59:55']]",2,7,pass,3,{'99': 3},{'99': 2},pass,pass,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0001_CE01ISSP-SP001-10-PARADJ000-recovered_cspp-parad_j_cspp_instrument_recovered_20140417T222814.692000-20140514T125837.751000
deployment0002,2019-06-18T15:30:01,recovered_cspp,parad_j_cspp_instrument_recovered,['telemetered'],0 days 00:19:47,0 days 03:55:10,0,0,[0.6638],14,4157,13,25,10.24,20.85,21,-4,pressure_depth,dbar,0,1,"{'n_unique_rates': 40, 'common_sampling_rates': {'1': '94.80%'}}",[],['int_ctd_pressure'],[],0,0,pass,3,{'99': 3},{'99': 2},pass,pass,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0002_CE01ISSP-SP001-10-PARADJ000-recovered_cspp-parad_j_cspp_instrument_recovered_20150623T220047.128000-20150705T200450.347000
deployment0003,2019-06-18T15:30:01,recovered_cspp,parad_j_cspp_instrument_recovered,[],0 days 00:18:12,0 days 03:59:40,0,0,"[1.1224, 1.774]",28,12015,27,25,10.68,21.68,22,-3,pressure_depth,dbar,0,1,"{'n_unique_rates': 97, 'common_sampling_rates': {'1': '92.96%'}}",[],['int_ctd_pressure'],[],0,0,pass,3,{'99': 3},no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0003_CE01ISSP-SP001-10-PARADJ000-recovered_cspp-parad_j_cspp_instrument_recovered_20150717T192212.410000-20150812T200020.275000
deployment0004,2019-06-18T15:30:01,recovered_cspp,parad_j_cspp_instrument_recovered,[],0 days 03:25:28,3 days 22:22:19,0,3,"[0.3574, 0.9147, 0.8881]",63,16798,54,25,12.61,32.73,33,8,pressure_depth,dbar,0,1,"{'n_unique_rates': 108, 'common_sampling_rates': {'1': '87.13%'}}",[],['int_ctd_pressure'],"[['2015-10-05T20:15:37', '2015-10-10T11:16:43']]",1,4,pass,3,{'99': 3},no other streams for comparison,no other streams for comparison,no other streams for comparison,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0004_CE01ISSP-SP001-10-PARADJ000-recovered_cspp-parad_j_cspp_instrument_recovered_20150815T014528.666000-20151011T013741.190000
deployment0005,2019-06-18T15:30:01,recovered_cspp,parad_j_cspp_instrument_recovered,['telemetered'],0 days 00:17:41,0 days 03:33:08,0,0,"[0.0667, 0.5992, 1.189, 0.4096]",54,24544,53,25,12.2,25.14,25,0,pressure_depth,dbar,0,1,"{'n_unique_rates': 105, 'common_sampling_rates': {'1': '88.85%'}}",[],['int_ctd_pressure'],[],0,0,pass,3,{'99': 3},{'99': 2},pass,pass,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0005_CE01ISSP-SP001-10-PARADJ000-recovered_cspp-parad_j_cspp_instrument_recovered_20160616T170441.711000-20160807T202652.084000
deployment0006,2019-06-18T15:30:01,recovered_cspp,parad_j_cspp_instrument_recovered,['telemetered'],0 days 00:47:32,0 days 04:49:41,0,0,"[0.4304, 0.2445, 1.5307, 0.6715, 0.3692]",41,21061,41,25,11.47,24.13,24,-1,pressure_depth,dbar,0,1,"{'n_unique_rates': 104, 'common_sampling_rates': {'1': '90.41%'}}",[],['int_ctd_pressure'],[],0,0,pass,3,{'99': 3},{'99': 2},pass,pass,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0006_CE01ISSP-SP001-10-PARADJ000-recovered_cspp-parad_j_cspp_instrument_recovered_20160823T235732.722000-20161002T141019.668000
deployment0007,2019-06-18T15:30:01,recovered_cspp,parad_j_cspp_instrument_recovered,['telemetered'],0 days 00:40:27,0 days 09:05:25,0,0,"[0.0222, 0.6854, 1.1001, 0.3412, 0.0889, 0.4511]",66,22558,65,25,10.58,24.53,25,0,pressure_depth,dbar,0,1,"{'n_unique_rates': 107, 'common_sampling_rates': {'0': '11.15%', '1': '82.72%'}}",[],['int_ctd_pressure'],"[['2017-06-13T18:34:31', '2017-06-15T19:59:59']]",1,2,pass,3,{'99': 3},{'99': 2},pass,pass,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0007_CE01ISSP-SP001-10-PARADJ000-recovered_cspp-parad_j_cspp_instrument_recovered_20170423T175127.526000-20170627T080435.859000
deployment0008,2019-06-18T15:30:01,recovered_cspp,parad_j_cspp_instrument_recovered,['telemetered'],0 days 00:12:34,0 days 03:49:09,0,0,"[0.2889, 0.3752, 1.4024, 0.5671, 0.2255, 0.1457, 0.3103]",89,16802,84,25,11.31,22.03,22,-3,pressure_depth,dbar,0,1,"{'n_unique_rates': 95, 'common_sampling_rates': {'1': '86.14%'}}",[],['int_ctd_pressure'],"[['2017-09-18T19:57:15', '2017-09-22T19:59:21'], ['2017-10-06T20:00:48', '2017-10-09T19:59:17']]",2,6,pass,3,{'99': 3},{'99': 2},pass,pass,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0008_CE01ISSP-SP001-10-PARADJ000-recovered_cspp-parad_j_cspp_instrument_recovered_20170719T155834.929000-20171015T200040.116000
deployment0009,2019-06-18T15:30:01,recovered_cspp,parad_j_cspp_instrument_recovered,['telemetered'],0 days 00:26:44,1 days 20:20:38,0,1,"[0.5438, 1.1362, 0.6766, 0.2223, 0.6044, 0.8925, 0.5239, 0.783]",14,4210,12,25,11.01,22.4,22,-3,pressure_depth,dbar,0,1,"{'n_unique_rates': 38, 'common_sampling_rates': {'1': '96.01%'}}",[],['int_ctd_pressure'],[],0,0,pass,3,{'99': 3},{'99': 2},pass,pass,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0009_CE01ISSP-SP001-10-PARADJ000-recovered_cspp-parad_j_cspp_instrument_recovered_20180420T210344.783000-20180501T200422.520000
deployment0010,2019-06-18T15:30:01,recovered_cspp,parad_j_cspp_instrument_recovered,['telemetered'],0 days 00:05:51,2 days 00:00:06,0,2,[],68,16188,64,25,10.24,20.38,20,-5,pressure_depth,dbar,0,1,"{'n_unique_rates': 70, 'common_sampling_rates': {'0': '12.33%', '1': '79.82%'}}",[],['int_ctd_pressure'],"[['2018-05-11T19:31:23', '2018-05-14T13:00:04']]",1,2,pass,3,{'99': 3},{'99': 2},pass,pass,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0010_CE01ISSP-SP001-10-PARADJ000-recovered_cspp-parad_j_cspp_instrument_recovered_20180510T222051.695000-20180714T201454.292000
deployment0011,2019-06-18T15:30:01,recovered_cspp,parad_j_cspp_instrument_recovered,['telemetered'],0 days 00:10:08,0 days 17:25:30,0,0,"[0.6638, 1.1224, 0.3574, 0.0667, 0.4304, 0.0222, 0.2889, 0.5438, 0.4973, 0.5957, 0.4973, 0.3492, 0.6638, 1.1224, 0.3574, 0.0667, 0.4304, 0.0222, 0.2889, 0.5438]",8,1136,7,25,9.21,17.86,18,-7,pressure_depth,dbar,0,1,"{'n_unique_rates': 15, 'common_sampling_rates': {'1': '96.48%'}}",[],['int_ctd_pressure'],[],0,0,pass,3,{'99': 3},{'99': 2},pass,pass,"['obs', 'time', 'pressure_depth', 'lat', 'lon']",pass,[],deployment0011_CE01ISSP-SP001-10-PARADJ000-recovered_cspp-parad_j_cspp_instrument_recovered_20180727T171008.765000-20180802T070430.905000
