deployment,file_downloaded,preferred_method,stream,other_methods,time_delta_start,time_delta_end,start_days_missing,end_days_missing,location_diff_km,n_days_deployed,n_timestamps,n_days,deploy_depth,pressure_mean,pressure_max,pressure_compare,pressure_diff,pressure_var,pressure_units,num_pressure_outliers,sampling_rate_seconds,sampling_rate_details,missing_vars_file,missing_vars_db,file_time_gaps,gaps_num,gaps_num_days,timestamp_test,n_science_vars,valid_data_test,variable_comparison_details,variable_comparison_test,full_dataset_test,file_coordinates,coordinate_test,notes,filename
deployment0001,2019-07-25T19:19:47,recovered_host,dosta_abcdjm_sio_instrument_recovered,['telemetered'],0 days 00:06:01,0 days 00:10:59,0,0,[],339,32446,339,30,23.63,33.62,24,-6,int_ctd_pressure,dbar,543,900,"{'n_unique_rates': 109, 'common_sampling_rates': {'900': '86.45%'}}",[],"['practical_salinity', 'ctdmo_seawater_temperature', 'int_ctd_pressure']",[],0,0,pass,5,"{'99': 1, '95': 1, '75': 3}",{'99': 5},pass,pass,"['obs', 'time', 'int_ctd_pressure', 'lat', 'lon']",pass,[],deployment0001_GI03FLMB-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered_20140916T133001-20150820T124501
deployment0002,2019-07-25T19:19:47,recovered_host,dosta_abcdjm_sio_instrument_recovered,['telemetered'],0 days 00:04:01,238 days 01:59:59,0,238,[6.9717],333,1124,14,30,33.15,36.45,33,3,int_ctd_pressure,dbar,34,900,"{'n_unique_rates': 10, 'common_sampling_rates': {'900': '89.67%'}}",[],"['practical_salinity', 'ctdmo_seawater_temperature', 'int_ctd_pressure']","[['2015-08-22T01:15:01', '2015-11-11T02:45:01']]",1,81,pass,5,"{'99': 4, '95': 1}",{'99': 5},pass,pass,"['obs', 'time', 'int_ctd_pressure', 'lat', 'lon']",pass,[],deployment0002_GI03FLMB-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered_20150821T171501-20151122T220001
deployment0003,2019-07-25T19:19:47,recovered_host,dosta_abcdjm_sio_instrument_recovered,['telemetered'],0 days 00:11:01,210 days 17:46:58,0,210,"[4.7716, 2.2041]",395,10926,115,30,29.15,37.76,29,-1,int_ctd_pressure,dbar,216,900,"{'n_unique_rates': 38, 'common_sampling_rates': {'900': '88.74%'}}",[],"['practical_salinity', 'ctdmo_seawater_temperature', 'int_ctd_pressure']","[['2016-10-09T22:00:01', '2016-12-18T01:00:01']]",1,69,pass,5,"{'99': 3, '95': 1, '50': 1}",{'99': 5},pass,pass,"['obs', 'time', 'int_ctd_pressure', 'lat', 'lon']",pass,[],deployment0003_GI03FLMB-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered_20160713T160001-20170112T181502
deployment0004,2019-07-25T19:19:47,recovered_host,dosta_abcdjm_sio_instrument_recovered,['telemetered'],0 days 00:11:01,173 days 11:50:59,0,173,"[6.8743, 0.1972, 2.1027]",309,6052,66,30,44.47,58.1,44,14,int_ctd_pressure,dbar,265,900,"{'n_unique_rates': 4, 'common_sampling_rates': {'900': '91.46%'}}",[],"['practical_salinity', 'ctdmo_seawater_temperature', 'int_ctd_pressure']","[['2017-09-29T00:45:01', '2017-12-09T16:00:01']]",1,71,pass,5,{'99': 5},{'99': 5},pass,pass,"['obs', 'time', 'int_ctd_pressure', 'lat', 'lon']",pass,[],deployment0004_GI03FLMB-RIS01-03-DOSTAD000-recovered_host-dosta_abcdjm_sio_instrument_recovered_20170807T160001-20171220T074501
